Year;Sexo productor;Area (Ha);Arboles_totales;Edad promedio plantas;Aluviales;Andisoles;Grumosoles;Halomorficos;Latosoles_arcillosos_acidos;Latosoles_arcillo_rojizos;Litosoles;Regosoles;Latitud;Longitud;Altura;Porcentaje_Injertacion;Aplica poda;Maneja sombra;Fertilizacion organica;Fertilizacion quimica;Presencia plagas y enfermedades;recibe AT;Temperatura ;lluvia;Perdidas (qq);Produccion efectiva (qq)
1;Hombre;0.7;400;4.5;No;Si;No;No;No;No;No;No;13.502399;-88.437816;787;50;Si;Si;Si;Si;Si;Si;29;54;0.05896;1.55
1;Hombre;0.84;700;4;No;Si;No;No;No;No;Si;No;13.51172;-89.35612;1118;0;Si;Si;Si;Si;Si;No;22;65;0.11616;0.3344
1;Hombre;0.7;600;5;No;Si;No;No;No;Si;No;No;13.523764;-88.431589;575.38623;5;Si;Si;No;Si;Si;Si;27;131;0.9284;5.15
1;Hombre;0.21;250;5;No;Si;No;No;No;No;Si;No;13.490583;-88.408684;718.498657;0;Si;Si;No;No;Si;Si;20;91;0.4884;2.7
1;Hombre;0.96;800;4;No;Si;No;No;No;No;Si;No;13.88207;-89.5656538;979;0;Si;No;Si;Si;Si;No;24;114;0.19272;0.55088
1;Hombre;5;3600;4.9;No;No;No;No;Si;Si;No;No;13.756336;-88.213509;1142;4.17;Si;Si;Si;Si;Si;Si;27;105;1.99144;11.55
1;Hombre;1.43;1000;4.8;No;No;No;No;Si;Si;No;No;13.260368;-88.25034;650.656494;20;Si;Si;Si;Si;Si;Si;28;112;1.14928;5.17
1;Hombre;0.52;425;5.8;No;Si;No;No;No;Si;Si;No;13.3419;-88.402;77.2046;0;Si;No;Si;Si;Si;Si;29;81;0.12672;1.95
1;Mujer;0.48;304;5;No;Si;No;No;No;Si;No;No;13.617013;-89.354701;879.858643;0;Si;Si;Si;Si;Si;No;29;19;0.7128;1.1748
1;Hombre;0.49;345;6;Si;No;Si;No;No;Si;No;No;13.623107;-89.750779;90.738281;0;Si;Si;Si;Si;Si;No;28;56;0.78496;4.30672
1;Hombre;2.1;1300;5;No;Si;No;No;No;No;Si;No;13.600173;-88.876348;963.372314;0;No;Si;Si;Si;Si;No;20;48;0.60632;3.96
1;Hombre;0.09;100;4;No;Si;No;No;No;No;Si;No;13.408823;-88.209919;141.72583;50;Si;Si;Si;Si;Si;Si;29;76;0.09504;0.48
1;Hombre;0.45;400;4;No;No;Si;No;No;Si;No;No;13.722441;-88.228653;945.350343;0;Si;Si;Si;Si;Si;Si;23;44;0.76472;2.816
1;Hombre;0.7;600;5;No;Si;No;No;No;Si;No;No;13.518256;-88.378569;455.69574;0;Si;Si;No;Si;Si;Si;23;69;0.6512;3.55
1;Hombre;1.75;1635;3;No;No;Si;No;No;No;No;No;13.592303;-89.460572;560;0;Si;Si;Si;Si;Si;No;29;141;3.85528;14.32816
1;Hombre;1.79;973;6;No;Si;No;No;No;Si;No;No;13.679755;-89.539561;570.179565;0;Si;No;Si;No;Si;No;27;103;0.18744;0.81136
1;Hombre;4;4300;5;No;No;No;No;Si;Si;No;No;13.477734;-89.193186;28.170532;0;Si;Si;Si;Si;Si;No;23;5;0.2244;0.6072
1;Hombre;2.54;760;4;No;No;Si;No;No;Si;No;No;13.709726;-89.844791;180.112061;0;No;Si;Si;Si;No;No;23;35;0.26928;1.32
1;Mujer;0.25;100;5;No;No;Si;No;No;Si;No;No;13.742342;-88.158681;847.91813;0;Si;No;Si;Si;Si;Si;24;79;0.05544;0.264
1;Mujer;0.34;343;6;No;Si;No;No;No;No;No;No;13.787449;-89.707633;592.327515;0;Si;Si;Si;Si;Si;No;26;38;0.10472;0.94408
1;Hombre;0.45;500;6;No;No;No;No;Si;Si;No;No;13.791181;-88.144387;865;0;Si;Si;Si;No;Si;Si;22;88;0.96976;4.344
1;Hombre;2.8;1500;5.1;No;Si;No;No;No;No;No;No;13.612313;-88.924134;663;20;No;No;Si;No;Si;Si;30;17;0.22792;1.35
1;Hombre;3.84;3536;4.6;No;Si;No;No;No;No;No;No;13.794843;-89.810735;681.235107;0;Si;No;Si;Si;Si;No;25;17;0.3432;1.57336
1;Mujer;0.35;300;4;No;Si;No;No;No;No;No;No;13.771546;-89.711713;500;0;Si;No;Si;No;Si;No;23;52;0.05368;0.4884
1;Hombre;1.49;1400;4.1;No;Si;No;No;No;Si;No;No;13.6291;-88.3579;254.689;1.79;Si;Si;No;Si;Si;Si;29;111;0.5016;2.8
1;Hombre;0.35;350;4;No;No;No;No;Si;Si;No;No;13.451801;-88.361889;644.259295;0;Si;Si;Si;Si;Si;Si;25;125;0.7876;3.9
1;Hombre;0.77;777;4;No;Si;No;No;No;No;Si;No;13.480453;-88.5546;923.788818;0;Si;Si;Si;Si;No;Si;26;121;0.48928;2.58104
1;Hombre;1.75;1100;4;No;Si;No;No;No;No;No;No;13.80113;-89.862576;623.312674;0;Si;No;Si;Si;Si;No;24;83;0.32296;2.23312
1;Hombre;2;1500;3.9;No;Si;No;No;No;No;No;No;13.5075;-88.3404;716.583;6.67;Si;No;No;Si;Si;Si;25;137;2.3232;11.64
1;Hombre;0.7;350;5.9;No;Si;No;No;No;No;Si;No;13.464962;-88.530906;1081;8.57;Si;Si;Si;Si;Si;Si;24;132;0.0616;1.21
1;Hombre;0.6;650;4;No;Si;No;No;No;Si;No;No;13.942046;-89.799266;600;0;Si;Si;Si;Si;Si;No;24;130;0.28952;1.9228
1;Hombre;0.42;360;5;Si;No;No;No;No;Si;No;No;13.632516;-89.62683;232;0;Si;No;Si;Si;No;No;22;124;0.45144;1.92456
1;Hombre;2.52;1000;3.6;No;Si;No;No;No;Si;Si;No;13.24514;-88.31068;343;80;Si;Si;Si;Si;Si;Si;24;44;0.22088;4.28
1;Hombre;0.42;180;5;No;No;No;No;No;Si;No;No;13.55708;-89.610238;39;0;Si;Si;Si;Si;Si;No;29;8;0.16456;0.92488
1;Hombre;2.45;2700;4;No;Si;No;No;No;Si;No;No;13.79403;-89.835282;599.124078;0;No;Si;Si;Si;Si;No;26;92;0.19272;1.13168
1;Hombre;0.2;150;3;No;Si;No;No;No;No;No;No;13.4655;-88.2864;900;0;No;Si;Si;Si;Si;Si;20;105;0.05896;0.3
1;Hombre;3.69;1766;4;Si;Si;No;No;No;No;No;No;13.687537;-89.438718;905.092163;0;Si;Si;Si;Si;Si;Si;20;83;1.36752;6.50232
1;Hombre;0.86;708;5;No;Si;No;No;No;No;No;No;13.814224;-89.869947;749.749268;0;Si;No;Si;Si;Si;No;20;0;0.2772;0.83608
1;Mujer;0.45;500;5;No;No;Si;No;No;Si;No;No;13.723462;-89.756569;287.94104;0;Si;Si;Si;Si;Si;No;22;104;0.20944;1.29624
1;Hombre;0.7;725;6;No;No;No;No;No;Si;No;No;13.617427;-89.573842;398;0;Si;No;Si;Si;No;No;26;18;0.2332;0.92752
1;Hombre;0.76;302;6;No;Si;No;No;No;No;No;No;13.789167;-89.706919;626.213867;0;Si;No;No;Si;Si;No;24;37;0.17952;1.06928
1;Mujer;1.7;1700;3.7;No;No;No;No;No;Si;No;No;13.794167;-88.170833;805;29.41;Si;Si;Si;Si;Si;Si;25;102;3.37304;24.354
1;Mujer;0.4;400;5.8;Si;Si;No;Si;No;No;No;Si;13.284575;-88.561054;8;62.5;Si;Si;Si;Si;No;Si;29;12;0.89056;4.6276
1;Hombre;0.18;107;6;Si;No;No;No;No;Si;No;No;13.776891;-90.102924;16.417542;0;No;Si;Si;Si;No;No;21;14;0.16544;0.9372
1;Hombre;0.25;75;4.9;No;Si;No;No;No;No;No;No;13.471;-88.3676;712.694;5.33;Si;Si;Si;Si;Si;Si;29;107;0.03872;0.2
1;Hombre;0.7;400;6;No;No;No;No;Si;Si;No;No;13.6558;-88.8222;538.761;0;Si;Si;Si;Si;Si;No;22;10;0.06776;1.45
1;Hombre;0.7;500;4;No;Si;No;No;No;No;No;No;13.483873;-88.385592;634.844238;0;Si;Si;Si;Si;Si;Si;20;50;0.66;3.39
1;Hombre;1;400;3;No;Si;No;No;No;No;No;No;13.76542;-89.72121;473;0;Si;Si;Si;Si;Si;No;21;72;0.07744;0.51392
1;Hombre;0.7;500;4;No;No;Si;No;No;Si;No;No;13.749275;-88.159766;856.536416;0;Si;Si;Si;Si;Si;Si;29;40;1.03664;4.488
1;Hombre;3.2;3500;6;No;No;No;No;Si;Si;No;No;13.666088;-89.440584;1043.9934;0;Si;No;No;Si;Si;Si;20;122;4.02424;20.55592
1;Mujer;1.05;600;5;No;No;No;Si;No;Si;No;Si;13.239502;-88.35942;1.63623;83.33;Si;Si;Si;Si;Si;Si;22;59;0.22704;4.28
1;Hombre;2.25;2500;4.8;No;No;No;No;No;Si;No;No;13.795363;-88.173534;828;8;Si;Si;Si;Si;Si;Si;29;87;2.99552;23.41504
1;Hombre;0.5;500;4;No;No;No;No;No;Si;No;No;13.901058;-88.162423;689;0;No;No;No;No;No;Si;26;25;0;0.25
1;Mujer;0.45;300;4;No;Si;No;No;No;No;No;No;13.443247;-88.398034;533.134783;0;Si;Si;Si;No;Si;Si;22;35;0.25872;1.35
1;Hombre;0.7;450;5;Si;Si;No;No;No;No;No;No;13.435445;-88.964318;23.361389;0;Si;Si;Si;Si;Si;Si;28;32;0.52712;6.88
1;Hombre;1.75;1550;4;No;Si;No;No;No;No;No;No;13.94737;-89.624508;839.607788;100;Si;No;Si;Si;Si;Si;29;5;4.32784;12.3728
1;Hombre;0.18;150;5;No;Si;No;No;No;No;No;No;13.446993;-88.32826;677.63562;0;No;No;Si;Si;Si;Si;22;23;0.09152;0.46
1;Mujer;1.9;1500;4.6;Si;No;No;No;No;Si;No;No;13.83041;-89.46418;581.3;0;Si;No;No;Si;Si;Si;20;119;0.64592;3.1592
1;Hombre;0.7;700;4.7;No;Si;No;No;No;No;No;No;13.712799;-89.471776;865.697998;0;Si;No;No;Si;Si;No;22;67;0.63712;3.2472
1;Hombre;0.27;300;4;No;No;No;No;No;Si;No;No;13.89232;-88.175714;651.541592;0;Si;Si;Si;No;Si;Si;27;118;0.85536;2.232
1;Mujer;1.29;400;5;No;Si;No;No;No;No;No;No;13.599525;-88.967749;423.64624;25;Si;Si;Si;Si;Si;Si;22;97;0.24816;1.9
1;Hombre;0.18;200;5;No;No;Si;No;No;Si;No;No;13.641601;-89.874857;6;0;No;Si;Si;Si;Si;No;22;91;0.14432;0.89408
1;Hombre;0.8;800;4;No;Si;No;No;No;No;Si;No;13.47796;-88.556638;852.151733;0;Si;Si;Si;Si;No;Si;27;103;0.61864;3.14072
1;Hombre;0.5;350;6;No;Si;No;No;No;No;No;No;13.471632;-88.376847;571.299561;0;Si;Si;No;Si;Si;Si;29;43;0.8668;4.65
1;Hombre;1.35;680;6;No;Si;No;No;No;Si;Si;No;13.6672;-88.7884;606.962;0;Si;Si;Si;Si;Si;Si;24;69;0.08096;2.55
1;Mujer;1.17;507;4.6;No;Si;No;No;No;Si;No;No;13.826659;-89.853186;966.631104;0;Si;Si;Si;Si;Si;No;23;14;0.54736;2.42192
1;Hombre;1.8;1800;5.9;No;No;No;No;No;Si;No;No;13.522794;-89.587034;47.233887;0;Si;Si;Si;Si;Si;No;24;103;0.7876;3.2824
1;Mujer;1.2;1200;3.8;No;No;No;No;No;Si;No;No;13.332113;-88.6889266;31.202;16.67;Si;No;Si;Si;No;Si;24;33;1.09824;6.13
1;Hombre;0.7;600;5.7;No;Si;No;No;No;No;No;No;13.490555;-88.399722;716;16.67;Si;Si;No;Si;Si;Si;26;36;0.96536;5.05
1;Hombre;0.7;320;5.9;No;Si;No;No;No;Si;No;No;13.508277;-88.545707;909;7.81;No;Si;Si;No;Si;No;29;13;0.0748;1.3
1;Hombre;1.4;800;5.3;No;Si;No;No;No;Si;No;No;13.470763;-88.569717;628;12.5;Si;Si;Si;No;Si;No;27;52;0.1408;2.67
1;Hombre;0.38;250;5;No;Si;No;No;No;Si;Si;No;13.71673;-89.563259;515.278564;0;Si;No;Si;Si;Si;No;24;61;0.26048;1.04192
1;Mujer;0.7;700;4.9;No;Si;No;No;No;No;No;No;13.485426;-88.388935;641.583008;7.14;Si;Si;Si;No;Si;Si;21;139;0.5412;2.8
1;Mujer;0.35;350;5.9;Si;Si;No;Si;No;No;No;Si;13.283996;-88.558401;11.044495;57.14;Si;Si;Si;No;No;Si;21;85;0.90816;5.69544
1;Hombre;0.63;450;5;No;Si;No;No;No;No;No;No;13.774356;-89.715972;540;0;Si;No;Si;Si;Si;No;20;66;0.2596;0.9064
1;Hombre;5.63;3011;5.6;Si;Si;No;No;No;No;No;No;13.701298;-89.405602;539.900879;0;Si;No;No;Si;Si;Si;30;149;6.29992;32.0408
1;Hombre;0.35;300;5;No;Si;No;No;No;Si;No;No;13.496245;-88.38013;612.520996;0;Si;Si;No;Si;Si;Si;25;48;0.29216;1.6
1;Hombre;2.49;2376;4;No;Si;No;No;No;No;No;No;13.79391;-89.781206;717.765991;0;Si;Si;Si;Si;Si;No;21;87;0.24024;1.36136
1;Hombre;1.68;1500;6;Si;Si;No;No;No;No;No;No;13.73655;-89.458086;642;0;Si;Si;Si;Si;Si;No;28;104;0.75416;2.92072
1;Mujer;0.39;338;6;No;Si;No;No;No;No;No;No;13.805287;-89.732818;669.528564;0;Si;No;Si;Si;Si;No;25;15;0.4576;1.7056
1;Hombre;0.7;60;5;No;Si;No;No;No;No;No;No;13.599968;-88.95084;525;0;Si;Si;Si;Si;Si;Si;28;69;0.22088;2.5
1;Hombre;0.1;100;5;No;Si;No;No;No;No;Si;No;13.473706;-88.387274;622.518066;0;Si;Si;No;No;Si;Si;22;110;0.32296;1.7
1;Hombre;0.7;380;7;No;Si;No;No;No;Si;No;No;13.510839;-88.560513;671.464844;0;Si;Si;Si;Si;Si;Si;23;133;0.07128;1.44
1;Hombre;5.6;6200;4.4;No;No;No;No;No;Si;No;No;13.657738;-89.618242;164.650024;0;Si;Si;Si;Si;No;Si;21;72;4.1096;17.09
1;Hombre;1.12;1208;6;No;Si;No;No;No;No;No;No;13.744471;-89.472291;599;0;Si;No;Si;Si;Si;No;26;95;0.2596;0.97592
1;Hombre;0.42;400;5.9;No;Si;No;No;No;No;No;No;13.49731;-88.391077;555.515625;7.5;Si;Si;Si;Si;Si;Si;20;8;0.75592;4
1;Mujer;0.48;441;6;Si;No;No;No;No;Si;Si;No;13.629975;-89.724372;92.28009;0;Si;Si;Si;Si;Si;No;27;26;0.85536;4.60328
1;Hombre;1.5;1200;5;No;Si;No;No;No;Si;No;No;13.506214;-88.411405;655.161377;0;Si;Si;No;No;Si;Si;27;116;0.9284;5.05
1;Hombre;0.4;300;5;No;Si;No;No;No;No;No;No;13.4847;-88.4011;774.045;0;Si;Si;No;Si;Si;Si;29;100;0.3564;1.87
1;Mujer;1.4;1000;6;No;No;No;No;Si;Si;No;No;13.424699;-88.570776;338.732788;50;Si;Si;Si;Si;Si;Si;25;51;0.23144;3.62
1;Hombre;0.5;450;6;No;Si;No;No;No;No;No;No;13.508205;-88.453872;1136.06701;0;Si;No;No;Si;Si;Si;22;132;0.57112;3.03248
1;Hombre;0.8;640;5;No;No;Si;No;No;Si;No;No;13.711495;-89.837529;205.443542;0;No;Si;Si;No;Si;No;30;1;0.15752;1.00056
1;Hombre;3.08;1499;5;No;No;No;No;No;Si;No;No;13.595183;-89.581447;420;67.58;Si;No;Si;No;No;No;29;8;0.49104;1.89112
1;Hombre;2.1;2200;3.8;No;Si;No;No;No;Si;No;No;13.785981;-89.845682;546.744263;0;Si;No;Si;Si;Si;No;24;93;0.22704;2.25704
1;Hombre;0.78;548;6;Si;Si;No;No;No;No;No;No;13.761662;-89.660511;514;0;Si;Si;Si;Si;No;Si;22;0;1.78464;5.58712
1;Mujer;0.5;500;3;No;Si;No;No;No;No;No;No;13.778782;-89.736092;555.951138;0;Si;No;Si;Si;Si;No;28;93;0.27192;0.724
1;Hombre;0.63;486;5;No;Si;No;No;No;No;No;No;13.773062;-89.716194;523;0;Si;Si;Si;Si;Si;No;20;52;0.20416;1.0268
1;Hombre;0.4;300;4;No;No;Si;No;No;Si;No;No;13.722289;-88.228967;973.486329;0;Si;Si;Si;Si;Si;Si;20;62;0.21912;0.88
1;Hombre;0.63;486;4;No;No;Si;No;No;No;No;No;13.702043;-89.83646;194.288208;0;No;Si;Si;Si;No;No;27;86;0.28336;1.76264
1;Hombre;5.39;4797;3.6;Si;Si;No;No;No;No;No;No;13.699027;-89.422862;654.893433;42.53;Si;No;No;Si;Si;Si;26;128;3.90368;19.1708
1;Mujer;0.7;250;5;No;No;No;No;Si;Si;No;No;13.730085;-88.207085;937.701538;0;Si;No;Si;Si;Si;Si;29;142;0.22264;0.924
1;Hombre;0.95;900;5;No;Si;No;No;No;No;No;No;13.749856;-89.726739;426.598938;0;Si;Si;Si;Si;Si;No;29;127;0.73216;5.368
1;Hombre;2.15;2200;5;No;No;No;No;Si;Si;No;No;13.767321;-88.272077;840.841797;100;Si;Si;Si;Si;Si;Si;30;118;4.73616;23.7
1;Hombre;0.27;300;5;No;No;No;No;No;Si;No;No;13.711224;-88.271932;738.864502;0;Si;Si;Si;No;Si;Si;29;22;0.22792;1.15
1;Mujer;1.4;800;6.1;No;Si;No;No;No;No;Si;No;13.517778;-88.502809;919;31.25;No;No;No;No;Si;Si;25;123;0.10736;3.58
1;Hombre;1.4;600;5.3;No;Si;No;No;No;Si;Si;No;13.421513;-88.550546;436.897461;33.33;Si;Si;Si;No;Si;Si;29;126;0.14784;2.31
1;Hombre;0.8;800;5;No;Si;No;No;No;No;Si;No;13.497566;-88.410876;688.492188;0;Si;Si;No;Si;Si;Si;23;122;0.5852;3.2
1;Hombre;0.7;600;4;No;Si;No;No;No;Si;No;No;13.995529;-89.667811;687.44833;0;Si;No;Si;Si;Si;Si;25;88;0.8404;2.36896
1;Hombre;1.15;400;4;No;Si;No;No;No;No;No;No;13.777833;-89.712868;577;0;Si;No;Si;Si;Si;No;26;97;0.20064;0.64144
1;Hombre;1;1200;6;No;No;No;No;No;Si;No;No;13.625507;-88.292845;198.408325;100;No;Si;Si;Si;Si;Si;28;112;2.15688;9.9
1;Hombre;1.45;1300;3.8;No;Si;No;No;No;Si;No;No;13.596652;-88.746353;303.178345;92.31;Si;Si;Si;No;Si;Si;22;115;0.48928;3.46
1;Hombre;0.3;300;5.9;Si;Si;No;Si;No;No;No;Si;13.279524;-88.563893;3.459595;8.33;Si;Si;Si;Si;No;No;30;60;0.198;1.13656
1;Hombre;0.27;300;6;No;No;No;No;No;Si;No;No;13.803529;-88.173576;774.998779;0;Si;Si;Si;Si;Si;Si;28;108;0.22528;1.394
1;Hombre;1.8;1800;5;Si;Si;No;No;No;No;No;No;13.753827;-89.419835;479;0;Si;No;Si;No;Si;No;27;6;0.24024;0.94424
1;Hombre;1.05;900;6;No;Si;No;No;No;No;No;No;13.643788;-88.780389;342.124756;0;Si;Si;Si;Si;Si;Si;25;113;0.4752;3.24
1;Hombre;0.8;510;6;No;Si;No;No;No;No;No;No;13.713021;-89.474426;901.25061;0;Si;No;Si;Si;Si;No;25;81;0.28688;1.29888
1;Hombre;0.7;700;3;Si;No;No;No;No;Si;Si;No;13.711581;-89.653179;375;0;Si;Si;Si;No;No;No;22;66;0.1408;0.61
1;Hombre;0.71;361;5.7;Si;No;Si;No;No;Si;No;No;13.57982;-89.691807;26.972534;100;Si;Si;Si;Si;Si;No;20;134;0.77176;3.95032
1;Hombre;2.8;2000;4.8;No;No;No;No;No;Si;No;No;13.368174;-88.658462;31.641296;40;Si;Si;Si;Si;Si;No;24;106;0.14872;2.35
1;Hombre;2;1700;6;No;No;Si;No;No;No;No;No;13.683364;-89.823425;156.485901;100;Si;Si;Si;No;No;No;23;67;1.93512;10.55208
1;Hombre;4.5;4525;3;No;Si;No;No;No;No;Si;No;13.479567;-88.560373;814.12146;0;Si;Si;Si;Si;No;Si;24;4;0.45584;2.44728
1;Mujer;0.04;50;4;No;No;No;No;Si;Si;No;No;13.842203;-88.244724;839.594238;0;Si;No;Si;Si;Si;Si;29;112;0.01232;0.11
1;Hombre;5.59;5000;5.9;No;Si;No;No;No;No;No;No;13.573748;-88.945081;462;10;Si;Si;Si;No;Si;Si;24;22;0.21472;2.53
1;Hombre;1.06;1100;4;No;No;No;No;No;Si;No;No;13.925021;-89.424101;727;0;Si;No;No;Si;Si;Si;24;68;0.88;4.14128
1;Hombre;0.98;980;4;No;Si;No;No;No;No;No;No;13.9487681;-89.7328396;854;0;Si;Si;Si;Si;Si;No;26;138;0.3036;2.21848
1;Mujer;0.7;650;6;No;No;No;No;No;Si;No;No;13.731393;-89.796842;200.594177;0;Si;Si;Si;Si;Si;No;21;147;0.79904;5.55632
1;Hombre;0.8;164;5.4;No;Si;No;No;No;No;No;No;13.602149;-88.963;463.21936;30.49;Si;Si;Si;Si;Si;Si;24;143;0.21032;3.42
1;Hombre;0.78;640;5;No;Si;No;No;No;Si;No;No;13.779588;-89.765337;651;0;Si;Si;Si;Si;Si;No;22;49;0.22088;1.2452
1;Hombre;0.35;350;5;No;Si;No;No;No;No;No;No;13.46716;-88.366487;709.550537;0;Si;No;Si;Si;Si;Si;28;63;0.462;2.32
1;Hombre;0.25;250;4;No;No;No;No;Si;Si;No;No;13.792007;-88.229913;1064.9049;0;Si;Si;Si;Si;Si;Si;20;81;0.418;1.386
1;Hombre;1.5;1500;5;Si;Si;No;No;No;Si;No;No;13.701757;-89.709344;212.716431;100;Si;Si;Si;Si;Si;No;29;101;0.89496;5.81152
1;Hombre;0.4;400;5.9;No;No;No;No;No;Si;No;No;13.801389;-88.171111;751;5;Si;Si;Si;No;Si;Si;25;40;0.34232;1.392
1;Hombre;1.4;800;6;No;Si;No;No;No;No;Si;No;13.434602;-88.565987;369.818237;0;Si;No;Si;No;Si;Si;29;2;0.19184;2.77
1;Hombre;3.14;1570;6;Si;Si;No;No;No;No;No;No;13.697476;-89.392366;972.848145;0;Si;Si;Si;Si;Si;No;24;25;1.628;2.5256
1;Hombre;0.67;640;5;Si;No;No;No;No;Si;No;No;13.791675;-90.039522;29.974182;0;No;Si;Si;Si;Si;No;26;42;0.18216;1.11936
1;Hombre;3.5;3000;3.7;Si;No;No;No;No;Si;No;No;13.876059;-90.061395;103;0;No;Si;Si;Si;No;No;30;62;0.1584;1.08944
1;Hombre;1;800;5;No;No;No;No;Si;Si;No;No;13.280346;-88.45407;2.075043;0;Si;Si;Si;Si;No;Si;28;74;0.91608;4.67
1;Hombre;0.7;250;6;No;Si;No;No;No;No;Si;No;13.4382;-88.5561;495;0;Si;Si;Si;No;Si;No;23;114;0.08184;0.9
1;Hombre;0.7;400;6.2;No;Si;No;No;No;Si;No;No;13.510061;-88.560028;693;20;Si;Si;Si;Si;Si;Si;25;86;0.06248;1.63
1;Hombre;4.2;2700;6;No;Si;No;No;No;Si;No;No;13.759257;-89.838287;441.87439;0;No;Si;Si;Si;Si;No;21;125;0.2024;0.79288
1;Hombre;1.4;1350;6;No;No;No;No;No;Si;No;No;13.710871;-89.783659;188.793945;0;Si;Si;Si;Si;Si;No;28;103;0.90992;5.17088
1;Hombre;1.4;1200;7;No;Si;No;No;No;No;No;No;13.605445;-88.903298;851;0;Si;Si;Si;Si;Si;Si;25;125;0.22528;8.46
1;Hombre;0.44;221;6;No;Si;No;No;No;No;No;No;13.812695;-89.868521;735.738281;0;Si;No;Si;Si;Si;No;22;90;0.14256;1.18856
1;Hombre;3;3000;6;No;Si;No;No;No;No;No;No;13.324597;-88.571353;32.748474;0;Si;Si;Si;Si;No;Si;27;52;3.95296;23.584
1;Hombre;1.5;1200;9;No;Si;No;No;No;No;Si;No;13.625244;-88.840834;959.49939;0;Si;Si;No;No;No;Si;30;79;0.8932;5.84
1;Hombre;1.4;1450;6;No;Si;No;No;No;No;Si;No;13.755254;-89.68606;465;0;Si;Si;Si;No;No;Si;20;89;0.80168;2.5564
1;Hombre;0.7;400;4.8;No;Si;No;No;No;No;No;No;13.524599;-88.951509;145;20;Si;Si;Si;Si;Si;Si;27;74;0.04488;0.5
1;Hombre;0.4;300;6;No;Si;No;No;No;No;Si;No;13.489391;-88.40175;770;0;No;Si;No;No;Si;Si;30;80;0.35992;1.85
1;Hombre;0.25;200;5;No;No;No;No;Si;Si;No;No;13.4454;-88.1242;960;0;Si;Si;Si;Si;Si;Si;25;114;0.08448;0.594
1;Hombre;0.4;400;5.5;Si;No;No;Si;No;No;No;Si;13.301803;-88.756501;-2.694672;50;Si;Si;Si;Si;No;Si;20;12;0.38544;2.09
1;Hombre;1.32;1100;3.9;No;Si;No;No;No;No;Si;No;13.51358;-89.3555;1038;13.64;Si;No;Si;Si;Si;Si;27;112;0.1892;0.54208
1;Hombre;2;1600;6;No;No;No;No;No;Si;No;No;14.192946;-89.346645;601.593678;100;Si;Si;Si;Si;Si;No;24;63;5.83968;16.68832
1;Hombre;0.7;300;4;No;No;No;No;Si;Si;No;No;13.759283;-88.204726;960;0;Si;Si;Si;Si;Si;Si;22;19;0.18128;1.078
1;Hombre;0.98;1050;4;No;Si;No;No;No;No;No;No;13.9167583;-89.7582542;876;0;Si;Si;Si;Si;Si;No;24;147;0.21384;1.34112
1;Hombre;5.19;4332;3;Si;Si;No;No;No;No;No;No;13.696936;-89.437625;665.56799;0;Si;No;Si;Si;Si;No;21;120;0.1672;0.85448
1;Hombre;0.7;700;4;Si;Si;No;No;No;No;No;No;13.738766;-89.677703;405;0;Si;Si;Si;No;No;No;23;20;1.166;5.40848
1;Hombre;0.63;450;5;No;Si;No;No;No;No;No;No;13.771849;-89.71612;484.988342;0;Si;No;Si;Si;Si;No;22;57;0.02024;0.08976
1;Mujer;0.35;300;6;No;Si;No;No;No;No;No;No;13.7369;-89.7255;355;0;Si;Si;Si;Si;Si;No;27;113;0.27368;1.51008
1;Hombre;0.7;650;4;No;Si;No;No;No;No;Si;No;13.4795;-88.556136;883.930298;0;Si;Si;No;Si;Si;Si;26;8;0.32472;1.8172
1;Hombre;1.4;830;6.9;No;Si;No;No;No;No;Si;No;13.483245;-88.562457;800;2.41;Si;No;Si;No;Si;Si;25;82;0.11792;4.53
1;Hombre;2.1;2000;4.3;Si;No;No;No;No;Si;No;No;13.4000373;-88.7473836;23;75;Si;Si;Si;Si;Si;No;22;139;0.44;3.5
1;Hombre;0.5;500;5.8;No;No;No;No;No;Si;No;No;13.441243;-88.69044;13.865112;10;Si;Si;Si;No;Si;Si;26;131;0.55264;2.9
1;Hombre;1;900;5.3;No;Si;No;No;No;No;Si;No;13.615523;-88.816828;854.332886;22.22;Si;Si;Si;Si;Si;Si;27;129;0.43208;2.86
1;Hombre;0.7;777;4;No;Si;No;No;No;Si;Si;No;13.711939;-89.559615;531.781811;0;Si;No;Si;Si;No;No;28;63;0.4136;1.75824
1;Hombre;0.8;700;4;No;Si;No;No;No;No;No;No;13.484501;-88.355326;906.84132;0;Si;Si;Si;Si;Si;Si;25;67;0.36168;1.82
1;Hombre;0.09;100;4;No;No;No;No;No;Si;No;No;13.790658;-88.166884;789;0;Si;Si;Si;No;Si;Si;29;90;0.14168;0.2
1;Hombre;0.58;528;6;No;Si;No;No;No;No;No;No;13.791484;-89.704276;601.705078;0;Si;No;Si;No;Si;No;24;45;0.44;3.7828
1;Hombre;0.27;150;6;No;Si;No;No;No;Si;Si;No;13.712177;-89.561182;509.039795;0;Si;No;Si;Si;No;No;20;140;0.2244;0.79992
1;Hombre;3.26;3400;4.1;No;No;Si;No;No;Si;No;No;13.645024;-89.89072;-12.452362;90;No;Si;Si;Si;No;No;23;101;3.51736;19.38552
1;Hombre;3.58;1275;3;No;No;No;No;Si;Si;No;No;13.699389;-89.470698;811;0;Si;No;No;Si;Si;No;28;49;0.12584;0.60104
