Year;Sexo productor;Area (Ha);Arboles_totales;Edad promedio plantas;Aluviales;Andisoles;Grumosoles;Halomorficos;Latosoles_arcillosos_acidos;Latosoles_arcillo_rojizos;Litosoles;Regosoles;Latitud;Longitud;Altura;Porcentaje_Injertacion;Aplica poda;Maneja sombra;Fertilizacion organica;Fertilizacion quimica;Presencia plagas y enfermedades;recibe AT;Temperatura ;lluvia;Perdidas (qq);Produccion efectiva (qq)
2;Hombre;1;800;4;No;No;No;No;Si;Si;No;No;13.75545333;-88.19406833;920;0;Si;Si;Si;Si;Si;Si;27;43;0.33792;2.376
2;Mujer;0.09;100;4;No;No;No;No;Si;Si;No;No;13.809893;-88.254601;928;0;Si;Si;Si;Si;Si;Si;25;90;0.07568;0.66
2;Hombre;5;3000;4;No;Si;No;No;No;No;Si;No;13.6228;-89.2958;754;0;Si;Si;Si;Si;No;No;26;13;1.5356;8.103952
2;Hombre;0.5;400;5;Si;Si;No;Si;No;No;No;Si;13.298781;-88.563582;25;0;Si;Si;Si;No;Si;Si;23;21;0.43912;2.56
2;Hombre;0.35;200;8;No;Si;No;No;No;No;Si;No;13.379;-88.512;212;0;Si;Si;Si;Si;Si;Si;26;63;0.51128;2.97
2;Hombre;4.2;3800;4.9;No;Si;No;No;No;No;No;No;13.7744177;-89.17045;444;5.3;Si;Si;Si;Si;Si;No;22;45;1.98704;11.73
2;Mujer;1;900;5;No;No;No;No;Si;Si;No;No;13.7880068;-89.080402;654;0;Si;Si;Si;Si;No;No;21;3;1.2232;4.267816
2;Hombre;1.2;1200;6;Si;No;Si;No;No;No;No;No;13.921778;-89.832917;8;0;Si;Si;Si;Si;No;No;26;97;3.7884;15.20311
2;Hombre;4.2;4000;5;No;Si;No;No;No;No;No;No;13.725098;-89.031638;698;0;Si;Si;Si;Si;Si;Si;28;73;2.88464;17.05
2;Hombre;0.7;500;7;No;Si;No;No;No;Si;No;No;13.8087419;-89.146634;486;0;Si;Si;Si;Si;No;No;20;101;1.0076;3.269496
2;Hombre;0.35;250;4;No;No;Si;No;No;Si;No;No;13.9889806;-89.806507;542;0;Si;Si;Si;Si;Si;No;27;96;0.46904;1.576051
2;Hombre;0.35;300;4;No;No;No;No;Si;Si;No;No;13.7826904;-89.075755;628;0;Si;Si;Si;Si;Si;No;23;29;0.38544;1.661092
2;Hombre;2.8;1800;6;No;No;No;No;No;Si;No;No;13.8880355;-88.957344;399;0;Si;Si;Si;Si;No;No;30;83;0.8316;2.92563
2;Hombre;0.35;300;4;No;Si;No;No;No;No;Si;No;13.7020587;-88.95346;670;0;Si;No;No;No;Si;Si;29;118;0.32472;2.03
2;Hombre;0.5;125;4;No;Si;No;No;No;No;No;No;13.4879242;-88.352487;849;0;No;Si;Si;Si;Si;Si;26;140;0.14696;1.298
2;Hombre;0.7;525;6;No;Si;No;No;No;No;Si;No;13.7682947;-89.683064;545;0;Si;Si;Si;Si;No;No;29;97;4.60328;11.489917
2;Hombre;1;950;8;Si;No;No;No;No;Si;Si;No;13.694444;-89.658056;298;0;Si;Si;Si;Si;Si;No;20;4;3.70744;15.058739
2;Hombre;2.5;200;6;No;Si;No;No;No;No;No;No;13.465375;-88.38033;490;0;Si;Si;Si;No;Si;Si;22;140;0.21384;1.44
2;Hombre;0.7;600;11;No;No;No;No;Si;Si;No;No;13.7615;-89.4332;469;0;Si;No;No;Si;Si;No;29;141;1.13608;5.061849
2;Hombre;0.5;250;8;No;Si;No;No;No;No;No;No;13.4967631;-88.303741;714;0;Si;Si;No;Si;Si;Si;29;84;1.15104;6.318992
2;Hombre;4;2520;4;No;Si;No;No;No;No;No;No;13.58846444;-88.94097729;554;0;Si;Si;Si;Si;Si;No;27;68;0.49808;8.68
2;Hombre;0.7;350;7;No;No;No;No;No;No;Si;No;13.768016;-89.623535;700;0;Si;Si;Si;Si;No;No;29;141;3.37568;8.44227
2;Mujer;0.8;200;4;No;Si;No;No;No;No;No;No;13.3271388;-88.55634;54;0;Si;Si;Si;Si;No;Si;29;84;0.25432;1.62
2;Mujer;0.3;250;3.8;No;No;No;No;Si;Si;No;No;13.6808831;-88.925614;595;0;Si;Si;Si;No;Si;No;25;112;0.22176;1.47
2;Hombre;1;150;5;No;Si;No;No;No;No;No;No;13.6673144;-88.959564;480;0;Si;Si;Si;Si;Si;Si;25;94;0.17512;1.97
2;Mujer;0.7;600;5;No;No;No;No;Si;Si;No;No;13.7800295;-89.117737;613;0;Si;Si;Si;Si;Si;No;28;79;0.98736;2.493025
2;Hombre;2;1800;6;Si;Si;No;No;No;Si;No;No;13.7034896;-89.714855;215;0;Si;Si;Si;Si;Si;No;22;133;6.97664;29.724032
2;Hombre;0.5;125;4;No;No;No;No;No;Si;No;No;13.54536333;-88.434485;502;0;Si;No;No;Si;Si;Si;22;69;0.28776;1.57563
2;Mujer;0.15;60;5;No;Si;No;No;No;No;No;No;13.4659725;-88.286462;913;0;No;No;Si;Si;Si;Si;27;76;0.00264;0.066
2;Hombre;1;900;11;No;No;No;No;No;Si;No;No;13.925955;-88.643236;584;0;Si;Si;Si;Si;No;No;30;67;1.25576;7.46
2;Hombre;0.18;200;5;No;No;No;No;Si;Si;No;No;13.788315;-88.239635;1095;0;Si;Si;Si;Si;Si;Si;23;144;0.34232;1.43
2;Hombre;1.5;470;4;Si;No;No;No;No;Si;No;No;13.836;-88.602277;585;0;Si;Si;Si;Si;Si;Si;30;129;0.77352;4.028403
2;Hombre;0.3;150;3.4;No;No;No;No;Si;Si;No;No;13.754174;-88.2049;972;10;Si;Si;Si;Si;Si;Si;25;84;0.286;1.892
2;Mujer;0.02;25;5;No;No;No;No;No;Si;No;No;13.7763163;-88.095874;533;0;Si;Si;Si;No;Si;Si;29;79;0.0088;0.15
2;Hombre;4.9;2500;6;No;Si;No;No;No;No;Si;No;14.15520573;-89.6863274;1001;0;Si;Si;Si;Si;Si;No;22;102;4.47832;24.806389
2;Hombre;2.8;2000;4.6;No;Si;No;No;No;Si;No;No;13.928297;-89.812753;760;20;Si;Si;Si;Si;Si;No;27;30;3.20672;14.075378
2;Hombre;2.5;450;6;No;Si;No;No;No;Si;Si;No;13.42902249;-88.5109981;459;0;Si;Si;Si;No;Si;Si;24;50;0.13992;3.62
2;Hombre;1.2;1200;5.5;No;Si;No;No;No;No;Si;No;13.687212;-88.962839;618;0;Si;Si;Si;Si;Si;Si;20;89;1.14664;6.81
2;Hombre;0.3;250;5;No;Si;No;No;No;No;No;No;13.285;-88.2326;163;0;Si;Si;Si;Si;Si;Si;22;2;0.46288;2.6
2;Hombre;4.8;900;7;No;Si;No;No;No;No;No;No;13.5809892;-88.935497;547;0;Si;Si;Si;Si;Si;Si;20;149;0.21648;3.4
2;Mujer;0.3;250;5;No;Si;No;No;No;No;Si;No;13.7832958;-88.949438;637;0;Si;Si;Si;Si;Si;Si;22;59;0.3916;2.36
2;Hombre;2.1;1300;5;No;Si;No;No;No;No;No;No;13.616475;-89.14967;809;0;Si;Si;Si;Si;Si;Si;26;16;0.26576;7.58
2;Hombre;1;510;6;Si;Si;No;No;No;No;No;No;13.715614;-89.45728;731;0;Si;No;No;Si;Si;No;26;90;0.90904;4.51
2;Hombre;0.4;300;5;No;Si;No;No;No;No;No;No;13.2842;-88.2431;225;0;Si;Si;Si;No;Si;No;26;28;0.2904;1.65
2;Hombre;0.2;150;4;No;Si;No;No;No;No;Si;No;13.5007183;-88.39713;629;0;Si;Si;No;Si;Si;Si;23;91;0.26048;1.414286
2;Hombre;0.2;100;6;No;No;No;No;Si;Si;No;No;13.7469756;-88.168159;808;0;Si;Si;Si;Si;Si;Si;23;109;0.26224;1.364
2;Hombre;0.12;125;7;No;Si;No;No;No;No;No;No;13.697574;-89.462228;645;0;Si;No;No;Si;Si;No;26;86;0.33792;1.38563
2;Mujer;1.5;400;5;No;No;No;No;No;Si;No;No;13.8880791;-88.959215;379;0;Si;Si;Si;Si;Si;No;25;87;0.33352;1.529832
2;Hombre;1.5;80;6;No;Si;No;No;No;No;No;No;13.6048378;-88.92514;666;0;Si;Si;Si;Si;Si;Si;22;121;0.13816;1.29
2;Hombre;0.35;200;6;No;Si;No;No;No;Si;No;No;13.8726285;-89.172373;443;100;Si;Si;Si;No;Si;No;22;94;0.30888;1.383781
2;Hombre;3.5;1433;8;No;Si;No;No;No;No;No;No;13.8999875;-89.856238;887;0;Si;Si;Si;Si;Si;No;23;31;10.48344;47.048572
2;Hombre;4.19;5150;5.8;Si;No;No;Si;No;No;No;Si;13.3342009;-88.7724;9;38.8;Si;Si;Si;Si;Si;Si;20;23;2.45256;21.6
2;Mujer;0.7;300;3;No;Si;No;No;No;No;No;No;13.7978;-89.1142;584;0;Si;Si;Si;Si;Si;No;25;3;0.74976;2.348824
2;Hombre;1.85;2025;4;No;No;No;No;Si;Si;No;No;13.9016608;-89.542454;997;100;Si;Si;Si;Si;Si;No;25;129;5.18056;25.295382
2;Mujer;0.5;100;12;No;Si;No;No;No;Si;Si;No;13.4272337;-88.506738;444;0;Si;Si;No;Si;Si;No;25;91;0.0748;2.18
2;Hombre;1.5;1600;9;Si;No;No;No;No;No;No;No;13.730753;-89.667272;380;0;Si;Si;Si;Si;Si;No;27;42;7.85928;31.19815
2;Hombre;5.24;5437;5.8;Si;No;No;Si;No;No;No;Si;13.3528614;-88.735018;16;18.4;Si;Si;Si;Si;Si;No;28;3;4.56104;34.6
2;Hombre;0.35;250;6;No;No;No;No;Si;Si;No;No;13.8970446;-88.964616;346;0;Si;Si;Si;Si;Si;No;25;95;0.87032;2.282269
2;Mujer;0.35;150;11;No;Si;No;No;No;No;No;No;13.618069;-89.232421;790;0;Si;Si;Si;Si;No;No;30;64;0.9504;3.657731
2;Mujer;1.4;1500;6;No;Si;No;No;No;No;Si;No;13.6231117;-88.860226;847;0;Si;Si;Si;Si;No;Si;28;40;1.25048;7.54
2;Hombre;0.26;250;6;No;No;No;No;No;Si;No;No;13.796305;-88.1678;734;0;Si;Si;Si;Si;Si;No;22;59;0.8008;6.646219
2;Hombre;0.35;200;5;No;Si;No;No;No;No;No;No;13.527995;-88.448691;569;0;Si;Si;No;Si;Si;Si;22;48;0.35816;2.063194
2;Hombre;0.5;125;4;No;Si;No;No;No;No;Si;No;13.4754002;-88.391273;647;0;Si;Si;Si;Si;Si;Si;30;118;0.22792;1.4
2;Hombre;0.7;400;9;No;No;No;No;Si;Si;No;No;13.747739;-88.19778;847;0;No;Si;Si;Si;Si;Si;30;147;0.43032;2.794
2;Hombre;2;600;5;No;Si;No;No;No;No;No;No;13.468018;-88.879255;71;0;Si;Si;Si;Si;Si;No;23;36;1.43352;11.4
2;Hombre;0.15;50;4;No;Si;No;No;No;Si;No;No;13.5321235;-88.429579;537;0;Si;Si;No;Si;No;Si;28;63;0.19096;1.094118
2;Mujer;0.35;200;5;No;Si;No;No;No;No;No;No;13.527761;-88.448281;573;0;Si;Si;No;Si;No;Si;20;134;0.26928;1.461429
2;Hombre;0.4;400;8;Si;No;No;Si;No;No;No;Si;13.280707;-88.749472;10;0;Si;Si;Si;Si;No;Si;23;87;0.41712;2.61
2;Hombre;2.5;1500;5;No;Si;No;No;No;No;No;No;13.5196594;-88.821027;267;0;Si;Si;Si;Si;Si;No;25;57;1.92192;18.75
2;Hombre;0.72;800;5;No;No;No;No;Si;Si;No;No;13.34170833;-88.61497333;28;0;Si;Si;Si;No;No;Si;28;93;0.69168;4.5
2;Hombre;4;3950;5.7;Si;No;No;Si;No;No;No;Si;13.348937;-88.735581;10;15.8;Si;Si;Si;Si;Si;Si;28;94;2.23432;17.2
2;Mujer;0.35;400;5;No;Si;No;No;No;No;Si;No;13.7071155;-88.933568;787;0;Si;Si;Si;No;Si;Si;28;74;0.38632;2.29
2;Hombre;0.45;150;12;No;No;Si;No;No;Si;No;No;13.7220064;-88.228211;947;0;Si;Si;Si;Si;Si;Si;25;142;0.28688;2.024
2;Hombre;1.4;700;8;No;No;No;No;No;Si;No;No;13.9000664;-89.05272;581;0;Si;Si;Si;Si;Si;No;30;71;0.9196;3.047647
2;Hombre;1.75;1700;4;No;Si;No;No;No;Si;No;No;13.931565;-89.568684;857;0;Si;Si;Si;Si;Si;No;26;14;2.94888;15.115293
2;Hombre;2.5;2350;26.4;No;Si;No;No;No;No;No;No;13.61681;-88.91105333;716;0;Si;Si;Si;Si;Si;Si;25;86;0.36784;18.69
2;Hombre;0.7;300;6;No;Si;No;No;No;No;No;No;13.510797;-88.435995;685;0;Si;Si;Si;Si;Si;No;27;21;0.12232;2.3
2;Hombre;1;400;5.3;No;Si;No;No;No;Si;Si;No;13.349751;-88.47627;135;37.5;Si;Si;Si;No;Si;No;21;64;0.13464;3.67
2;Hombre;2.5;2600;10;Si;Si;No;No;No;Si;No;No;13.7047462;-89.714227;212;100;Si;Si;Si;Si;Si;No;24;106;12.63152;52.324873
2;Mujer;1.2;1000;32;No;Si;No;No;No;No;Si;No;13.62882;-88.873072;678;0;Si;Si;Si;Si;No;Si;30;12;2.16392;12.940083
2;Mujer;0.5;35;19;No;No;No;No;Si;Si;No;No;13.6223679;-89.019296;766;0;Si;Si;Si;Si;Si;No;26;136;0.1408;0.86
2;Hombre;1;800;9;No;No;No;No;Si;Si;No;No;13.9323375;-88.086314;837;0;Si;Si;Si;Si;Si;Si;30;142;1.43264;12.122691
2;Hombre;0.7;600;5;No;No;No;No;Si;Si;No;No;13.7873058;-89.074704;612;0;Si;Si;Si;Si;No;No;24;104;0.8052;3.214033
2;Hombre;0.35;200;5;No;No;No;No;Si;Si;No;No;13.7945466;-89.071401;646;0;Si;Si;Si;Si;Si;No;27;4;1.18712;3.38042
2;Hombre;1;800;6.5;No;Si;No;No;No;No;No;No;13.6625233;-88.963976;512;50;Si;Si;Si;No;Si;Si;23;29;0.29656;6.6
2;Hombre;2.5;2100;3;No;Si;No;No;No;Si;No;No;13.9662051;-89.668249;765;0;Si;Si;Si;Si;Si;No;21;40;1.92456;9.310253
2;Mujer;1;1000;5;No;Si;No;No;No;No;Si;No;13.7928785;-88.950008;581;0;Si;Si;Si;Si;Si;Si;22;52;0.79024;4.7
2;Mujer;1.05;300;19;No;No;No;No;Si;Si;No;No;13.3916;-88.5836;771;0;Si;Si;Si;No;Si;Si;27;82;0.17248;3.13
2;Hombre;0.7;500;5;No;No;No;No;Si;Si;No;No;13.7577755;-88.199316;981;0;No;Si;Si;Si;Si;Si;24;85;0.44616;3.762
2;Mujer;0.7;400;5;No;No;No;No;No;Si;No;No;13.875589;-89.958017;1026;0;Si;Si;Si;Si;No;No;28;56;0.54648;1.661092
2;Hombre;0.7;350;12.7;No;No;No;No;Si;Si;No;No;13.376;-89.021;891;0;Si;Si;Si;Si;Si;Si;23;58;0.2684;4.68
2;Hombre;1;800;6;Si;Si;No;Si;No;No;No;Si;13.296757;-88.55199;27;0;Si;Si;Si;No;Si;Si;26;13;0.66352;4.11
2;Hombre;1;1000;7;No;Si;No;No;No;No;Si;No;13.75886;-89.654032;497;0;Si;Si;Si;Si;No;Si;28;31;6.82792;12.054707
2;Hombre;0.35;350;10.4;No;Si;No;No;No;No;Si;No;13.394;-88.5842;728.2;0;Si;Si;Si;Si;Si;Si;29;148;0.16808;3.66
2;Hombre;3;3000;8;Si;Si;No;No;No;No;No;No;13.73392;-89.680593;380;50;Si;Si;Si;Si;No;No;29;144;34.5444;88.661849
2;Hombre;0.25;150;7;No;No;No;No;No;No;No;No;13.8274959;-88.208096;461;0;Si;Si;Si;Si;Si;Si;24;96;0.12408;1.122
2;Hombre;1.05;600;14;No;Si;No;No;No;No;No;No;13.3724;-89.032;918.8;0;Si;No;Si;No;Si;Si;20;66;0.30536;5.37
2;Hombre;0.35;300;4;No;No;No;No;No;Si;Si;No;13.8569683;-88.952133;603;0;Si;Si;Si;No;Si;No;24;11;0.792;2.825798
2;Hombre;0.25;200;5;No;Si;No;No;No;No;No;No;13.77654333;-89.15158;490;0;Si;Si;Si;Si;Si;No;27;65;0.30976;2.215714
2;Hombre;0.5;600;7;Si;No;No;Si;No;No;No;Si;13.3017209;-88.75601;6;0;Si;Si;Si;No;Si;Si;29;70;0.24112;1.6
2;Mujer;4.19;4350;5.9;Si;No;No;Si;No;No;No;Si;13.351173;-88.731821;7;8;Si;Si;Si;Si;Si;No;23;2;3.72416;31
2;Mujer;1.4;600;16;No;Si;No;No;No;No;Si;No;13.756859;-89.594405;596;0;Si;Si;Si;Si;No;No;26;46;5.47976;13.671428
2;Hombre;0.5;400;4.8;No;No;No;No;Si;Si;No;No;13.66615821;-88.78389016;623;25;Si;Si;Si;Si;Si;No;24;1;0.2552;2.58
2;Mujer;0.2;150;14;No;Si;No;No;No;Si;No;No;13.5311716;-88.408954;509;0;No;Si;No;Si;Si;Si;27;104;0.23936;1.316302
2;Mujer;0.05;50;6;No;No;No;No;No;Si;No;No;13.8070785;-88.174595;752;0;Si;Si;Si;Si;Si;Si;27;78;0.0704;0.443698
2;Mujer;1;800;4;No;Si;No;No;No;No;Si;No;13.7018079;-88.953556;670;0;Si;Si;Si;Si;Si;Si;30;145;0.76648;4.67
2;Hombre;1;800;4;No;No;No;No;No;Si;No;No;13.9169308;-89.517694;816;0;Si;Si;Si;Si;Si;No;20;67;1.10792;4.346387
2;Hombre;1.4;850;5;No;No;No;No;No;Si;No;No;13.856;-89.471;595;0;Si;Si;Si;Si;No;No;24;129;1.04544;3.280588
2;Hombre;0.2;200;7;No;No;No;No;Si;Si;No;No;13.7775619;-88.160689;916;0;Si;Si;Si;Si;Si;Si;28;78;0.1496;0.8
2;Hombre;1.05;1100;6;No;Si;No;No;No;No;No;No;13.7715296;-89.081254;655;0;Si;No;Si;Si;No;No;27;44;1.8876;10.812354
2;Hombre;1.4;500;5;No;No;No;No;Si;Si;No;No;13.8881281;-88.963857;369;0;Si;Si;Si;No;No;No;28;125;0.91168;2.88126
2;Hombre;2.1;2500;4;No;Si;No;No;No;No;Si;No;13.6235499;-88.875549;705;0;Si;Si;Si;Si;Si;Si;23;101;1.67112;9.69
2;Hombre;1.4;500;6;No;Si;No;No;No;No;No;No;13.788365;-89.1105;605;0;Si;Si;Si;Si;Si;No;28;0;0.78584;3.602269
2;Hombre;0.7;500;6;No;No;No;No;No;Si;No;No;13.7972304;-88.184138;1053;0;Si;Si;Si;No;Si;No;25;46;0.1496;0.554622
2;Hombre;0.5;500;11;No;No;No;No;No;Si;No;No;13.927612;-88.642694;602;0;Si;Si;No;Si;Si;No;26;14;0.62744;3.86
2;Hombre;0.1;115;6;No;No;No;No;No;Si;No;No;13.8068175;-88.172954;764;0;Si;Si;Si;Si;Si;Si;29;22;0.2024;1.3
2;Hombre;0.7;300;4;No;No;No;No;No;Si;No;No;13.91143333;-89.074705;693.3;0;Si;Si;Si;Si;No;No;20;106;0.5808;1.816386
2;Hombre;1.4;250;2;Si;No;Si;No;No;Si;No;No;14.0160221;-89.192502;273;0;Si;Si;Si;Si;No;No;29;71;1.60248;4.877899
2;Hombre;0.5;500;11;Si;Si;No;No;No;No;No;No;13.732154;-89.68216;366;0;Si;Si;Si;Si;No;No;23;6;4.28032;10.690337
2;Hombre;3.5;3100;21;No;Si;No;No;No;No;Si;No;13.760663;-89.655201;507;0;Si;Si;Si;Si;No;Si;21;16;13.64176;23.972604
2;Hombre;0.1;100;6;No;No;No;No;No;Si;No;No;13.4757;-88.1013;137;0;Si;Si;Si;Si;Si;No;24;16;0;0.656303
2;Hombre;0.5;450;7;No;No;No;No;No;No;Si;No;13.759549;-89.632617;571;0;Si;Si;Si;Si;No;No;27;28;3.73736;9.343528
2;Mujer;0.7;700;5;No;No;Si;No;No;Si;Si;No;14.13621;-89.639796;1008;0;Si;Si;Si;Si;Si;No;29;45;1.6016;7.903362
2;Hombre;5.6;5000;6.4;No;No;No;No;No;Si;No;No;13.983404;-89.517919;607;42;Si;Si;Si;Si;Si;No;20;50;9.62984;39.180336
2;Mujer;0.5;125;5;No;Si;No;No;No;Si;No;No;13.5191778;-88.360246;503;0;Si;Si;Si;Si;Si;Si;24;29;0.36256;2.058572
2;Hombre;1;325;4.9;No;Si;No;No;No;No;No;No;13.4821097;-88.465495;895;7.7;Si;Si;Si;No;Si;Si;30;92;0.1144;2.99
2;Hombre;1;925;8;Si;No;No;No;No;Si;Si;No;13.6758;-89.7111;194;0;Si;Si;Si;Si;Si;No;27;29;8.07576;5.99916
2;Hombre;4;3850;8;No;No;No;No;No;Si;Si;No;13.716707;-89.676256;316;22.1;Si;Si;Si;Si;Si;No;28;86;7.38144;28.946975
2;Hombre;0.35;250;7;No;No;No;No;No;No;Si;No;13.75141;-89.618802;548;0;Si;Si;Si;Si;No;No;20;22;2.58368;4.818739
2;Hombre;0.35;200;5;Si;No;Si;No;No;No;No;No;13.7054892;-89.976293;8;0;Si;Si;No;Si;Si;No;25;61;0.62304;2.481009
2;Hombre;0.7;700;5;No;No;No;No;No;Si;No;No;13.8883915;-88.957444;390;0;Si;Si;Si;No;Si;No;29;95;0.85008;2.615042
2;Hombre;1;800;3.5;Si;Si;No;Si;No;No;No;Si;13.308282;-88.566122;28;0;Si;Si;Si;No;Si;No;20;148;0.154;1.01
2;Mujer;0.42;350;7;No;No;No;No;No;Si;No;No;13.8880898;-88.111576;747;0;Si;Si;Si;No;Si;Si;20;131;0.2992;2.75
2;Hombre;0.07;70;6;No;No;No;No;No;Si;No;No;13.7994365;-88.176011;944;0;Si;Si;Si;Si;Si;No;22;96;0.1408;0.85
2;Hombre;0.7;750;8;No;No;No;No;No;No;Si;No;13.76714;-89.639373;644;0;Si;Si;Si;Si;No;Si;21;147;8.10304;14.148404
2;Hombre;0.5;300;7;No;No;No;No;No;Si;No;No;13.9511867;-89.742584;775;0;Si;Si;Si;Si;Si;No;24;36;0.85624;2.967227
2;Hombre;0.7;500;6;No;No;No;No;No;Si;Si;No;13.91907;-88.992978;257;0;Si;Si;Si;Si;No;No;27;86;1.19592;3.713194
2;Hombre;1.4;1500;8;Si;Si;No;No;No;No;No;No;13.688156;-89.43955;910;0;Si;No;No;Si;Si;No;25;38;5.3592;25.827815
2;Hombre;0.35;250;5;No;Si;No;No;No;No;No;No;13.7750633;-89.141336;527;0;Si;Si;Si;No;No;No;25;118;0.28248;1.938403
2;Hombre;1.4;900;7.7;No;Si;No;No;No;No;No;No;13.494343;-88.442876;858;0;Si;Si;Si;Si;Si;Si;23;115;0.25608;7.24
2;Hombre;2.1;1200;5.3;Si;Si;No;No;No;Si;No;No;13.529087;-88.531897;556;16.7;Si;Si;Si;Si;Si;Si;29;3;0.18128;8.28
2;Mujer;0.7;600;5;No;No;No;No;Si;Si;No;No;13.8986392;-88.963241;348;0;Si;Si;Si;Si;No;No;24;109;1.02168;3.191848
2;Hombre;1.5;275;15;No;Si;No;No;No;No;No;No;13.6257742;-88.923713;616;0;Si;Si;Si;Si;Si;Si;23;150;0.21296;3.33
2;Hombre;0.7;650;8;Si;Si;No;No;No;No;No;No;13.736436;-89.678;388;0;Si;Si;Si;Si;No;No;23;104;4.16152;12.762774
2;Mujer;0.5;150;5;No;Si;No;No;No;No;No;No;13.4820895;-88.355541;888;0;No;Si;No;Si;Si;Si;20;62;0.0264;0.33
2;Hombre;1;700;5.9;No;Si;No;Si;No;No;No;Si;13.2771048;-88.424031;12;0;Si;Si;Si;No;Si;Si;20;80;0.18568;5.1
2;Hombre;0.7;700;6;No;Si;No;No;No;No;Si;No;13.7019152;-88.952112;672;0;Si;Si;Si;Si;Si;Si;30;142;0.924;5.66
2;Hombre;1.2;1290;5;No;No;No;No;Si;Si;No;No;13.712295;-89.724821;224;100;Si;No;Si;Si;No;Si;27;60;5.38736;13.227731
2;Hombre;1.4;650;6;Si;Si;No;No;No;No;Si;No;13.443879;-89.186468;9;0;Si;Si;Si;No;No;No;30;36;1.0956;3.186302
2;Hombre;0.7;750;4;No;No;Si;No;No;Si;No;No;13.9990122;-89.624166;706;93.3;Si;Si;Si;Si;Si;No;25;83;1.04368;3.770503
2;Hombre;4.19;4662;5.5;Si;No;No;Si;No;No;No;Si;13.3428121;-88.76537;11;49.3;Si;Si;Si;Si;Si;No;26;60;4.01984;22.25
2;Hombre;1;600;4;No;No;No;No;Si;Si;No;No;13.4759;-88.1503;101;100;No;Si;Si;Si;Si;Si;28;109;0.70752;5.698
2;Hombre;0.35;350;5;No;No;No;No;No;Si;Si;No;13.85473;-88.942;535;0;Si;Si;Si;Si;Si;No;30;112;0.9372;2.64832
2;Hombre;1.4;700;6;No;No;No;No;No;Si;Si;No;13.8553367;-88.9424;544;0;Si;Si;Si;Si;Si;No;24;68;0.68112;3.169664
2;Hombre;1.4;900;5;No;No;No;No;No;Si;No;No;13.8586584;-88.961333;532;0;Si;Si;Si;Si;Si;No;23;122;0.66;2.51521
2;Hombre;0.15;60;4.2;No;Si;No;No;No;No;No;No;13.2917;-88.2329;79;0;Si;Si;Si;No;Si;No;20;109;0.198;1.25
2;Hombre;1.5;600;6;No;No;No;No;Si;Si;No;No;13.651274;-88.97704;706;0;Si;Si;Si;Si;Si;Si;27;40;0.21912;3.43
2;Mujer;0.2;200;6;No;No;No;No;No;Si;No;No;13.4813;-88.1017;146;0;Si;Si;Si;Si;Si;No;23;102;0.396;2.019496
2;Mujer;0.5;400;5.8;No;No;No;Si;No;Si;No;Si;13.3318756;-88.687538;9;25;Si;Si;Si;No;No;Si;23;111;0.39776;2.7
2;Hombre;0.35;300;5;No;Si;No;No;No;No;No;No;13.777191;-89.14259;539;0;Si;Si;Si;Si;No;No;26;77;0.55704;1.938403
2;Mujer;1;500;7;No;No;No;No;No;Si;No;No;13.38302354;-88.6546586;58;0;Si;Si;No;Si;Si;Si;29;111;0.17688;4.56
2;Hombre;0.3;300;12;No;Si;No;No;No;Si;No;No;13.5228;-88.4319;580;0;Si;Si;No;Si;Si;Si;25;43;0.89848;4.475294
2;Mujer;0.5;400;4;Si;Si;No;Si;No;No;No;Si;13.296972;-88.552321;26;0;Si;Si;Si;No;No;Si;30;142;0.3432;2.39
2;Hombre;1;400;6;No;No;No;No;No;Si;No;No;13.5414;-88.1013;256;0;Si;Si;Si;Si;Si;Si;27;119;0.3828;3.789916
2;Hombre;2;1800;8;Si;Si;No;No;No;No;No;No;13.687671;-89.436964;920;0;Si;No;Si;Si;Si;No;29;64;4.26096;20.030168
2;Mujer;5;2000;3;No;Si;No;No;No;No;Si;No;13.605035;-89.302797;651;0;Si;No;Si;Si;Si;No;21;50;0.65648;2.37563
2;Mujer;0.35;400;6;Si;No;No;No;No;Si;No;No;13.584613;-88.572157;29;0;Si;Si;Si;Si;Si;Si;21;38;0.60104;3.289831
2;Hombre;2.1;1000;7;No;Si;No;No;No;No;No;No;13.81502667;-89.09967499;553;0;Si;Si;Si;Si;No;No;28;62;2.06712;5.099748
2;Mujer;0.3;300;5;No;No;No;No;No;Si;No;No;13.7840352;-88.099312;520;0;Si;Si;Si;No;Si;Si;25;100;0.1584;1.386555
2;Hombre;0.5;400;5;No;Si;No;No;No;No;No;No;13.7432511;-88.945829;709;0;Si;Si;Si;Si;Si;Si;21;23;0.35816;2.15
2;Mujer;0.4;125;14;No;Si;No;No;No;Si;No;No;13.5332934;-88.408855;509;0;Si;Si;Si;Si;Si;Si;26;64;0.44704;2.516133
2;Hombre;0.35;150;6;No;Si;No;No;No;Si;No;No;13.791061;-89.877045;477;0;Si;Si;Si;Si;Si;No;25;102;1.16864;4.096807
2;Hombre;0.06;60;6;No;No;No;No;No;Si;No;No;13.9001862;-88.112952;825;0;Si;Si;Si;No;Si;No;30;30;0;0.43
2;Mujer;1;400;8;No;No;No;No;No;Si;No;No;13.5876763;-88.452938;396;0;Si;Si;Si;No;Si;Si;28;56;0.11528;3.39
