Sexo_productor;Area_Ha;Cantidad_plantas_patron;Cantidad_plantas_injerto;Edad_plantas_patron;Edad_plantas_injerto;Densidad_plantas_Ha;Aluviales;Andisoles;Grumosoles;Halomorficos;Latosoles_arcillosos_acidos;Latosoles_arcillo_rojizos;Litosoles;Regosoles;Latitud;Longitud;Altura;Porcentaje_injertacion;Injertacion;Aplica_poda;Maneja_sombra;Fertilizacion_organica;Fertilizacion_quimica;Plagas_enfermedades;AT;Perdidas_qq;Produccion_qq
0;3.06;2000.0;0.0;6.0;;653.59;0;1;0;0;0;1;0;0;13.9117;-89.829;849;0.00;0;1;1;1;1;1;0;6.59736;31.10096
0;0.6;600.0;0.0;5.0;;1000.00;0;1;0;0;0;1;0;0;13.477103;-88.559569;812.713379;0.00;0;1;1;1;1;1;0;0.30888;1.42648
0;2.19;1400.0;0.0;6.0;;639.27;0;1;0;0;0;1;0;0;13.9081;-89.8261;882;0.00;0;1;1;1;1;1;0;2.34168;10.46584
0;0.4;350.0;0.0;6.0;;875.00;0;1;0;0;0;1;0;0;13.9115;-89.8296;858;0.00;0;1;1;1;1;1;0;0.07656;0.308
0;0.7;700.0;0.0;5.0;;1000.00;0;1;0;0;0;0;0;0;13.9392;-89.7368;854;0.00;0;1;1;1;1;1;0;0.47608;2.50008
0;0.7;400.0;0.0;5.0;;571.43;0;1;0;0;0;0;0;0;13.9206;-89.7431;1081;0.00;0;1;1;1;1;1;0;0.30888;1.95976
0;1.17;800.0;0.0;6.0;;683.76;0;1;0;0;0;0;0;0;13.9393;-89.7366;850;0.00;0;1;1;1;1;1;0;0.35288;1.73536
0;1.88;1600.0;0.0;6.0;;851.06;0;1;0;0;0;1;0;0;13.952;-89.7535;792;0.00;0;1;1;1;1;1;0;0.19712;0.836
0;0.45;400.0;0.0;6.0;;888.89;0;1;0;0;0;0;0;0;13.472511;-88.554775;844.755371;0.00;0;1;1;1;1;1;0;0.4048;2.30384
0;1.4;800.0;0.0;7.0;;571.43;0;0;0;0;0;1;0;0;13.477184;-88.557883;838.891113;0.00;0;1;1;1;1;1;0;0.26136;1.13608
0;1.92;1600.0;0.0;5.0;;833.33;0;1;0;0;0;1;0;0;13.947;-89.7549;778;0.00;0;1;1;1;1;1;0;0.1672;0.88792
0;4.75;3200.0;0.0;5.0;;673.68;0;1;0;0;0;1;0;0;13.474195;-88.562206;745.705078;0.00;0;1;1;1;1;1;0;0.23936;1.45112
0;2.1;600.0;0.0;5.0;;285.71;0;1;0;0;0;0;0;0;13.480453;-88.5546;923.788818;0.00;0;1;1;1;1;1;0;0.49984;2.99208
1;0.35;275.0;0.0;4.0;;785.71;0;1;0;0;0;1;0;0;13.7855;-89.8738;458;0.00;0;1;0;1;1;1;0;0.176;1.78528
1;1.28;300.0;0.0;7.0;;234.38;0;1;0;0;0;1;0;0;13.8022;-89.8831;624;0.00;0;1;0;1;1;1;0;0.20328;1.9288
0;0.92;100.0;0.0;7.0;;108.70;0;1;0;0;0;1;0;0;13.8014;-89.8762;562;0.00;0;1;0;1;1;1;0;0.1144;0.81752
0;0.36;210.0;0.0;7.0;;583.33;0;1;0;0;0;0;0;0;13.792;-89.8628;586;0.00;0;1;0;1;1;1;0;0.10296;0.67936
0;1.31;800.0;0.0;5.0;;610.69;0;1;0;0;0;1;0;0;13.7977;-89.8781;552;0.00;0;1;0;1;1;1;0;3.96088;2.37
0;1.4;1200.0;0.0;7.0;;857.14;0;0;0;0;1;1;0;0;13.9275;-89.8129;758;0.00;0;0;1;1;1;0;0;1.81192;9.56208
0;0.13;100.0;0.0;5.0;;769.23;0;1;0;0;0;0;0;0;13.80113;-89.86276;624;0.00;0;1;0;1;1;1;0;0.24112;1.16648
0;1.58;1600.0;0.0;5.0;;1012.66;0;1;0;0;0;0;0;0;13.8066;-89.8619;693;0.00;0;1;1;1;1;1;0;0.39512;2.7392
0;0.7;335.0;45.0;6.0;3.0;542.86;0;1;0;0;0;1;0;0;13.7894;-89.8481;576;11.84;1;1;0;1;1;1;0;0.10648;1.0136
1;1;600.0;0.0;7.0;;600.00;0;1;0;0;0;1;0;0;13.8067;-89.8786;601;0.00;0;1;0;1;1;1;0;0.09856;1.16472
1;16;15400.0;600.0;6.0;3.0;1000.00;0;1;0;0;0;0;0;0;13.8182;-89.8664;801;3.75;1;1;1;1;1;1;0;9.34824;62.654
0;0.7;600.0;0.0;7.0;;857.14;0;1;0;0;0;0;0;0;13.814;-89.8703;768;0.00;0;1;1;1;1;1;0;0.3432;2.13888
1;1.31;1000.0;0.0;8.0;;763.36;0;1;0;0;0;1;0;0;13.7827;-89.8502;631;0.00;0;1;1;1;1;1;0;0.54824;5.27512
0;3.12;2000.0;0.0;5.0;;641.03;0;1;0;0;0;1;0;0;13.7999;-89.8777;545;0.00;0;1;1;1;1;1;0;0.71896;7.70448
0;1.4;1000.0;0.0;5.0;;714.29;0;1;0;0;0;1;0;0;13.71254;-89.440208;537.973022;0.00;0;0;1;1;1;1;0;0.2816;1.79432
0;0.7;560.0;0.0;5.0;;800.00;0;1;0;0;0;1;0;0;13.8214;-89.9454;635;0.00;0;0;1;1;1;1;0;0.15752;0.9768
0;0.35;300.0;0.0;5.0;;857.14;0;1;0;0;0;1;0;0;13.8211;-89.9452;629;0.00;0;0;1;1;1;1;0;0.09504;0.52448
0;2.1;1400.0;0.0;5.0;;666.67;0;1;0;0;0;1;0;0;13.8192;-89.9463;616;0.00;0;0;1;1;1;1;0;0.1232;0.82456
0;1.27;800.0;0.0;5.0;;629.92;0;1;0;0;0;1;0;0;13.8215;-89.9481;660;0.00;0;0;1;1;1;1;0;0.11792;0.72776
0;0.5;600.0;0.0;5.0;;1200.00;0;1;0;0;0;1;0;0;13.760142;-89.730071;469;0.00;0;0;1;1;1;1;0;0.20328;1.37016
0;0.5;500.0;0.0;5.0;;1000.00;0;1;0;0;0;1;0;0;13.8138;-89.9584;459;0.00;0;0;1;1;1;1;0;0.12496;0.748
0;0.35;400.0;0.0;5.0;;1142.86;0;1;0;0;0;1;0;0;13.8094;-89.956;538;0.00;0;1;1;1;1;0;0;0.13376;0.83688
0;0.28;300.0;0.0;5.0;;1071.43;0;1;0;0;0;1;0;0;13.8165;-89.9724;292;0.00;0;0;1;1;1;1;0;0.06248;0.30712
0;0.4;400.0;0.0;5.0;;1000.00;0;1;0;0;0;1;0;0;13.747304;-89.727526;416.87793;0.00;0;1;1;1;1;1;0;0.05016;0.21912
0;0.35;150.0;0.0;5.0;;428.57;0;1;0;0;0;1;0;0;13.8124;-89.9586;458;0.00;0;1;1;1;1;0;0;0.13992;0.89056
0;0.66;500.0;0.0;5.0;;757.58;0;1;0;0;0;1;0;0;13.747552;-89.727462;408.569824;0.00;0;1;1;1;1;0;0;0.22352;1.41944
0;0.46;400.0;0.0;5.0;;869.57;0;1;0;0;0;1;0;0;13.813;-89.9569;522;0.00;0;1;1;1;1;0;0;0.15488;1.00056
1;0.5;300.0;0.0;5.0;;600.00;0;1;0;0;0;0;0;0;13.8088;-89.7984;948;0.00;0;1;0;1;1;1;0;0.2112;1.47056
0;0.35;350.0;0.0;8.0;;1000.00;0;1;0;0;0;0;0;0;13.8113;-89.7988;978;0.00;0;1;0;1;1;1;0;0.24376;1.25488
0;1.66;1000.0;0.0;5.0;;602.41;0;1;0;0;0;0;0;0;13.8137;-89.8001;1012;0.00;0;1;0;1;1;1;0;3.02368;2.9568
0;0.69;400.0;0.0;5.0;;579.71;0;1;0;0;0;0;0;0;13.8136;-89.7979;1015;0.00;0;1;0;1;1;1;0;0.25256;1.23992
1;0.65;400.0;0.0;4.0;;615.38;0;1;0;0;0;0;0;0;13.8154;-89.7979;1030;0.00;0;1;0;1;1;1;0;0.26928;1.50328
1;0.44;288.0;0.0;8.0;;654.55;0;1;0;0;0;0;0;0;13.8138;-89.7988;1018;0.00;0;1;0;0;1;1;0;0.27192;1.00736
0;0.49;300.0;0.0;5.0;;612.24;0;1;0;0;0;0;0;0;13.8123;-89.8;983;0.00;0;1;1;1;1;1;0;0.12232;1.09976
0;7.22;6000.0;0.0;5.0;;831.02;0;1;1;0;0;1;0;0;14.1318;-89.6646;886;0.00;0;1;0;1;1;1;0;0.4928;1.40536
0;1.26;0.0;1000.0;;7.0;793.65;0;0;0;0;0;1;0;0;14.0077;-89.6999;687;100.00;1;1;0;1;1;1;1;1.936;5.53344
1;2.12;1600.0;0.0;7.0;;754.72;0;0;0;0;0;1;0;0;14.0125;-89.7003;676;0.00;0;1;0;1;1;1;0;1.77848;5.07584
0;5;4600.0;0.0;4.0;;920.00;0;1;0;0;0;0;1;0;13.8993;-89.5712;1064;0.00;0;1;0;1;1;1;0;4.95176;14.02368
0;5.03;3600.0;0.0;4.5;;715.71;0;0;0;0;1;1;0;0;13.7293;-89.5007;640;0.00;0;1;0;1;1;0;0;0.9592;4.46072
1;0.35;250.0;0.0;5.0;;714.29;1;1;0;0;0;1;0;0;13.7704;-89.4749;494;0.00;0;1;0;1;1;1;0;0.18216;0.6732
0;0.5;450.0;0.0;8.0;;900.00;0;1;0;0;0;1;0;0;13.7469;-89.6111;555;0.00;0;1;1;1;0;0;1;1.20208;4.85
0;2.1;900.0;650.0;5.0;3.0;738.10;0;1;0;0;0;1;0;0;13.7437;-89.525;600;41.94;1;1;0;1;0;0;0;0.75416;2.97616
0;2.1;950.0;400.0;8.0;6.0;642.86;1;1;0;0;0;0;0;0;13.7411;-89.669;399;29.63;1;1;1;1;0;0;1;3.49712;14.38
0;1;925.0;0.0;7.0;;925.00;0;1;0;0;0;0;1;0;13.7758;-89.6569;600;0.00;0;1;1;1;0;0;1;1.97824;6.11776
0;0.7;800.0;0.0;5.0;;1142.86;0;0;0;0;0;1;0;0;13.6967;-89.5371;700;0.00;0;1;0;1;1;0;0;0.37224;1.53296
0;1.5;1300.0;0.0;5.0;;866.67;0;0;0;0;0;1;0;0;13.6759;-89.5517;590;0.00;0;1;0;1;0;1;0;0.34672;1.5576
0;3.5;3100.0;0.0;3.0;;885.71;0;0;0;0;0;1;0;0;13.6795;-89.5505;588;0.00;0;1;1;1;1;0;0;1.6016;8.0784
0;0.35;400.0;0.0;5.0;;1142.86;0;0;0;0;0;1;0;0;13.6913;-89.5295;726;0.00;0;1;1;1;0;1;0;0.21648;0.93368
0;4.82;1800.0;0.0;4.0;;373.44;0;0;0;0;0;1;0;0;13.6861;-89.5247;791;0.00;0;1;0;1;0;0;0;0.55352;2.15864
0;0.35;350.0;0.0;5.0;;1000.00;0;0;0;0;0;1;0;0;13.6815;-89.5367;663;0.00;0;1;0;1;0;0;0;0.1848;0.6424
0;0.35;275.0;0.0;5.0;;785.71;0;0;0;0;0;1;0;0;13.6664;-89.5624;646;0.00;0;1;0;1;1;1;0;0.13992;0.594
0;11.9;8850.0;0.0;5.6;;743.70;0;1;0;0;0;0;0;0;13.7961;-89.7757;713;0.00;0;1;1;1;1;1;0;7.91824;48.08408
0;4.2;2700.0;0.0;7.0;;642.86;0;1;0;0;0;0;0;0;13.7976;-89.7758;709;0.00;0;1;1;1;1;1;0;6.95024;29.8672
0;2.26;1575.0;0.0;7.0;;696.90;0;0;0;0;1;1;0;0;13.7856;-89.7664;711;0.00;0;1;1;1;1;1;0;1.98352;9.98536
0;1.71;1597.0;0.0;7.0;;933.92;0;0;0;0;1;1;0;0;13.7752;-89.7682;644;0.00;0;1;1;1;1;1;0;3.66696;16.17176
0;2.27;1462.0;0.0;7.0;;644.05;0;1;0;0;0;1;0;0;13.7755;-89.7711;650;0.00;0;1;1;1;1;1;0;3.2164;13.88992
0;0.7;625.0;0.0;6.0;;892.86;0;1;0;0;0;0;0;0;13.7993;-89.782;759;0.00;0;1;1;1;1;1;0;1.21352;6.07464
0;0.05;30.0;0.0;6.0;;600.00;0;1;0;0;0;1;0;0;13.6188;-88.8216;859.272;0.00;0;;;;;;0;0.01144;0.21
0;1.4;450.0;350.0;7.0;5.0;571.43;0;1;0;0;0;0;1;0;13.46779;-88.545317;923;43.75;1;1;1;1;0;1;1;0.12408;3.5
0;4.89;4606.0;0.0;5.9;;941.92;0;0;0;0;1;1;0;0;13.665129;-89.439548;1011.89025;0.00;0;1;0;0;1;1;1;6.5736;33.352
0;2.5;2000.0;0.0;5.0;;800.00;0;0;0;0;1;1;0;0;13.75422;-88.209925;1025.59863;0.00;0;1;1;1;1;1;1;3.34136;17.38
0;1;950.0;0.0;6.0;;950.00;0;1;0;0;0;0;0;0;13.66267;-88.903368;650.303223;0.00;0;;;;;;0;0.61424;4.62
1;1.5;400.0;380.0;6.0;4.0;520.00;0;1;0;0;0;0;1;0;13.429705;-88.562684;339.802673;48.72;1;1;1;1;1;1;1;0.11968;2.14
1;0.7;750.0;0.0;5.0;;1071.43;0;0;1;0;0;1;0;0;13.635396;-89.861346;2.651794;0.00;0;0;1;1;1;0;0;0.21032;1.83288
1;0.7;400.0;0.0;4.0;;571.43;0;0;0;0;1;1;0;0;13.742267;-88.215063;971;0.00;0;1;1;1;1;1;1;0.79112;3.564
1;0.5;300.0;0.0;5.0;;600.00;0;0;1;0;0;1;1;0;13.656;-88.693;378;0.00;0;1;1;0;0;0;1;0.14696;1.07
0;1.05;200.0;120.0;6.0;3.0;304.76;0;1;0;0;0;0;0;0;13.589253;-88.953141;447;37.50;1;1;1;1;1;1;0;0.1848;1.23
0;0.7;50.0;35.0;5.0;4.0;121.43;0;1;0;0;0;0;0;0;13.594306;-88.966777;352.835327;41.18;1;1;1;1;1;1;0;0.308;2.82
0;2.1;900.0;300.0;7.0;4.0;571.43;0;1;0;0;0;0;1;0;13.50385;-88.519525;978;25.00;1;1;1;1;1;1;0;0.1276;4.85
0;0.2;200.0;0.0;4.0;;1000.00;0;1;0;0;0;0;0;0;13.452784;-88.303776;777.95485;0.00;0;1;1;1;1;1;1;0.02992;0.15
1;0.35;200.0;0.0;6.0;;571.43;0;1;0;0;0;1;0;0;13.786291;-89.832472;627.541992;0.00;0;0;1;1;1;1;0;0.15048;0.85536
0;0.3;115.0;0.0;7.0;;383.33;0;1;0;0;0;0;1;0;13.419;-88.5507;408;0.00;0;;;;;;0;0.09328;0.93
0;0.25;55.0;0.0;6.0;;220.00;0;1;0;0;0;0;0;0;13.6203;-88.9439;504.16;0.00;0;;;;;;1;0.1408;1.43
0;1.05;400.0;100.0;7.0;5.0;476.19;0;1;0;0;0;0;0;0;13.609161;-88.915679;718;20.00;1;1;1;1;1;1;1;0.15664;2.18
1;0.45;300.0;0.0;4.0;;666.67;0;0;1;0;0;1;0;0;13.727181;-88.144726;632.787759;0.00;0;1;1;1;1;1;1;0.15928;0.484
0;0.2;200.0;0.0;6.0;;1000.00;0;0;0;0;0;1;0;0;13.437036;-88.682399;34.338257;0.00;0;1;1;1;0;0;1;0.4136;1.32
1;2.8;500.0;1500.0;7.0;3.0;714.29;0;0;0;0;0;1;0;0;13.423105;-88.642712;140.851196;75.00;1;1;0;1;1;1;1;0.17336;3.45
1;2.25;2300.0;200.0;5.0;4.0;1111.11;0;0;0;0;1;1;0;0;13.78356;-88.266516;863.904785;8.00;1;1;1;1;1;1;1;3.60624;18.05
0;0.09;100.0;0.0;5.0;;1111.11;0;1;0;0;0;0;1;0;13.431652;-88.227812;363.639282;0.00;0;1;1;1;1;0;1;0.12936;0.65
0;1;1080.0;0.0;6.0;;1080.00;1;0;0;0;0;1;0;0;13.77131;-90.094228;3.672699;0.00;0;0;1;1;1;0;0;0.24816;1.57696
0;0.49;125.0;0.0;4.0;;255.10;1;0;0;0;0;0;0;0;13.3822;-89.0621;14;0.00;0;1;1;1;1;1;0;0.066;0.41
1;0.3;300.0;0.0;4.0;;1000.00;0;1;0;0;0;0;0;0;13.478166;-88.376128;671.532488;0.00;0;1;1;0;0;1;1;0.64592;3.4
1;0.5;200.0;50.0;5.0;3.0;500.00;0;1;0;0;0;1;1;0;13.3944;-88.4973;292.261;20.00;1;1;1;1;1;1;1;0.04664;0.85
0;0.42;310.0;40.0;6.0;4.0;833.33;0;1;0;0;0;0;0;0;13.483074;-88.402101;811.579346;11.43;1;1;1;1;1;1;1;0.66528;3.5
1;0.45;190.0;90.0;6.0;4.0;622.22;0;1;0;0;0;0;0;0;13.600215;-88.958562;470.024597;32.14;1;1;1;1;1;1;1;0.2904;1.98
0;1;1000.0;0.0;4.0;;1000.00;0;0;0;0;0;1;0;0;13.82956;-89.44716;568.3;0.00;0;1;0;0;1;1;1;0.13112;0.57288
0;0.85;536.0;0.0;4.0;;630.59;0;0;0;0;0;1;0;0;13.557254;-89.467314;492.89978;0.00;0;1;1;1;1;1;0;0.6556;1.5004
0;1;0.0;700.0;;4.0;700.00;1;0;0;0;0;1;0;0;13.82338;-89.45343;533;100.00;1;1;0;0;1;1;1;0.64592;3.05888
0;29.73;18765.0;0.0;4.9;;631.18;0;1;0;0;0;1;0;0;13.810922;-89.91518;652;0.00;0;0;1;1;1;0;0;2.67696;14.60712
0;0.35;320.0;30.0;5.0;5.0;1000.00;0;1;0;0;0;1;0;0;13.510648;-88.330879;716.339355;8.57;1;1;1;1;1;0;1;0.14256;0.74
0;0.7;200.0;160.0;6.0;5.0;514.29;0;1;0;0;0;0;0;0;13.489654;-88.881726;132.518372;44.44;1;1;1;1;1;1;1;1.15016;8
0;1.2;900.0;100.0;5.0;5.0;833.33;0;1;0;0;0;0;1;0;13.489283;-88.40789;757.248779;10.00;1;1;1;1;1;1;1;0.9504;5.1
0;30.22;0.0;30700.0;;3.7;1015.88;1;0;0;0;0;1;0;0;13.846693;-89.358579;418.727783;100.00;1;1;0;0;1;1;1;26.37096;134.19032
0;0.99;1000.0;0.0;6.0;;1010.10;0;1;0;0;0;0;1;0;13.768624;-89.684552;529.891235;0.00;0;1;0;1;1;0;1;2.27304;3.53936
0;1.5;1200.0;300.0;5.0;5.0;1000.00;1;1;0;1;0;0;0;1;13.297634;-88.564665;6.024231;20.00;1;0;1;0;0;0;1;3.02456;16.4096
0;0.35;300.0;0.0;5.0;;857.14;0;1;0;0;0;1;0;0;13.5996;-88.7566;379.122;0.00;0;1;0;0;0;0;1;0.13464;1
1;0.4;225.0;0.0;5.0;;562.50;1;1;0;0;0;0;0;0;13.4296;-88.9093;27;0.00;0;;;;;;0;1.23728;8.13
0;0.1;100.0;0.0;5.0;;1000.00;0;0;0;1;0;1;0;1;13.323844;-88.703273;-12.845306;0.00;0;;;;;;1;0.17864;1.09
0;2.1;500.0;1300.0;6.0;3.5;857.14;0;1;0;0;0;1;0;0;13.622105;-88.773509;417.611389;72.22;1;1;1;1;1;1;1;0.858;5.21
0;2.8;1400.0;0.0;7.0;;500.00;0;1;0;0;0;1;0;0;13.354464;-88.48113;143.228394;0.00;0;;;;;;0;0.10648;3.26
1;0.6;150.0;0.0;6.0;;250.00;0;1;0;0;0;0;0;0;13.5078;-88.872;195.39;0.00;0;;;;;;1;0.27016;1.46
1;0.69;700.0;0.0;5.0;;1014.49;0;1;0;0;0;1;0;0;13.77869;-89.764573;613.472412;0.00;0;1;1;1;1;1;0;0.28336;2.17008
1;1.4;0.0;900.0;;4.0;642.86;1;0;0;1;0;0;0;1;13.362228;-88.770385;-12.910645;100.00;1;1;1;1;1;1;1;1.05512;11.9
0;0.4;300.0;0.0;4.0;;750.00;0;1;0;0;0;0;1;0;13.4813;-88.391;685.366;0.00;0;1;1;0;1;1;1;0.62656;3.45
0;0.4;400.0;0.0;4.0;;1000.00;1;0;1;0;0;1;0;0;13.623118;-89.750801;90.252502;0.00;0;1;1;1;1;1;0;0.66176;3.98464
1;0.35;200.0;0.0;5.0;;571.43;0;1;0;0;0;1;1;0;13.2339;-88.2939;336;0.00;0;1;1;1;1;1;0;0.05632;0.78
0;0.25;125.0;0.0;5.0;;500.00;0;1;0;0;0;1;0;0;13.774106;-89.814114;503.789612;0.00;0;1;0;1;1;1;0;0.0088;0.05896
1;0.65;160.0;0.0;6.0;;246.15;0;1;0;0;0;0;0;0;13.5978;-88.9227;692;0.00;0;;;;;;0;0.19888;1.72
0;3.72;2070.0;1941.0;5.0;5.0;1078.23;0;1;0;0;0;0;1;0;13.760435;-89.597105;625;48.39;1;1;1;1;1;0;0;0.15136;0.41976
0;0.7;625.0;0.0;4.0;;892.86;0;1;0;0;0;0;1;0;13.479195;-88.56125;806.851074;0.00;0;1;1;1;1;1;1;0.29216;1.49392
1;0.7;320.0;80.0;4.0;4.0;571.43;0;1;0;0;0;0;0;0;13.533234;-88.944115;141.021729;20.00;1;1;1;1;1;1;1;0.07392;0.39
0;0.7;400.0;0.0;7.0;;571.43;0;1;0;0;0;1;0;0;13.397598;-88.539829;237.990723;0.00;0;;;;;;1;0.08184;1.68
1;0.35;100.0;100.0;6.0;4.0;571.43;0;1;0;0;0;0;0;0;13.602224;-88.953307;531.007202;50.00;1;1;1;1;1;1;1;0.13024;1.34
1;0.45;400.0;0.0;4.0;;888.89;0;0;1;0;0;1;0;0;13.722202;-88.228995;981.447999;0.00;0;1;1;1;1;1;1;0.22352;0.946
0;1.4;700.0;0.0;5.0;;500.00;0;1;0;0;0;1;0;0;13.515886;-88.446471;638.583371;0.00;0;1;1;0;0;1;1;1.2628;6.85
0;1;100.0;500.0;7.0;4.0;600.00;0;1;0;0;0;1;0;0;13.528922;-88.445809;562.017334;83.33;1;1;1;1;0;1;0;0.14784;2.32
1;0.7;600.0;0.0;6.0;;857.14;0;1;0;0;0;0;0;0;13.805852;-89.732344;675;0.00;0;1;0;1;1;1;0;0.69344;5.052
0;0.4;150.0;0.0;4.0;;375.00;0;0;0;0;1;1;0;0;13.759592;-88.177396;820;0.00;0;1;1;1;1;1;1;0.05984;0.44
0;4;0.0;1827.0;;4.6;456.75;1;0;0;1;0;0;0;1;13.739763;-90.081807;6.86441;100.00;1;0;1;1;0;0;0;2.13136;11.60984
0;1.4;0.0;1100.0;;4.0;785.71;1;0;0;1;0;0;0;1;13.34157;-88.72979;24;100.00;1;1;1;1;1;1;1;1.0692;8.35
0;0.09;70.0;0.0;5.0;;777.78;0;1;0;0;0;0;0;0;13.512574;-88.434313;673.151367;0.00;0;1;1;0;1;1;1;0.67056;3.55
0;1;950.0;0.0;5.0;;950.00;0;1;1;0;0;1;0;0;13.6363;-88.779;349.548;0.00;0;;;;;;0;0.65384;4.47
1;1.58;0.0;1125.0;;5.0;712.03;1;0;0;0;0;1;0;0;13.844843;-89.376432;439.518555;100.00;1;1;0;0;1;1;1;0.99;4.87432
0;2.8;1800.0;0.0;6.0;;642.86;0;1;0;0;0;1;1;0;13.414661;-88.505631;379;0.00;0;1;1;1;1;1;1;0.19008;8.83
0;0.49;500.0;0.0;5.0;;1020.41;0;1;0;0;0;0;0;0;13.439872;-88.301279;818.55494;0.00;0;1;1;1;1;0;1;0.04224;0.22
0;0.4;350.0;50.0;6.0;4.0;1000.00;0;1;0;0;0;1;0;0;13.559301;-88.390322;371.607666;12.50;1;1;1;1;1;1;1;0.5632;3.3
0;4.2;2000.0;0.0;7.0;;476.19;0;1;0;0;0;1;0;0;13.455366;-88.559089;620.978271;0.00;0;0;1;1;1;1;0;0.24376;4.82
0;1.7;1700.0;0.0;5.0;;1000.00;1;1;0;0;0;1;0;0;13.702324;-89.710528;213.509888;0.00;0;1;1;1;1;1;0;1.39304;6.86048
1;0.21;200.0;0.0;5.0;;952.38;0;1;0;0;0;1;0;0;13.525728;-88.447384;588.463498;0.00;0;1;1;0;1;1;1;0.286;1.72
0;0.18;20.0;0.0;6.0;;111.11;0;0;0;0;0;1;0;0;13.830761;-88.160458;375.886414;0.00;0;1;1;1;0;1;1;0.04576;0.2
0;0.18;200.0;0.0;4.0;;1111.11;0;0;0;0;1;1;0;0;13.819345;-88.25862;771.823608;0.00;0;0;0;1;1;1;1;0.05456;0.22
0;0.24;0.0;150.0;;3.0;625.00;0;1;0;0;0;0;0;0;13.420418;-88.394844;315.767212;100.00;1;1;1;1;1;1;1;0.42592;2.52
1;0.32;243.0;0.0;4.0;;759.38;0;0;1;0;0;1;0;0;13.709652;-89.843465;208.101562;0.00;0;0;1;1;0;1;0;0.13992;0.7172
0;1.4;0.0;1000.0;;5.0;714.29;1;0;0;0;0;1;0;0;13.597725;-88.605011;16.472229;100.00;1;1;1;1;1;1;1;0.69872;4.76
0;0.76;518.0;0.0;5.1;;681.58;0;0;0;0;0;1;0;0;13.773555;-89.94009;331.276733;0.00;0;1;1;1;1;0;0;0.176;1.0032
0;0.38;281.0;0.0;5.0;;739.47;0;1;0;0;0;1;0;0;13.808194;-90.01315;700;0.00;0;0;1;1;1;1;0;0.1892;0.9988
0;4.03;2800.0;0.0;3.5;;694.79;0;1;0;0;0;1;0;0;13.825891;-89.85355;955.314941;0.00;0;1;1;1;1;1;0;0.72776;5.1764
0;0.7;562.0;0.0;6.0;;802.86;0;1;0;0;0;0;0;0;13.750092;-89.723864;360.439087;0.00;0;1;1;1;1;1;0;0.29744;1.47224
0;0.57;510.0;0.0;5.0;;894.74;1;0;0;0;0;1;1;0;13.654829;-89.708064;140.650208;0.00;0;1;1;1;1;1;0;3.00432;4.77488
0;0.79;729.0;0.0;5.0;;922.78;0;0;1;0;0;1;0;0;13.631183;-89.865572;12;0.00;0;0;1;1;1;1;0;0.24552;1.73392
0;5;2800.0;2200.0;6.0;5.0;1000.00;1;0;0;0;0;1;1;0;13.709582;-89.662991;465;44.00;1;1;1;1;1;0;1;2.9348;12.31
0;3.51;2446.0;0.0;5.0;;696.87;0;1;0;0;0;0;1;0;13.760388;-89.680537;473.776855;0.00;0;1;0;1;1;0;0;3.54992;11.47432
0;0.22;250.0;0.0;4.0;;1136.36;0;0;0;0;0;1;0;0;13.866189;-88.152657;384;0.00;0;1;1;1;0;1;1;0.15488;0.414
0;4.2;2800.0;0.0;5.4;;666.67;0;1;0;0;0;0;0;0;13.692394;-89.469938;745;0.00;0;1;0;0;1;1;1;1.47312;7.13152
0;1.8;2000.0;0.0;5.0;;1111.11;0;0;0;0;0;1;0;0;13.93983;-88.181137;774;0.00;0;1;1;1;0;1;0;2.25368;14.696
0;1.01;0.0;1200.0;;4.0;1188.12;0;0;0;0;0;1;0;0;13.51787;-88.209711;158;100.00;1;1;1;1;1;1;1;1.71776;9.45
0;0.7;0.0;383.0;;5.0;547.14;0;1;0;0;0;1;0;0;13.913764;-89.818643;700;100.00;1;1;1;1;1;1;0;0.03696;0.3168
0;5.6;2750.0;450.0;6.6;3.7;571.43;0;1;0;0;0;1;0;0;13.505293;-88.554866;812;14.06;1;1;0;1;0;1;1;0.18744;8.45
1;0.35;350.0;0.0;4.0;;1000.00;0;1;0;0;0;1;0;0;13.75924;-89.77388;489;0.00;0;1;1;1;1;1;0;0.1276;0.8536
1;0.7;420.0;0.0;6.0;;600.00;0;1;0;0;0;0;1;0;13.460684;-88.536209;100;0.00;0;1;1;1;1;1;1;0.07656;1.74
0;2.2;1950.0;0.0;3.0;;886.36;0;1;0;0;0;0;1;0;13.477466;-88.563325;759.198853;0.00;0;1;1;1;1;0;1;0.3476;1.79608
0;0.43;360.0;0.0;5.0;;837.21;0;1;0;0;0;0;0;0;13.471223;-88.369012;737.946045;0.00;0;1;1;1;0;1;1;0.34936;2.15
1;0.25;256.0;0.0;6.0;;1024.00;1;0;0;0;0;1;1;0;13.651876;-89.756647;115;0.00;0;1;1;1;1;1;0;0.64856;3.67928
0;30.77;8175.0;17825.0;6.0;2.0;844.98;1;0;0;0;0;1;0;0;13.554807;-88.620482;41.938538;68.56;1;1;1;1;1;1;1;4.4176;22.23408
0;0.7;0.0;600.0;;4.0;857.14;0;0;0;0;0;1;0;0;13.794;-88.2773;804.04;100.00;1;1;1;1;1;1;1;1.408;7.05
0;0.3;300.0;0.0;5.0;;1000.00;0;1;0;0;0;0;0;0;13.487173;-88.380892;654.955078;0.00;0;1;1;1;1;1;1;0.2156;1.15
