Sexo_productor;Area_Ha;Cantidad_plantas_patron;Cantidad_plantas_injerto;Edad_plantas_patron;Edad_plantas_injerto;Densidad_plantas_Ha;Aluviales;Andisoles;Grumosoles;Halomorficos;Latosoles_arcillosos_acidos;Latosoles_arcillo_rojizos;Litosoles;Regosoles;Latitud;Longitud;Altura;Porcentaje_injertacion;Injertacion;Aplica_poda;Maneja_sombra;Fertilizacion_organica;Fertilizacion_quimica;Plagas_enfermedades;AT;Perdidas_qq;Produccion_qq
0;0.12;125.0;0.0;7.0;;1041.67;0;1;0;0;0;0;0;0;13.697574;-89.462228;645;0.00;0;1;0;0;1;1;1;0.13992;0.76384
1;1.5;400.0;0.0;5.0;;266.67;0;0;0;0;0;1;0;0;13.8880791;-88.959215;379;0.00;0;1;1;1;1;1;0;0.6116;0.8624
1;2.5;400.0;0.0;6.0;;160.00;0;0;0;0;1;1;0;0;13.505021;-88.32357;729;0.00;0;1;1;1;1;0;1;0.45936;2.31
0;1.5;80.0;0.0;6.0;;53.33;0;1;0;0;0;0;0;0;13.6048378;-88.92514;666;0.00;0;1;1;1;0;1;1;0.22352;1.14
0;9.8;0.0;10800.0;;8.0;1102.04;0;1;0;0;0;0;1;0;13.654061;-88.843377;574;100.00;1;1;1;1;1;1;1;7.42544;41.15408
1;10;11000.0;0.0;6.0;;1100.00;0;1;0;0;0;0;0;0;13.3857;-89.0822;11;0.00;0;;;;;;0;1.6324;2.8644
0;0.35;0.0;200.0;;6.0;571.43;0;1;0;0;0;1;0;0;13.8726285;-89.172373;443;100.00;1;1;1;1;1;1;0;0.1496;0.35904
0;3.5;1433.0;0.0;8.0;;409.43;0;1;0;0;0;0;0;0;13.8999875;-89.856238;887;0.00;0;1;1;1;1;1;0;4.97904;23.21968
0;4.19;3150.0;2000.0;6.0;5.0;1229.12;1;0;0;1;0;0;0;1;13.3342009;-88.7724;9;38.83;1;1;1;1;1;1;1;1.22056;10.9
1;0.7;300.0;0.0;3.0;;428.57;0;1;0;0;0;0;0;0;13.7978;-89.1142;584;0.00;0;1;1;1;1;1;0;0.4532;0.8932
0;1.85;0.0;2025.0;;4.0;1094.59;0;0;0;0;1;1;0;0;13.9016608;-89.542454;997;100.00;1;1;0;1;1;1;0;4.5056;12.8744
1;0.5;100.0;0.0;12.0;;200.00;0;1;0;0;0;1;1;0;13.4272337;-88.506738;444;0.00;0;1;0;1;0;1;1;0.08272;1.01
1;1;650.0;0.0;5.0;;650.00;0;0;0;0;1;1;0;0;13.8881034;-88.898431;423;0.00;0;;;;;;0;0.55;1.078
0;1.5;1600.0;0.0;9.0;;1066.67;1;0;0;0;0;0;0;0;13.730753;-89.667272;380;0.00;0;1;1;1;0;0;1;2.66112;11.37
0;5.24;4437.0;1000.0;6.0;5.0;1037.60;1;0;0;1;0;0;0;1;13.3528614;-88.735018;16;18.39;1;1;1;1;1;1;0;1.81016;21.1
0;0.35;250.0;0.0;6.0;;714.29;0;0;0;0;1;1;0;0;13.8970446;-88.964616;346;0.00;0;1;1;1;1;1;0;0.8492;1.4564
1;0.35;150.0;0.0;11.0;;428.57;0;1;0;0;0;0;0;0;13.618069;-89.232421;790;0.00;0;1;1;1;1;1;0;0.616;1.122
0;1.5;1200.0;0.0;6.0;;800.00;0;1;0;0;0;0;1;0;13.742875;-89.00096;730;0.00;0;;;;;;1;0.49896;6.21
0;0.35;240.0;0.0;4.0;;685.71;0;1;0;0;0;0;1;0;13.8852502;-89.565621;923;0.00;0;;;;;;1;0.24816;0.70576
1;1.4;1500.0;0.0;6.0;;1071.43;0;1;0;0;0;0;1;0;13.6231117;-88.860226;847;0.00;0;0;1;1;1;0;0;0.87296;5.41
0;0.26;250.0;0.0;6.0;;961.54;0;0;0;0;0;1;0;0;13.796305;-88.1678;734;0.00;0;1;1;1;0;1;1;0.5544;1.666
0;1.5;60.0;0.0;20.0;;40.00;0;1;0;0;0;0;0;0;13.6007456;-88.956494;501;0.00;0;;;;;;1;1.43968;4.84
0;1;735.0;0.0;7.0;;735.00;0;0;0;0;0;0;1;0;13.736101;-89.662778;394;0.00;0;;;;;;1;2.44288;9.33
0;1;500.0;0.0;7.0;;500.00;0;1;0;0;0;0;0;0;13.4329681;-88.566959;397;0.00;0;;;;;;1;0.19448;4.12
0;0.35;200.0;0.0;5.0;;571.43;0;1;0;0;0;0;0;0;13.527995;-88.448691;569;0.00;0;1;1;0;1;1;1;0.0352;0.165
0;0.5;125.0;0.0;4.0;;250.00;0;1;0;0;0;0;1;0;13.4754002;-88.391273;647;0.00;0;0;0;0;0;1;1;0.63712;3.45
0;2.1;2100.0;0.0;6.0;;1000.00;0;1;0;0;0;0;1;0;13.71020558;-89.00208925;505;0.00;0;;;;;;0;0.96624;6.73
0;0.7;400.0;0.0;9.0;;571.43;0;0;0;0;1;1;0;0;13.747739;-88.19778;847;0.00;0;1;1;1;1;1;1;0.10208;0.33
0;2;600.0;0.0;5.0;;300.00;0;1;0;0;0;0;0;0;13.468018;-88.879255;71;0.00;0;1;1;1;1;1;1;1.41856;8.55
1;0.5;500.0;0.0;5.0;;1000.00;0;1;0;0;0;0;1;0;13.74291094;-88.99216617;697;0.00;0;;;;;;0;0.38368;2.26
0;0.15;50.0;0.0;4.0;;333.33;0;1;0;0;0;1;0;0;13.5321235;-88.429579;537;0.00;0;1;1;0;1;1;1;0.5808;3.2
1;0.35;200.0;0.0;5.0;;571.43;0;1;0;0;0;0;0;0;13.527761;-88.448281;573;0.00;0;1;1;0;1;1;1;0.18568;1.0252
0;0.4;400.0;0.0;8.0;;1000.00;1;0;0;1;0;0;0;1;13.280707;-88.749472;10;0.00;0;1;1;1;1;0;1;0.63888;3.35
0;2;1950.0;0.0;12.0;;975.00;1;1;0;0;0;0;0;0;13.735369;-89.670419;391;0.00;0;;;;;;1;9.65536;37.21
0;2.5;1500.0;0.0;5.0;;600.00;0;1;0;0;0;0;0;0;13.5196594;-88.821027;267;0.00;0;1;1;1;1;1;1;1.24256;10.85
0;0.72;800.0;0.0;5.0;;1111.11;0;0;0;0;1;1;0;0;13.34170833;-88.61497333;28;0.00;0;1;1;1;0;0;1;0.87296;4.49
0;4;3325.0;625.0;5.8;5.0;987.50;1;0;0;1;0;0;0;1;13.348937;-88.735581;10;15.82;1;1;1;1;1;1;0;1.1616;14.25
0;0.2;200.0;0.0;4.0;;1000.00;0;1;0;0;0;1;0;0;13.9445635;-89.543256;786;0.00;0;;;;;;0;0.1936;0.55528
1;0.35;400.0;0.0;5.0;;1142.86;0;1;0;0;0;0;1;0;13.7071155;-88.933568;787;0.00;0;1;1;0;1;0;1;0.18744;1.32
0;1.4;700.0;0.0;8.0;;500.00;0;0;0;0;0;1;0;0;13.9000664;-89.05272;581;0.00;0;;;;;;0;0.8536;1.0208
0;6;700.0;0.0;14.2;;116.67;0;1;0;0;0;0;0;0;13.5438087;-88.870833;456;0.00;0;1;1;1;1;1;1;1.3332;9.4
0;1.75;1700.0;0.0;4.0;;971.43;0;1;0;0;0;1;0;0;13.931565;-89.568684;857;0.00;0;1;1;1;1;1;0;3.2516;9.29808
0;2.5;2350.0;0.0;26.4;;940.00;0;1;0;0;0;0;0;0;13.61681;-88.91105333;716;0.00;0;1;1;1;1;1;1;0.45672;17.23
0;0.7;300.0;0.0;6.0;;428.57;0;1;0;0;0;0;0;0;13.510797;-88.435995;685;0.00;0;1;1;1;1;1;1;0.06072;1.06
0;6;450.0;0.0;6.0;;75.00;0;1;0;0;0;0;0;0;13.5951272;-88.941041;568;0.00;0;;;;;;1;0.99704;9.16
0;0.09;100.0;0.0;5.0;;1111.11;0;1;0;0;0;0;0;0;13.3888924;-88.416754;209;0.00;0;1;1;0;0;1;1;0.5544;3.15
0;1;250.0;150.0;6.0;4.0;400.00;0;1;0;0;0;1;1;0;13.349751;-88.47627;135;37.50;1;0;1;1;0;1;1;0.13024;1.7
0;2.5;0.0;2600.0;;10.0;1040.00;1;1;0;0;0;1;0;0;13.7047462;-89.714227;212;100.00;1;1;1;1;1;1;0;4.99488;26.80832
0;2;250.0;0.0;6.0;;125.00;0;1;0;0;0;0;0;0;13.610527;-88.94753;441;0.00;0;;;;;;1;0.4004;4.5
1;1.2;1000.0;0.0;32.0;;833.33;0;1;0;0;0;0;1;0;13.62882;-88.873072;678;0.00;0;1;1;1;0;1;1;1.32352;8.38464
0;0.5;50.0;0.0;10.0;;100.00;0;1;0;0;0;0;0;0;13.5178777;-88.873085;255;0.00;0;;;;;;1;0.05368;0.58
1;0.5;35.0;0.0;19.0;;70.00;0;0;0;0;1;1;0;0;13.6223679;-89.019296;766;0.00;0;1;1;1;1;1;1;0.14432;1.33
0;1;800.0;0.0;9.0;;800.00;0;0;0;0;1;1;0;0;13.9323375;-88.086314;837;0.00;0;1;1;1;1;1;1;1.13168;6.808
0;27;0.0;26000.0;;8.0;962.96;1;1;0;0;0;0;0;0;13.389457;-88.911459;6;100.00;1;1;1;1;1;1;1;47.7576;25
1;0.7;50.0;0.0;6.0;;71.43;0;1;0;0;0;0;0;0;13.5993299;-88.967923;405;0.00;0;;;;;;1;0.26312;6.63
0;0.7;600.0;0.0;5.0;;857.14;0;0;0;0;1;1;0;0;13.7873058;-89.074704;612;0.00;0;1;1;1;1;1;0;0.704;1.3772
0;0.35;200.0;0.0;5.0;;571.43;0;0;0;0;1;1;0;0;13.7945466;-89.071401;646;0.00;0;1;1;1;1;1;0;0.9856;1.1132
0;1;400.0;400.0;7.0;6.0;800.00;0;1;0;0;0;0;0;0;13.6625233;-88.963976;512;50.00;1;1;1;1;1;1;1;0.26752;2.3
0;2.5;2100.0;0.0;3.0;;840.00;0;1;0;0;0;1;0;0;13.9662051;-89.668249;765;0.00;0;1;1;1;1;1;0;2.55464;7.30136
1;1;1000.0;0.0;4.0;;1000.00;0;1;0;0;0;0;1;0;13.7928785;-88.950008;581;0.00;0;1;1;1;1;1;1;0.45848;3.58
1;1.05;300.0;0.0;18.0;;285.71;0;0;0;0;1;1;0;0;13.3916;-88.5836;771;0.00;0;1;0;1;0;1;1;0.22;2.43
0;0.7;500.0;0.0;5.0;;714.29;0;0;0;0;1;1;0;0;13.7577755;-88.199316;981;0.00;0;1;1;1;1;1;1;0.15752;0.66
1;0.7;400.0;0.0;5.0;;571.43;0;0;0;0;0;1;0;0;13.875589;-89.958017;1026;0.00;0;1;1;1;1;1;0;0.55;0.5896
0;0.7;350.0;0.0;11.9;;500.00;0;0;0;0;1;1;0;0;13.376;-89.021;891;0.00;0;1;1;1;0;1;1;0.29832;5.323334
0;1;800.0;0.0;6.0;;800.00;1;1;0;1;0;0;0;1;13.296757;-88.55199;27;0.00;0;1;1;1;0;0;1;0.86944;4.63
0;1;1000.0;0.0;7.0;;1000.00;0;1;0;0;0;0;1;0;13.75886;-89.654032;497;0.00;0;1;0;1;1;0;1;1.81984;5.7288
0;0.35;350.0;0.0;10.0;;1000.00;0;1;0;0;0;0;1;0;13.394;-88.5842;728.2;0.00;0;1;1;1;0;1;1;0.17864;2.21
1;0.5;150.0;0.0;14.3;;300.00;0;1;0;0;0;0;0;0;13.6243085;-88.939982;570;0.00;0;;;;;;1;0.33968;3.23
0;10.48;9250.0;2000.0;6.0;5.0;1073.47;1;0;0;1;0;0;0;1;13.3424695;-88.724696;18;17.78;1;1;1;1;1;1;0;2.1164;23.5
0;3;1500.0;1500.0;13.0;3.0;1000.00;1;1;0;0;0;0;0;0;13.73392;-89.680593;380;50.00;1;1;1;1;0;0;1;15.16328;46.64
1;5;1000.0;0.0;4.0;;200.00;0;1;0;0;0;0;0;0;13.4685917;-88.380413;507;0.00;0;0;0;1;1;1;1;0.81576;4.45
0;1.05;600.0;0.0;13.5;;571.43;0;1;0;0;0;0;0;0;13.3724;-89.032;918.8;0.00;0;1;1;1;0;1;1;0.35992;5.42
0;0.35;300.0;0.0;16.0;;857.14;1;1;0;0;0;0;0;0;13.735013;-89.670208;390;0.00;0;;;;;;1;0.33968;1.36
1;0.35;200.0;0.0;5.0;;571.43;0;0;0;0;1;1;0;0;13.70846527;-88.80941066;598;0.00;0;;;;;;0;0.11616;1.04
0;0.9;200.0;0.0;7.0;;222.22;0;1;0;0;0;0;0;0;13.6189352;-88.928815;642;0.00;0;;;;;;1;0.31856;4.75
0;0.35;300.0;0.0;4.0;;857.14;0;0;0;0;0;1;1;0;13.8569683;-88.952133;603;0.00;0;1;1;1;1;0;0;0.704;1.1836
0;0.25;200.0;0.0;5.0;;800.00;0;1;0;0;0;0;0;0;13.77654333;-89.15158;490;0.00;0;;;;;;0;0.20504;0.594
0;0.5;600.0;0.0;6.5;;1200.00;1;0;0;1;0;0;0;1;13.3017209;-88.75601;6;0.00;0;1;1;1;0;0;1;0.31504;2.05
0;1.4;900.0;0.0;5.0;;642.86;0;0;0;0;0;0;1;0;13.888558;-88.89785;421;0.00;0;;;;;;0;0.528;0.55
0;0.5;200.0;0.0;6.0;;400.00;0;1;0;0;0;0;0;0;13.4808403;-88.35483;909;0.00;0;1;0;0;1;1;1;0.30008;1.49
1;4.19;4000.0;350.0;6.0;5.0;1038.19;1;0;0;1;0;0;0;1;13.351173;-88.731821;7;8.05;1;1;1;1;1;1;0;1.32264;17.43
1;1.4;600.0;0.0;16.0;;428.57;0;1;0;0;0;0;1;0;13.756859;-89.594405;596;0.00;0;1;1;1;1;0;0;1.47312;4.70624
0;0.5;300.0;100.0;5.0;4.0;800.00;0;0;0;0;1;1;0;0;13.66615821;-88.78389016;623;25.00;1;1;1;1;1;1;1;0.29832;1.9
1;0.2;150.0;0.0;14.0;;750.00;0;1;0;0;0;1;0;0;13.5311716;-88.408954;509;0.00;0;0;1;0;1;1;1;0.34672;1.81
0;0.5;400.0;0.0;6.0;;800.00;0;1;0;0;0;0;0;0;13.76684219;-88.94939605;653;0.00;0;;;;;;1;0.35904;2.42
1;0.05;50.0;0.0;6.0;;1000.00;0;0;0;0;0;1;0;0;13.8070785;-88.174595;752;0.00;0;1;1;1;0;1;1;0.06072;0.5236
1;1;800.0;0.0;4.0;;800.00;0;1;0;0;0;0;1;0;13.7018079;-88.953556;670;0.00;0;1;1;0;1;1;1;0.23936;1.9
0;1;800.0;0.0;4.0;;800.00;0;0;0;0;0;1;0;0;13.9169308;-89.517694;816;0.00;0;1;1;1;1;1;1;0.94424;2.69984
0;0.7;400.0;0.0;4.0;;571.43;0;0;0;0;1;1;0;0;13.8883689;-88.957423;391;0.00;0;1;1;1;1;1;0;0.8096;1.078
0;1.4;850.0;0.0;5.0;;607.14;0;0;0;0;0;1;0;0;13.856;-89.471;595;0.00;0;1;1;1;1;1;0;0.946;1.3728
0;0.2;200.0;0.0;7.0;;1000.00;0;0;0;0;1;1;0;0;13.7775619;-88.160689;916;0.00;0;1;1;1;1;1;1;0.19184;1
0;1.05;1100.0;0.0;6.0;;1047.62;0;1;0;0;0;0;0;0;13.7715296;-89.081254;655;0.00;0;1;1;1;1;1;0;1.7732;6.1248
0;1.4;500.0;0.0;5.0;;357.14;0;0;0;0;1;1;0;0;13.8881281;-88.963857;369;0.00;0;1;1;1;1;1;0;0.3608;1.0252
0;2.1;2500.0;0.0;4.0;;1190.48;0;1;0;0;0;0;1;0;13.6235499;-88.875549;705;0.00;0;1;1;1;1;1;1;0.60808;4.62
0;1.4;500.0;0.0;6.0;;357.14;0;1;0;0;0;0;0;0;13.788365;-89.1105;605;0.00;0;1;1;1;1;1;0;1.3948;3.05448
0;0.7;500.0;0.0;6.0;;714.29;0;0;0;0;0;1;0;0;13.7972304;-88.184138;1053;0.00;0;1;1;1;0;1;1;0.9064;3.376
0;0.5;500.0;0.0;11.0;;1000.00;0;0;0;0;0;1;0;0;13.927612;-88.642694;602;0.00;0;0;1;0;1;1;1;0.26752;2.01
0;0.35;180.0;0.0;5.0;;514.29;0;0;0;0;1;1;0;0;13.3055;-88.1859;41;0.00;0;1;0;0;1;1;1;0.02992;0.15
0;0.1;115.0;0.0;6.0;;1150.00;0;0;0;0;0;1;0;0;13.8068175;-88.172954;764;0.00;0;1;1;1;1;1;1;0.0264;0.088
0;0.7;300.0;0.0;4.0;;428.57;0;0;0;0;0;1;0;0;13.91143333;-89.074705;693.3;0.00;0;1;0;1;1;1;0;0.374;0.55
0;1.4;250.0;0.0;2.0;;178.57;1;0;1;0;0;1;0;0;14.0160221;-89.192502;273;0.00;0;1;1;1;1;1;0;0.946;2.3584
0;0.5;500.0;0.0;11.0;;1000.00;1;1;0;0;0;0;0;0;13.732154;-89.68216;366;0.00;0;1;1;1;0;0;0;1.0428;4.38
0;3.5;3100.0;0.0;21.0;;885.71;0;1;0;0;0;0;1;0;13.760663;-89.655201;507;0.00;0;1;1;1;1;0;1;4.0172;12.81632
0;0.1;100.0;0.0;6.0;;1000.00;0;0;0;0;0;1;0;0;13.4757;-88.1013;137;0.00;0;1;1;1;1;1;1;0.10384;0.45
0;10.5;0.0;10500.0;;13.0;1000.00;1;0;0;0;0;1;0;0;13.598874;-88.630359;35;100.00;1;1;1;1;1;0;1;55.47256;66.21296
0;0.5;450.0;0.0;7.0;;900.00;0;0;0;0;0;0;1;0;13.759549;-89.632617;571;0.00;0;1;1;1;1;0;0;0.61688;1.90168
1;0.7;700.0;0.0;5.0;;1000.00;0;0;1;0;0;1;1;0;14.13621;-89.639796;1008;0.00;0;1;0;1;1;1;0;1.61568;4.62
0;5.6;2900.0;2100.0;6.0;7.0;892.86;0;0;0;0;0;1;0;0;13.983404;-89.517919;607;42.00;1;1;0;1;1;1;1;5.10928;15.44488
1;0.5;125.0;0.0;5.0;;250.00;0;1;0;0;0;1;0;0;13.5191778;-88.360246;503;0.00;0;1;1;1;1;1;1;0.04048;0.21
0;1;300.0;25.0;5.0;4.0;325.00;0;1;0;0;0;0;0;0;13.4821097;-88.465495;895;7.69;1;1;1;1;1;1;1;0.10824;1.24
1;0.5;125.0;0.0;31.0;;250.00;0;1;0;0;0;0;0;0;13.6019738;-88.925999;660;0.00;0;;;;;;0;0.47784;4.98
0;1;925.0;0.0;8.0;;925.00;1;0;0;0;0;1;1;0;13.6758;-89.7111;194;0.00;0;1;1;1;1;1;0;0.4488;2.99904
0;4;3000.0;850.0;8.0;8.0;962.50;0;0;0;0;0;1;1;0;13.716707;-89.676256;316;22.08;1;1;1;1;1;0;0;2.71744;11.6
0;0.35;250.0;0.0;7.0;;714.29;0;0;0;0;0;0;1;0;13.75141;-89.618802;548;0.00;0;1;1;1;1;0;0;0.81664;2.54408
0;0.35;200.0;0.0;5.0;;571.43;1;0;1;0;0;0;0;0;13.7054892;-89.976293;8;0.00;0;1;1;1;1;0;0;0.17688;1.02256
0;0.7;700.0;0.0;5.0;;1000.00;0;0;0;0;0;1;0;0;13.8883915;-88.957444;390;0.00;0;1;1;1;1;1;0;0.6468;0.902
0;1;800.0;0.0;3.5;;800.00;1;1;0;1;0;0;0;1;13.308282;-88.566122;28;0.00;0;1;1;0;0;0;1;0.2332;1.25
0;1;100.0;0.0;11.0;;100.00;0;1;0;0;0;0;0;0;13.517902;-88.87303;255;0.00;0;;;;;;1;0.06512;1.06
1;0.42;350.0;0.0;7.0;;833.33;0;0;0;0;0;1;0;0;13.8880898;-88.111576;747;0.00;0;1;1;1;1;1;1;0.12936;2.086
0;0.07;70.0;0.0;6.0;;1000.00;0;0;0;0;0;1;0;0;13.7994365;-88.176011;944;0.00;0;1;1;1;1;1;1;0.176;0.5
0;0.7;750.0;0.0;8.0;;1071.43;0;0;0;0;0;0;1;0;13.76714;-89.639373;644;0.00;0;1;1;1;1;0;1;1.51096;4.64288
0;0.35;200.0;0.0;4.0;;571.43;0;0;0;0;0;0;1;0;13.8881828;-88.898802;422;0.00;0;;;;;;0;0.6116;0.682
0;2;1500.0;0.0;5.0;;750.00;1;0;0;1;0;0;0;1;13.369923;-88.76751;12;0.00;0;;;;;;1;1.16952;11.45
0;0.7;25.0;0.0;6.0;;35.71;0;1;0;0;0;0;0;0;13.5772386;-88.956248;496;0.00;0;;;;;;1;0.27368;2.62
0;0.5;300.0;0.0;7.0;;600.00;0;0;0;0;0;1;0;0;13.9511867;-89.742584;775;0.00;0;1;1;1;1;1;0;0.19536;1.6236
0;0.7;500.0;0.0;6.0;;714.29;0;0;0;0;0;1;1;0;13.91907;-88.992978;257;0.00;0;1;1;1;1;1;0;0.6292;1.01024
0;1.4;1500.0;0.0;8.0;;1071.43;1;1;0;0;0;0;0;0;13.688156;-89.43955;910;0.00;0;1;0;0;1;1;1;3.09584;14.90632
0;0.35;250.0;0.0;5.0;;714.29;0;1;0;0;0;0;0;0;13.7750633;-89.141336;527;0.00;0;1;1;1;1;1;0;0.2112;0.4796
0;0.25;55.0;0.0;12.0;;220.00;0;1;0;0;0;0;1;0;13.5080572;-88.87195;200;0.00;0;;;;;;1;0.18392;1.65
0;1.4;900.0;0.0;7.7;;642.86;0;1;0;0;0;0;0;0;13.494343;-88.442876;858;0.00;0;1;1;0;0;1;1;0.10472;4.04
0;2.1;1000.0;200.0;5.4;5.0;571.43;1;1;0;0;0;1;0;0;13.529087;-88.531897;556;16.67;1;1;1;1;1;1;1;0.09416;3.33
1;0.7;600.0;0.0;5.0;;857.14;0;0;0;0;1;1;0;0;13.8986392;-88.963241;348;0.00;0;1;1;1;1;1;0;0.946;1.4608
0;1.5;275.0;0.0;15.0;;183.33;0;1;0;0;0;0;0;0;13.6257742;-88.923713;616;0.00;0;1;1;1;1;1;1;0.23936;4.13
0;0.7;650.0;0.0;8.0;;928.57;1;1;0;0;0;0;0;0;13.736436;-89.678;388;0.00;0;1;1;1;0;0;1;2.3452;8.03
1;0.5;150.0;0.0;5.0;;300.00;0;1;0;0;0;0;0;0;13.4820895;-88.355541;888;0.00;0;1;1;1;1;1;1;0.08272;0.42
0;1;700.0;0.0;5.9;;700.00;0;1;0;1;0;0;0;1;13.2771048;-88.424031;12;0.00;0;1;1;1;1;1;1;0.16544;3.04
0;0.5;300.0;0.0;6.0;;600.00;0;1;0;0;0;0;1;0;13.475305;-88.55509;877;0.00;0;;;;;;1;0.30184;1.6472
0;0.7;700.0;0.0;6.0;;1000.00;0;1;0;0;0;0;1;0;13.7019152;-88.952112;672;0.00;0;1;1;1;1;0;1;0.45232;2.78048
0;1.2;0.0;1290.0;;5.0;1075.00;0;0;0;0;1;1;0;0;13.712295;-89.724821;224;100.00;1;1;0;1;1;0;1;1.36576;4.1668
0;1.4;650.0;0.0;6.0;;464.29;1;1;0;0;0;0;1;0;13.443879;-89.186468;9;0.00;0;1;1;1;1;1;0;0.66;1.0824
0;0.7;50.0;700.0;4.0;4.0;1071.43;0;0;1;0;0;1;0;0;13.9990122;-89.624166;706;93.33;1;1;1;1;1;1;0;0.59048;2.7676
0;4.19;2362.0;2300.0;6.0;5.0;1112.65;1;0;0;1;0;0;0;1;13.3428121;-88.76537;11;49.34;1;1;1;1;1;1;1;1.3156;16.85
0;1;0.0;600.0;;4.0;600.00;0;0;0;0;1;1;0;0;13.4759;-88.1503;101;100.00;1;1;1;1;1;1;1;0.54296;2.86
1;1;80.0;0.0;6.0;;80.00;0;1;0;0;0;0;0;0;13.584094;-88.96387;441;0.00;0;;;;;;1;0.0308;0.7
0;0.35;350.0;0.0;5.0;;1000.00;0;0;0;0;0;1;1;0;13.85473;-88.942;535;0.00;0;1;1;1;1;1;0;0.704;0.7964
0;1.4;700.0;0.0;6.0;;500.00;0;0;0;0;0;1;1;0;13.8553367;-88.9424;544;0.00;0;1;1;1;1;1;0;0.594;0.8976
0;1.4;900.0;0.0;5.0;;642.86;0;0;0;0;0;1;0;0;13.8586584;-88.961333;532;0.00;0;1;1;1;1;1;0;0.616;1.0912
0;0.5;400.0;0.0;16.0;;800.00;1;1;0;0;0;0;0;0;13.735586;-89.670641;389;0.00;0;;;;;;1;0.61072;2.4
0;0.5;250.0;0.0;12.0;;500.00;0;1;0;0;0;0;0;0;13.2022;-88.2148;390;0.00;0;0;1;0;1;1;1;0.10912;0.55
0;1;550.0;0.0;5.0;;550.00;1;1;0;0;0;0;0;0;13.429588;-88.909435;28;0.00;0;1;1;1;1;1;0;1.07712;7.53
0;1.5;600.0;0.0;6.0;;400.00;0;0;0;0;1;1;0;0;13.651274;-88.97704;706;0.00;0;1;1;1;0;1;1;0.28424;2.65
0;0.3;250.0;0.0;5.0;;833.33;0;0;0;0;0;1;0;0;13.799264;-88.2799;874;0.00;0;0;1;1;0;1;1;0.29304;1.47
1;0.2;200.0;0.0;6.0;;1000.00;0;0;0;0;0;1;0;0;13.4813;-88.1017;146;0.00;0;1;1;1;0;1;1;0;0.08
1;0.5;300.0;100.0;6.0;5.0;800.00;0;0;0;1;0;1;0;1;13.3318756;-88.687538;9;25.00;1;1;1;1;0;0;1;0.39424;2.35
0;0.35;300.0;0.0;5.0;;857.14;0;1;0;0;0;0;0;0;13.777191;-89.14259;539;0.00;0;1;1;1;1;1;0;0.4576;0.5808
1;1;500.0;0.0;7.0;;500.00;0;0;0;0;0;1;0;0;13.38302354;-88.6546586;58;0.00;0;1;1;1;1;1;1;0.1188;2.09
0;2.1;1200.0;0.0;5.0;;571.43;0;0;0;0;1;1;0;0;13.7881052;-89.350056;481;0.00;0;;;;;;0;0.8272;2.1384
0;0.3;300.0;0.0;12.0;;1000.00;0;1;0;0;0;1;0;0;13.5228;-88.4319;580;0.00;0;0;0;1;0;1;1;3.16712;4.5
1;0.5;400.0;0.0;4.0;;800.00;1;1;0;1;0;0;0;1;13.296972;-88.552321;26;0.00;0;1;1;1;0;0;1;0.38104;2.2968
0;0.25;40.0;0.0;12.0;;160.00;0;1;0;0;0;0;1;0;13.5080787;-88.871953;200;0.00;0;;;;;;0;0.1672;1.13
0;1;400.0;0.0;6.0;;400.00;0;0;0;0;0;1;0;0;13.5414;-88.1013;256;0.00;0;1;1;1;0;1;1;0.17864;0.65
0;2;1800.0;0.0;8.0;;900.00;1;1;0;0;0;0;0;0;13.687671;-89.436964;920;0.00;0;1;0;0;1;1;1;1.0912;5.59856
1;0.35;400.0;0.0;6.0;;1142.86;1;0;0;0;0;1;0;0;13.584613;-88.572157;29;0.00;0;1;1;1;1;1;1;0.40656;2.11024
0;2.1;1000.0;0.0;7.0;;476.19;0;1;0;0;0;0;0;0;13.81502667;-89.09967499;553;0.00;0;1;1;1;1;1;0;1.5532;3.3396
0;0.7;500.0;0.0;5.0;;714.29;0;1;0;0;0;0;0;0;13.7776497;-89.162414;492;0.00;0;1;1;1;1;1;0;0.4048;0.80432
0;0.5;100.0;0.0;12.0;;200.00;0;1;0;0;0;0;1;0;13.5080808;-88.871956;200;0.00;0;;;;;;1;0.19008;2.38
1;0.3;300.0;0.0;5.0;;1000.00;0;0;0;0;0;1;0;0;13.7840352;-88.099312;520;0.00;0;1;1;1;1;1;1;0.1144;0.43
0;0.5;400.0;0.0;5.0;;800.00;0;1;0;0;0;0;0;0;13.7432511;-88.945829;709;0.00;0;1;1;0;1;1;1;0.23056;1.59
1;0.4;125.0;0.0;14.0;;312.50;0;1;0;0;0;1;0;0;13.5332934;-88.408855;509;0.00;0;1;1;0;1;1;1;0.38456;2.15
0;0.35;150.0;0.0;6.0;;428.57;0;1;0;0;0;1;0;0;13.791061;-89.877045;477;0.00;0;1;0;1;1;1;0;0.32384;2.60792
0;0.06;60.0;0.0;6.0;;1000.00;0;0;0;0;0;1;0;0;13.9001862;-88.112952;825;0.00;0;1;1;1;1;1;1;0.0132;0.088
1;1;400.0;0.0;8.0;;400.00;0;0;0;0;0;1;0;0;13.5876763;-88.452938;396;0.00;0;1;1;1;1;1;1;0.08008;1.23
0;0.7;250.0;0.0;7.0;;357.14;0;0;0;0;1;1;0;0;13.7820707;-89.119029;610;0.00;0;1;1;1;1;1;0;1.2056;1.1792
