Sexo productor;Area (Ha);total arboles;Total de injertos;Edad promedio plantas patron;Edad promedio plantas injerto;Edad promedio plantas;Aluviales;Andisoles;Grumosoles;Halomorficos;Latosoles_arcillosos_acidos;Latosoles_arcillo_rojizos;Litosoles;Regosoles;Latitud;Longitud;Altura;Injertacion;Aplica poda;Maneja sombra;Fertilizacion organica;Fertilizacion quimica;Presencia plagas y enfermedades;recibe AT;Perdidas (qq);Produccion efectiva (qq)
Mujer;3.15;1400;200;7;5;6.8;No;Si;No;No;No;No;No;No;13.611884;-88.928115;603;Si;Si;Si;Si;Si;Si;Si;0.20592;3.44
Mujer;0.9;576;0;3;;3;No;Si;No;No;No;No;Si;No;13.847466;-89.591407;949.516602;No;Si;No;Si;Si;Si;No;0.33792;0.96976
Mujer;2.1;2000;0;4.6;;4.6;No;Si;No;No;No;No;No;No;13.706413;-89.487607;907;No;Si;No;Si;Si;Si;No;1.06832;5.15152
Hombre;1;600;0;4;;4;No;No;No;No;Si;Si;No;No;13.756171;-88.182097;815;No;Si;Si;Si;Si;Si;Si;0.6424;2.97
Hombre;0.36;400;0;5;;5;No;No;No;No;No;Si;No;No;13.794766;-88.17265;812;No;Si;Si;Si;No;Si;Si;0.6688;1.316
Hombre;0.7;600;100;5;4;4.9;No;Si;No;No;No;No;Si;No;13.493393;-88.407657;728.315186;Si;Si;Si;No;No;Si;Si;0.6204;3.25
Hombre;1.5;1300;200;6;5;5.9;No;No;No;Si;No;No;No;Si;13.221172;-88.5536443;7;Si;Si;Si;Si;Si;No;Si;1.95184;10.24
Mujer;0.23;150;0;6;;6;No;No;No;No;Si;Si;No;No;13.441642;-88.46177;687;No;Si;Si;No;Si;Si;Si;0.18128;0.95832
Hombre;0.71;720;0;5;;5;No;Si;No;No;No;Si;No;No;13.763965;-89.799136;442;No;Si;No;Si;Si;No;No;0.3168;1.06688
Hombre;0.45;350;0;4;;4;No;No;No;No;No;Si;No;No;13.715718;-88.221713;850.767457;No;Si;Si;Si;Si;Si;Si;0.13992;0.33
Mujer;0.5;500;0;4;;4;No;Si;No;No;No;No;No;No;13.617552;-88.945934;527;No;No;No;No;No;Si;No;0.0484;0.1
Hombre;13.92;0;15394;;5;5;Si;No;Si;No;No;Si;No;No;13.551689;-89.737838;13;Si;Si;Si;Si;Si;No;Si;10.8064;47.57632
Hombre;0.8;800;0;6;;6;No;No;No;No;Si;Si;No;No;13.906991;-88.153991;755.30957;No;Si;Si;Si;Si;Si;Si;0.55528;2.538
Mujer;0.24;150;0;5;;5;No;Si;No;No;No;No;No;No;13.495806;-88.39218;593.7854;No;Si;Si;No;No;Si;Si;0.6512;3.5
Hombre;1.4;650;150;6;3;5.4;No;Si;No;No;No;No;No;No;13.593176;-88.953457;508;Si;Si;Si;Si;Si;Si;Si;0.18304;3.26
Hombre;0.7;704;0;6;;6;No;Si;No;No;No;No;No;No;13.743856;-89.470587;596.448486;No;Si;No;Si;Si;Si;No;0.22792;1.1176
Hombre;0.28;256;0;6;;6;No;Si;No;No;No;No;No;No;13.804987;-89.733484;651.95752;No;Si;No;Si;Si;Si;No;0.45848;1.39272
Hombre;1.42;666;0;5;;5;No;No;No;No;Si;Si;No;No;13.68015;-89.429293;930.515015;No;Si;No;Si;Si;Si;Si;0.42856;2.25192
Hombre;0.5;450;50;5;4;4.9;No;Si;No;No;No;No;Si;No;13.496906;-88.411059;698.317627;Si;Si;Si;No;Si;Si;Si;0.64856;3.48
Hombre;0.6;550;50;6;4;5.8;No;Si;No;No;No;Si;No;No;13.52469;-88.429257;550.611572;Si;Si;Si;No;Si;Si;Si;0.56408;3.18
Mujer;3;0;2700;;6;6;Si;No;No;No;No;No;No;No;13.728552;-89.658814;382.417236;Si;Si;Si;Si;Si;No;Si;2.90928;11.62
Hombre;0.4;405;0;6;;6;Si;No;No;Si;No;No;No;Si;13.728974;-90.072648;10.084747;No;No;Si;Si;Si;No;No;0.1364;0.638
Hombre;3.22;2000;0;4;;4;No;Si;No;No;No;Si;No;No;13.786516;-89.831885;620.999756;No;No;Si;Si;Si;Si;No;0.2068;1.1132
Hombre;10.4;11361;0;3;;3;No;Si;No;No;No;Si;No;No;13.951813;-89.545396;650;No;Si;No;Si;Si;Si;Si;4.8136;13.58984
Hombre;0.75;300;200;7.5;5;6.5;No;No;No;No;Si;Si;No;No;13.622787;-88.945884;537;Si;Si;Si;Si;No;Si;Si;0.27104;5.37
Hombre;1;450;50;7;3;6.6;No;Si;No;No;No;No;Si;No;13.485055;-88.559372;884;Si;Si;No;Si;No;Si;Si;0.08712;2.84
Hombre;2.75;2000;500;7;5;6.6;No;Si;No;No;No;No;No;No;13.603095;-88.91778;686;Si;Si;Si;Si;No;Si;Si;0.25872;6.219999
Mujer;0.06;70;0;5;;5;No;No;No;No;Si;Si;No;No;13.750828;-88.190511;757.35868;No;Si;Si;Si;Si;Si;Si;0.02288;0.11
Hombre;0.7;320;80;5;4;4.8;No;Si;No;No;No;No;No;No;13.531327;-88.942056;153;Si;Si;Si;Si;Si;Si;No;0.0308;0.31
Hombre;0.45;0;278;;5;5;No;No;No;No;No;Si;No;No;13.591942;-89.536274;529;Si;Si;Si;Si;Si;Si;No;0.8624;1.3332
Mujer;0.5;400;0;4;;4;No;Si;No;No;No;No;Si;No;13.468863;-88.386111;543.896973;No;Si;Si;Si;Si;Si;Si;0.3652;2.05
Hombre;0.5;400;0;4;;4;No;No;No;No;No;Si;No;No;13.546082;-88.434885;508.5996;No;No;No;No;No;No;Si;0.5016;2.8
Hombre;0.89;539;0;4.8;;4.8;No;Si;No;No;No;Si;No;No;13.755328;-89.820842;339.960327;No;Si;Si;Si;No;No;No;0.34936;2.17184
Hombre;1.05;140;10;7;5;6.9;No;Si;No;No;No;No;No;No;13.620514;-88.94419;501.891357;Si;Si;Si;No;No;Si;Si;0.15224;0.84
Hombre;3;2700;0;4;;4;No;Si;No;No;No;No;Si;No;13.2618;-88.3328;668.6;No;Si;Si;Si;Si;Si;Si;2.14632;11.45408
Hombre;0.3;300;0;5;;5;No;Si;No;No;No;No;Si;No;13.491705;-88.410199;742.843018;No;Si;Si;No;Si;Si;Si;0.41096;2.1
Mujer;4.4;3400;0;4.8;;4.8;No;Si;No;No;No;No;Si;No;13.477552;-88.557315;862.235352;No;Si;Si;Si;Si;No;Si;3.99608;19.8356
Hombre;0.18;200;0;4;;4;No;No;No;No;Si;Si;No;No;13.970403;-88.229795;749.815217;No;Si;Si;Si;Si;Si;Si;0.3168;1.468
Hombre;0.32;100;0;3;;3;No;No;No;No;Si;Si;No;No;13.802182;-88.235739;948.170166;No;Si;Si;Si;Si;Si;Si;0.1804;0.77
Hombre;0.45;500;0;4;;4;No;No;No;No;Si;Si;No;No;13.797101;-88.250497;1021.347412;No;Si;Si;Si;Si;Si;Si;0.61248;2.376
Hombre;1;800;100;6;4;5.8;No;No;No;No;Si;Si;No;No;13.4628;-88.1513;1052;Si;Si;No;Si;Si;Si;Si;1.28832;6.45
Hombre;1.42;400;0;4;;4;No;Si;No;No;No;No;Si;No;13.52807;-89.34064;901;No;Si;No;Si;Si;Si;Si;0.2156;0.61688
Hombre;2.82;1692;0;5;;5;No;No;Si;No;No;Si;No;No;13.693753;-89.81616;140.187256;No;No;Si;Si;Si;No;No;1.09296;5.58536
Hombre;0.1;100;0;4;;4;No;Si;No;No;No;No;No;No;13.48115;-88.401251;811.86792;No;Si;Si;No;No;Si;Si;0.46816;2.5
Hombre;0.4;300;100;6;5;5.8;No;No;No;Si;No;Si;No;Si;13.318562;-88.702277;17.840149;Si;Si;Si;Si;Si;No;Si;0.48488;2.9
Hombre;1;760;40;6;2;5.8;No;No;No;No;No;Si;No;No;13.77526333;-88.28353833;842.2;Si;Si;Si;No;Si;No;Si;1.45728;7.3
Hombre;1.9;900;900;5.9;3.9;4.9;No;Si;No;No;No;No;No;No;13.659943;-88.921891;560.236572;Si;Si;Si;Si;Si;Si;Si;0.91168;7.28
Hombre;0.5;500;0;5;;5;No;Si;No;No;No;No;Si;No;13.5934;-88.8754;1043.66;No;No;Si;No;Si;No;No;0.25696;1.8
Mujer;0.27;300;0;5;;5;No;No;No;No;Si;Si;No;No;13.972274;-88.229589;762;No;Si;Si;Si;Si;Si;Si;0.37664;1.204
Hombre;0.7;650;0;6;;6;No;Si;No;No;No;No;No;No;13.788953;-89.707177;616.362183;No;Si;No;Si;Si;Si;No;0.30624;2.4476
Hombre;0.7;250;0;6;;6;No;No;No;No;No;Si;No;No;13.551;-88.4312;495.302;No;Si;Si;Si;Si;Si;Si;0.13024;1.66
Hombre;7;6000;1000;6;5;5.9;No;No;No;Si;No;No;No;Si;13.236089;-88.5918;9;Si;Si;Si;Si;Si;No;Si;7.12008;39.12
Hombre;1.92;300;100;5.3;3;4.8;No;Si;No;No;No;No;No;No;13.590312;-88.957692;465;Si;Si;Si;Si;Si;Si;Si;0.21032;2.27
Hombre;0.7;400;0;5;;5;No;Si;No;No;No;No;Si;No;13.422892;-88.569653;327;No;Si;Si;Si;No;Si;Si;0.15136;2.9
Hombre;2.1;1500;0;8.3;;8.3;No;Si;No;No;No;Si;No;No;13.415039;-88.572593;288;No;No;No;Si;Si;Si;No;0.17072;3.54
Hombre;0.45;500;0;4;;4;No;No;No;No;Si;Si;No;No;13.795119;-88.266885;897.41333;No;No;Si;No;Si;Si;Si;0.35904;1.8
Hombre;0.35;300;0;5;;5;No;Si;No;No;No;No;Si;No;13.5945;-88.878;1046.21;No;Si;Si;Si;Si;Si;Si;0.12584;0.93
Hombre;0.3;300;0;6;;6;No;No;No;No;No;Si;No;No;13.4362;-88.6861;26.8055;No;Si;No;No;No;No;Si;0.85888;4.32
Hombre;1;800;200;7;5;6.6;No;Si;No;No;No;Si;No;No;13.633079;-88.763986;311;Si;Si;Si;Si;Si;Si;Si;0.682;3.95
Hombre;5.5;2500;2000;4;3;3.6;No;Si;No;No;No;Si;No;No;13.511108;-88.552071;752.63;Si;Si;Si;Si;Si;Si;Si;2.68048;13.9479
Hombre;0.35;300;0;6;;6;No;Si;No;No;No;No;No;No;13.752162;-89.7251;407.420532;No;Si;No;Si;Si;Si;No;0.15048;0.62832
Hombre;0.94;445;0;5.6;;5.6;Si;Si;No;No;No;No;No;No;13.70851;-89.429041;570.187866;No;Si;No;No;Si;Si;Si;0.25344;1.17216
Mujer;0.4;400;0;4;;4;Si;No;Si;No;No;Si;No;No;13.623108;-89.750752;82.481079;No;Si;Si;Si;Si;Si;No;0.81224;4.30848
Hombre;1.37;0;768;;6;6;No;Si;No;No;No;No;Si;No;13.73538;-89.670337;392;Si;Si;Si;Si;Si;No;Si;1.29272;2.43496
Mujer;2;2000;0;6;;6;No;Si;No;No;No;No;No;No;13.497243;-88.558702;916;No;Si;Si;Si;Si;Si;Si;0.8976;4.72208
Hombre;1;280;520;4;2;2.7;No;No;No;No;Si;Si;No;No;13.853098;-88.216099;245.45544;Si;Si;Si;Si;Si;Si;Si;0.04752;0.286
Hombre;1.3;350;750;6;5;5.3;No;Si;No;No;No;No;No;No;13.513316;-88.847871;216.898132;Si;Si;Si;Si;Si;Si;No;0.91344;8.6
Hombre;3.5;3000;0;5;;5;No;Si;No;No;No;No;No;No;13.493067;-88.35082;837.156738;No;Si;Si;Si;Si;Si;Si;3.86496;19.35
Hombre;1.58;1395;0;5;;5;No;Si;No;No;No;Si;No;No;13.633778;-89.562715;637;No;Si;Si;Si;Si;No;No;0.52184;2.1208
Hombre;2;1050;150;4;3;3.9;No;No;No;No;Si;Si;No;No;13.733315;-88.214143;896.37915;Si;Si;Si;Si;Si;Si;Si;1.07096;5.06
Hombre;4.9;4661;500;8;4;7.6;No;No;Si;No;No;Si;Si;No;13.966646;-89.57336;721.668213;Si;Si;No;Si;Si;Si;Si;15.83736;61.50936
Hombre;0.56;0;500;;5;5;No;Si;No;No;No;No;No;No;13.732833;-89.473324;687.998047;Si;Si;No;Si;Si;No;No;0.77616;3.7444
Hombre;3.5;2500;1000;13;6;11;Si;No;No;No;No;No;No;No;13.719018;-89.648809;391;Si;Si;Si;Si;No;No;Si;5.75696;21.28
Hombre;1;600;0;4;;4;No;No;Si;No;No;Si;No;No;13.71712;-88.23206166;843.4;No;Si;No;Si;Si;Si;Si;0.11;0.286
Mujer;1;800;0;5;;5;No;Si;No;No;No;No;Si;No;13.323211;-88.29341;43.775085;No;Si;Si;Si;Si;Si;Si;1.166;5.83
Hombre;1.05;50;700;6;5;5.1;No;No;No;No;No;Si;No;No;13.370658;-88.655698;34.105164;Si;No;Si;Si;Si;Si;Si;0.15312;3.08
Hombre;0.7;200;50;5.5;4;5.2;No;Si;No;No;No;No;No;No;13.60238;-88.948655;542.305664;Si;Si;Si;Si;Si;Si;Si;0.08272;0.57
Hombre;3.6;1000;2600;7;5;5.6;Si;Si;No;Si;No;No;No;Si;13.285015;-88.564653;6.320862;Si;Si;Si;Si;Si;No;Si;4.4924;23.7736
Hombre;1.5;650;600;6;6;6;No;No;Si;No;No;Si;No;No;13.990208;-89.64882;550;No;Si;Si;Si;Si;Si;No;2.71128;9.76976
Hombre;2.5;200;500;5;4;4.3;No;Si;No;No;No;Si;No;No;13.507455;-88.380617;518.937744;Si;Si;Si;Si;Si;Si;Si;0.5984;3
Hombre;0.7;600;0;4;;4;No;No;Si;No;No;Si;No;No;13.728376;-88.145761;646.224893;No;Si;Si;Si;Si;Si;Si;0.2772;1.1
Mujer;0.3;300;0;5;;5;No;Si;No;No;No;No;No;No;13.492435;-88.389922;687.804077;No;Si;Si;No;No;Si;Si;0.63712;3.4
Hombre;2.45;500;1700;6;4;4.5;No;No;No;No;Si;Si;No;No;13.657811;-88.804404;478.081543;Si;Si;Si;Si;Si;Si;No;1.2408;7.68
Hombre;10.5;6640;1360;6.8;3;6.2;No;Si;No;No;No;No;Si;No;13.45753;-88.494871;751;Si;Si;Si;Si;No;Si;Si;0.33528;18.49
Mujer;0.23;250;0;4;;4;No;No;No;No;Si;Si;No;No;13.794379;-88.242688;1042.4635;No;Si;Si;Si;Si;Si;Si;0.11528;0.44
Hombre;2;1100;300;5;4;4.8;Si;Si;No;No;No;No;No;No;13.496236;-89.075517;76;Si;Si;Si;Si;Si;Si;Si;1.06392;5.15
Hombre;2;500;500;9;6;7.5;No;Si;No;No;No;Si;Si;No;13.433537;-88.54046;709;Si;No;Si;Si;No;Si;Si;0.2684;4.17
Hombre;2.8;3000;0;6;;6;No;Si;No;No;No;No;No;No;13.490229;-88.525706;1108.77966;No;Si;Si;Si;Si;Si;Si;1.5444;7.75544
Hombre;4.41;3500;500;5;4;4.9;No;Si;No;No;No;No;Si;No;13.487368;-88.412204;807.922363;Si;Si;Si;No;Si;Si;Si;1.52856;9.002
Hombre;0.3;250;0;4;;4;No;No;Si;No;No;Si;No;No;13.72709;-88.144607;639.31546;No;Si;Si;Si;Si;Si;Si;0.03256;0.286
Mujer;0.8;300;200;4;3;3.6;No;No;No;No;No;Si;No;No;13.729796;-88.220585;870;Si;Si;No;Si;Si;Si;Si;0.05632;0.22
Hombre;1.5;170;85;5.6;4;5.1;No;Si;No;No;No;No;No;No;13.600719;-88.966452;403.785767;Si;Si;Si;Si;Si;Si;Si;0.36168;3.41
Hombre;1.4;0;850;;4;4;Si;No;No;Si;No;No;No;Si;13.37943;-88.74603;14;Si;Si;Si;Si;Si;Si;No;0.89232;7.95
Hombre;0.7;600;0;6;;6;No;No;No;No;Si;Si;No;No;13.7734;-88.285;793.921;No;Si;Si;Si;Si;Si;Si;0.61864;2.35
Hombre;2.45;1904;0;6;;6;No;Si;No;No;No;Si;No;No;13.807734;-89.919451;546.251099;No;No;Si;Si;Si;No;No;0.50776;3.26744
Hombre;0.7;500;0;4;;4;No;No;Si;No;No;Si;No;No;13.649925;-88.166637;208.021484;No;Si;Si;Si;Si;Si;Si;0.14344;0.77
Hombre;0.7;300;0;5;;5;No;Si;No;No;No;No;No;No;13.526307;-88.952921;150;No;Si;Si;Si;Si;Si;No;0.04928;0.44
Hombre;0.27;300;0;4;;4;No;No;No;No;Si;Si;No;No;13.80071;-88.250994;956.05175;No;Si;Si;Si;Si;Si;Si;0.01936;0.11
Hombre;0.28;114;0;5;;5;No;No;No;No;No;Si;No;No;13.621218;-89.573179;476.016602;No;Si;No;Si;No;No;No;0.3212;1.12464
Hombre;2.24;2240;0;5;;5;No;No;No;No;No;Si;No;No;13.638309;-89.536514;659;No;Si;No;Si;Si;Si;No;0.65208;2.77464
Hombre;1.68;1800;0;4.7;;4.7;No;Si;No;No;No;No;No;No;13.704821;-89.487607;907;No;Si;No;Si;Si;Si;No;0.53504;2.4508
Mujer;2;1800;0;8;;8;No;Si;No;No;No;Si;No;No;13.825099;-89.948599;709.95947;No;No;Si;Si;Si;No;No;0.96184;5.43224
Hombre;1.1;600;500;6;4;5.1;No;No;No;No;Si;Si;No;No;13.648001;-88.9158979;548;Si;Si;Si;Si;Si;No;No;0.99264;5.213333
Hombre;1.8;1000;800;6;5;5.6;Si;Si;No;Si;No;No;No;Si;13.290382;-88.565644;2.558594;Si;No;Si;Si;Si;No;Si;2.4508;13.5436
Hombre;5.05;4100;400;6;5;5.9;No;Si;No;No;No;Si;No;No;13.555074;-88.386156;324.808228;Si;Si;Si;Si;Si;Si;Si;1.14576;4.452
Mujer;1.8;500;300;6.6;4.7;5.9;No;Si;No;No;No;No;No;No;13.619546;-88.940634;554;Si;Si;Si;Si;No;Si;Si;0.2948;4.39
Hombre;0.34;247;0;6;;6;No;Si;No;No;No;Si;No;No;13.78853;-89.854868;559.352173;No;Si;No;Si;Si;Si;No;0.26928;2.86888
Hombre;0.6;500;100;5;3;4.7;No;No;No;Si;No;Si;No;Si;13.329741;-88.70279;-1.153229;Si;Si;Si;Si;Si;No;Si;1.04544;6.16
Mujer;6.97;198;3652;4;4;4;No;Si;No;No;No;Si;No;No;13.5565;-89.34085;847;Si;Si;No;Si;Si;Si;No;2.2704;6.4328
Mujer;0.25;200;0;4;;4;No;Si;No;No;No;No;No;No;13.488896;-88.356034;849.381853;No;Si;Si;Si;Si;Si;Si;0.3388;1.7
Mujer;0.45;500;0;6;;6;No;No;No;No;Si;Si;No;No;13.957143;-88.195683;978.462646;No;Si;Si;Si;Si;Si;Si;0.99968;2.71
Hombre;0.09;100;25;5;3;4.6;No;Si;No;No;No;Si;No;No;13.514413;-88.331712;674.645889;Si;Si;Si;Si;Si;No;Si;0.08976;0.45
Mujer;0.2;150;0;5;;5;No;Si;No;No;No;No;No;No;13.479412;-88.40341;828.63623;No;Si;Si;No;No;Si;Si;0.44352;2.42
Hombre;0.7;500;50;5;4;4.9;No;Si;No;No;No;No;No;No;13.505204;-88.322619;716.54541;Si;Si;Si;Si;Si;Si;Si;0.18656;0.94
Hombre;1;50;750;5;4;4.1;Si;Si;No;No;No;No;No;No;13.407132;-88.869827;16.61731;Si;Si;Si;Si;Si;Si;No;0.45936;4
Mujer;5.5;5600;0;6;;6;Si;No;No;No;No;No;No;No;13.725014;-89.666765;378;No;Si;Si;Si;Si;No;Si;9.00064;34.17568
Hombre;0.6;528;0;5;;5;Si;No;No;Si;No;No;No;Si;13.728051;-90.076028;2.269043;No;No;Si;Si;Si;No;No;0.43384;2.46568
Hombre;0.7;400;0;6;;6;Si;Si;No;No;No;Si;No;No;13.557975;-89.607555;454.568481;No;Si;Si;Si;Si;Si;No;0.05104;1.39
Mujer;1.3;800;0;4;;4;No;No;Si;No;No;Si;No;No;13.722731;-88.227375;935.17566;No;Si;Si;Si;Si;Si;Si;0.41008;2.354
Hombre;1.4;1300;0;3.4;;3.4;No;Si;No;No;No;Si;No;No;13.663801;-89.539525;647;No;Si;No;Si;No;No;No;0.4268;1.72128
Hombre;0.4;350;50;5;4;4.9;No;No;No;No;No;Si;No;No;13.930916;-88.164377;850.487427;Si;Si;Si;Si;No;Si;Si;0.27016;0.69
Mujer;0.3;130;0;5;;5;No;Si;No;No;No;No;No;No;13.4904;-88.3906;657.338;No;Si;Si;No;Si;Si;Si;0.1452;0.75
Hombre;0.81;0;729;;5;5;No;No;No;No;No;Si;No;No;13.498875;-89.370013;20.299622;Si;Si;Si;Si;Si;Si;No;0.6072;0.8448
Hombre;0.5;200;300;5;4;4.4;No;No;No;Si;No;Si;No;Si;13.348875;-88.691918;12.024288;Si;Si;Si;Si;No;No;Si;0.79376;3.82
Mujer;1.79;1275;0;5;;5;No;Si;No;No;No;Si;No;No;13.785877;-89.856675;513.169189;No;Si;No;Si;Si;Si;No;0.16896;1.40896
Hombre;0.9;1000;0;5;;5;No;No;No;No;No;Si;No;No;13.903722;-88.116497;809.75354;No;Si;Si;Si;Si;Si;Si;1.66408;6.532
Hombre;0.35;300;0;3;;3;No;Si;No;No;No;Si;No;No;13.1848;-88.3328;886.9;No;Si;Si;Si;Si;No;Si;0.31856;1.61832
Hombre;0.92;703;0;5.6;;5.6;Si;Si;No;No;No;No;No;No;13.695499;-89.448835;577.859131;No;Si;No;Si;Si;Si;Si;0.37576;1.89024
Hombre;0.49;350;0;4;;4;Si;No;Si;No;No;Si;No;No;13.656547;-89.626855;183;No;Si;Si;Si;Si;Si;No;0.19008;1.03752
Hombre;1.5;1500;0;6;;6;No;No;No;No;Si;Si;No;No;13.914187;-88.141347;753;No;Si;Si;Si;No;Si;Si;2.0988;5.836
Mujer;0.4;400;0;4;;4;No;No;No;No;No;Si;No;No;13.803119;-88.175157;818;No;Si;Si;Si;Si;Si;Si;0.34936;1.144
Mujer;0.06;35;0;4;;4;No;No;No;No;Si;Si;No;No;13.695528;-88.168943;423.422974;No;Si;Si;Si;Si;Si;Si;0.01056;0.066
Hombre;1.33;760;0;5;;5;No;Si;No;No;No;Si;No;No;13.796374;-89.875232;540.299316;No;Si;No;Si;No;Si;No;0.15488;1.38872
Mujer;0.7;200;0;6;;6;No;No;No;No;No;Si;No;No;13.4303;-88.6152;221.907;No;Si;Si;Si;No;Si;Si;0.07392;1.02
Hombre;0.4;300;100;6;5;5.8;No;No;No;Si;No;Si;No;Si;13.326519;-88.680824;-5.205841;Si;Si;Si;Si;Si;No;Si;1.29536;7.12
Mujer;1.55;680;120;7;5;6.7;No;Si;No;No;No;Si;No;No;13.526494;-88.435429;556.833984;Si;No;Si;Si;No;Si;Si;0.09944;3.49
Hombre;0.35;350;0;5;;5;Si;Si;No;Si;No;No;No;Si;13.283082;-88.56404;10.381588;No;Si;Si;Si;No;No;Si;0.79288;4.128
Hombre;0.4;350;0;4;;4;No;Si;No;No;No;No;No;No;13.470528;-88.356817;849.410296;No;No;No;Si;Si;Si;Si;0.7084;3.55
Hombre;3.14;0;3200;;5;5;No;No;No;No;No;Si;No;No;13.760793;-89.539193;667.281128;Si;Si;No;Si;Si;No;No;0.83512;3.5112
Mujer;1.4;0;300;;3;3;No;Si;No;No;No;No;No;No;13.47876;-88.946634;94;Si;Si;Si;Si;Si;Si;Si;0.04752;0.43
Hombre;2.8;0;2500;;4;4;No;No;No;No;No;No;Si;No;13.771901;-89.648475;653.912231;Si;Si;Si;Si;Si;No;No;2.61008;8.22536
Hombre;0.69;515;0;5;;5;No;No;Si;No;No;Si;No;No;13.632592;-89.862997;-15.781891;No;No;Si;Si;Si;No;No;0.19184;1.14048
Mujer;0.54;300;100;5;2;4.3;No;Si;No;No;No;Si;Si;No;13.44811;-88.222904;284.388916;Si;Si;Si;Si;Si;Si;Si;0.84832;4.25
Hombre;0.13;150;0;4;;4;No;Si;No;No;No;Si;No;No;13.505211;-88.371876;605.78418;No;Si;Si;No;Si;Si;Si;0.33704;1.95
Mujer;0.09;100;0;5;;5;No;Si;No;No;No;No;Si;No;13.424216;-88.224658;304.591919;No;No;Si;No;Si;Si;Si;0.25872;1.3
Hombre;2.45;1500;500;7;5;6.5;No;Si;No;No;No;No;No;No;13.619383;-88.940292;568.249268;Si;Si;No;Si;No;Si;Si;0.35904;8.96
Hombre;4.32;4800;0;4.4;;4.4;No;No;No;No;No;Si;No;No;13.800155;-88.27846;884.20166;No;Si;Si;Si;Si;Si;Si;1.92632;9.65
Hombre;1;0;200;;5;5;No;No;No;No;Si;Si;No;No;13.619946;-88.924723;648.008057;Si;Si;Si;Si;Si;Si;Si;0.1364;1.89
Hombre;0.64;544;0;7;;7;No;Si;No;No;No;No;Si;No;13.792007;-89.681454;678;No;Si;Si;Si;Si;No;No;1.57256;4.9852
Hombre;0.09;0;100;;5;5;No;No;No;No;Si;Si;No;No;13.795963;-88.240067;1030.55871;Si;Si;No;Si;Si;Si;Si;0.05192;0.22
Hombre;0.36;400;0;6;;6;No;No;No;Si;No;Si;No;Si;13.232279;-88.249426;525.336182;No;No;No;Si;Si;Si;Si;0.20504;0.99
Hombre;1;700;0;4;;4;No;No;No;No;Si;Si;No;No;13.751732;-88.190393;797.885254;No;Si;Si;Si;Si;Si;Si;0.48488;2.42
Hombre;2.07;1314;0;5;;5;No;No;No;No;No;No;Si;No;13.752539;-89.661701;462;No;Si;Si;Si;Si;No;Si;2.57488;8.19808
Mujer;0.7;612;0;6;;6;No;Si;No;No;No;No;No;No;13.790431;-89.706613;645.302368;No;Si;Si;Si;Si;Si;No;0.33616;1.67488
Hombre;0.2;130;0;5;;5;No;No;Si;No;No;Si;No;No;13.657;-88.1632;220.464;No;Si;No;Si;Si;Si;Si;0.05632;0.352
Mujer;1.76;756;0;5;;5;Si;No;No;No;No;Si;Si;No;13.755957;-89.501465;574.058838;No;Si;No;Si;No;No;No;0.36872;1.44848
Hombre;3.5;3400;100;6;6;6;Si;No;No;No;No;No;No;No;13.731155;-89.73131;272.433777;Si;Si;Si;Si;Si;No;Si;9.79;34.72
Hombre;0.6;500;0;5;;5;No;No;No;No;Si;Si;No;No;13.943091;-88.191992;757.58262;No;Si;Si;Si;Si;Si;Si;0.4972;1.848
Mujer;0.4;350;50;6;5;5.9;No;No;No;No;No;Si;No;No;13.389268;-88.684043;24.115906;Si;Si;Si;Si;Si;No;Si;0.82984;4.67
Hombre;1;900;0;6;;6;Si;No;No;No;No;Si;Si;No;13.650974;-89.689269;168;No;Si;Si;Si;Si;Si;No;0.67672;4.8048
Hombre;0.35;400;0;5;;5;No;No;No;No;Si;Si;No;No;13.6564;-88.8079;490.277;No;Si;Si;Si;Si;No;Si;0.18392;1.51
Hombre;0.36;400;0;4;;4;No;No;No;No;Si;Si;No;No;13.759345;-88.201787;940;No;Si;No;Si;Si;Si;Si;0.97592;4.004
Mujer;0.62;616;0;4;;4;No;Si;No;No;No;Si;No;No;13.764238;-89.775753;525;No;Si;Si;Si;Si;Si;No;0.25432;1.67376
Hombre;1.13;450;0;5;;5;No;Si;No;No;No;No;Si;No;13.50256;-88.484177;1243.4376;No;Si;Si;No;Si;No;Si;0.31592;1.68256
Hombre;0.7;450;0;6.8;;6.8;No;Si;No;No;No;Si;Si;No;13.6936;-88.5054;371;No;Si;Si;Si;Si;Si;Si;0.06776;1.7
Hombre;0.42;180;0;5;;5;No;No;No;No;Si;Si;No;No;13.639839;-89.60811;367;No;Si;Si;Si;Si;Si;No;0.27808;1.56816
Hombre;0.45;0;307;;6;6;No;Si;No;No;No;Si;Si;No;13.706664;-89.566295;520;Si;Si;Si;Si;Si;No;No;0.18656;0.6776
Hombre;0.7;400;0;6;;6;No;Si;No;No;No;No;Si;No;13.46061;-88.538785;907;No;Si;Si;Si;Si;Si;Si;0.07656;1.71
Hombre;0.7;700;0;4;;4;No;Si;No;No;No;No;No;No;13.4469;-88.3131;724.599;No;Si;Si;Si;Si;Si;Si;1.7776;8.9
Hombre;3.4;1750;0;5;;5;No;Si;No;No;No;Si;No;No;13.623288;-89.371669;951.376587;No;Si;Si;Si;Si;Si;No;1.0604;1.672
