Año;Sexo productor;Area (Ha);Arboles_totales;Edad promedio plantas;Aluviales;Andisoles;Grumosoles;Halomorficos;Latosoles_arcillosos_acidos;Latosoles_arcillo_rojizos;Litosoles;Regosoles;Latitud;Longitud;Altura;Porcentaje_Injertacion;Aplica poda;Maneja sombra;Fertilizacion organica;Fertilizacion quimica;Presencia plagas y enfermedades;recibe AT;Perdidas (qq);Produccion efectiva (qq)
2;Hombre;0.7;300.0;5.0;No;Si;No;No;No;Si;No;No;13.511638;-89.438829;47;0.00;Si;Si;Si;Si;Si;No;0.52536;1.938403
2;Hombre;0.7;625.0;21.0;No;Si;No;No;No;No;Si;No;13.759625;-89.654043;498;0.00;Si;Si;Si;Si;No;Si;5.29232;13.540167
2;Mujer;1.2;900.0;6.6;No;Si;No;No;No;Si;No;No;13.620568;-88.819902;815;22.20;No;Si;Si;No;Si;Si;0.61864;3.62
2;Hombre;0.3;100.0;6.0;No;No;No;No;Si;Si;No;No;13.7996672;-88.213871;999;0.00;No;Si;Si;Si;Si;Si;0.18304;1.408
2;Hombre;1.5;650.0;4.0;Si;Si;No;No;No;No;No;No;13.435069;-88.914503;33;0.00;Si;Si;Si;Si;Si;Si;1.0736;8.2
2;Hombre;0.65;300.0;9.7;No;Si;No;No;No;Si;Si;No;13.4117051;-88.516688;389;0.00;Si;Si;No;Si;Si;Si;0.13024;2.75
2;Hombre;1;900.0;11.0;No;No;No;No;No;Si;No;No;13.92745;-88.643963;582;0.00;Si;Si;No;No;No;No;1.01992;6.01
2;Hombre;1;150.0;6.0;No;Si;No;No;No;No;No;No;13.6107336;-88.922049;690;0.00;Si;Si;Si;Si;Si;No;0.198;1.463334
2;Hombre;0.7;750.0;6.0;No;Si;No;No;No;No;No;No;13.66559027;-88.87147874;740;0.00;Si;Si;Si;Si;Si;Si;0.41448;2.49
2;Hombre;1.4;1350.0;7.0;No;Si;No;No;No;Si;No;No;13.846009;-89.290405;414;52.10;Si;No;No;Si;Si;No;2.59864;12.683278
2;Hombre;0.7;700.0;7.0;No;No;No;No;No;Si;Si;No;13.8559859;-88.942867;545;100.00;Si;Si;Si;Si;Si;No;1.05336;3.713194
2;Hombre;0.35;425.0;7.0;No;No;No;No;No;No;Si;No;13.747342;-89.666439;434;0.00;Si;Si;Si;Si;No;No;3.08352;7.710168
2;Hombre;0.7;550.0;5.0;No;Si;No;No;No;No;No;No;13.816889;-89.09061;605;0.00;Si;Si;Si;Si;No;No;1.07976;2.659412
2;Hombre;0.5;150.0;4.0;No;Si;No;No;No;No;Si;No;13.490905;-88.40879;739;0.00;Si;Si;No;Si;No;Si;0.29304;1.631597
2;Hombre;3;1500.0;5.3;No;No;No;No;Si;Si;No;No;13.803878;-88.233978;957;0.00;Si;Si;Si;Si;Si;Si;0.63712;4.18
2;Mujer;0.7;300.0;5.0;No;No;No;No;No;Si;Si;No;13.8560289;-88.942948;544;0.00;Si;Si;Si;Si;Si;No;0.95304;2.631681
2;Hombre;1;1040.0;6.0;No;Si;No;No;No;No;No;No;13.727542;-89.454825;626;0.00;Si;No;No;Si;Si;No;1.65616;7.397731
2;Hombre;0.3;350.0;5.0;No;No;No;No;Si;Si;No;No;13.27608;-88.40868;15;0.00;Si;Si;Si;Si;Si;Si;0.42944;3.454
2;Hombre;0.22;250.0;6.0;No;No;No;No;Si;Si;No;No;13.9256229;-88.091379;823;0.00;Si;Si;Si;Si;Si;No;0.02024;0.831933
2;Hombre;0.12;150.0;4.0;No;No;Si;No;No;Si;No;No;13.74507333;-88.16086333;928;0.00;Si;Si;Si;Si;Si;Si;0.242;1.65
2;Mujer;0.7;300.0;5.0;No;Si;No;No;No;Si;Si;No;14.1525735;-89.657698;895;0.00;Si;Si;Si;Si;Si;No;1.88848;6.560253
2;Hombre;0.3;200.0;5.0;No;Si;No;No;No;No;Si;No;13.7832312;-88.949428;637;0.00;Si;Si;Si;Si;Si;Si;0.29304;1.81
2;Hombre;0.36;150.0;4.0;No;No;No;No;No;Si;No;No;13.695847;-88.27633;797;0.00;Si;Si;Si;No;Si;Si;0.1056;0.15
2;Hombre;3;3000.0;8.0;No;No;No;No;No;Si;Si;No;13.6672222;-89.66472222;193;0.00;Si;Si;Si;Si;Si;No;15.19408;63.052436
2;Mujer;1.4;1200.0;5.2;No;No;No;No;No;Si;No;No;13.9589722;-89.51191829;672;0.00;Si;Si;Si;Si;Si;No;1.84008;9.3121
2;Hombre;1;800.0;5.0;No;Si;No;No;No;No;Si;No;13.4931814;-88.417369;897;0.00;Si;Si;No;Si;No;Si;0.92136;4.973614
2;Mujer;1.2;1200.0;61.0;No;Si;No;No;No;No;Si;No;13.702732;-88.951163;676;0.00;Si;Si;Si;Si;No;Si;1.21968;7.3
2;Hombre;0.5;500.0;6.0;Si;No;Si;No;No;No;No;No;13.67705567;-89.74657072;151;0.00;Si;Si;Si;Si;Si;Si;6.70736;12.931009
2;Hombre;5.59;4500.0;6.0;No;No;Si;No;No;Si;No;No;13.4955404;-88.675651;29;100.00;Si;Si;Si;Si;Si;Si;2.8996;23.5
2;Mujer;0.7;500.0;7.0;No;No;No;No;No;Si;No;No;13.90942333;-89.037305;491;0.00;Si;Si;Si;Si;Si;No;1.33848;4.600588
2;Mujer;0.3;300.0;4.0;No;Si;No;No;No;No;No;No;13.5223058;-88.45819;645;0.00;Si;Si;No;Si;Si;Si;0.21824;1.213698
2;Hombre;1;700.0;4.0;No;No;No;No;No;Si;No;No;13.546905;-88.432988;500;0.00;Si;Si;No;Si;No;Si;0.4664;2.575294
2;Hombre;0.5;425.0;7.0;No;Si;No;No;No;No;Si;No;13.769056;-89.652689;584;0.00;Si;Si;Si;Si;No;No;3.27096;8.095631
2;Hombre;1.75;500.0;14.0;No;No;No;No;Si;Si;No;No;13.3918;-88.5846;786.9;0.00;Si;Si;Si;Si;Si;Si;0.26488;6.9
2;Mujer;0.7;450.0;4.0;No;Si;No;No;No;No;No;No;13.521559;-88.45975;648;0.00;Si;Si;Si;Si;Si;Si;0.33264;1.808068
2;Hombre;0.4;300.0;3.0;No;Si;No;No;No;No;No;No;13.4796117;-88.35549;896;100.00;No;Si;Si;Si;Si;Si;0.02904;0.44
2;Hombre;1;1200.0;6.5;No;Si;No;No;No;No;Si;No;13.705905;-88.9508;698;0.00;Si;Si;Si;Si;Si;Si;1.59192;9.711932
2;Hombre;0.35;200.0;4.0;No;Si;No;No;No;No;No;No;13.7431271;-88.945765;708;0.00;Si;Si;Si;Si;Si;Si;0.11528;0.83
2;Hombre;0.3;200.0;5.0;No;Si;No;No;No;No;Si;No;13.7833838;-88.949414;637;0.00;Si;Si;Si;Si;No;Si;0.2288;1.39
2;Hombre;0.2;200.0;4.0;No;No;No;No;Si;Si;No;No;13.7599096;-88.2089268;1105;0.00;Si;Si;Si;Si;Si;Si;0.05984;0.33
2;Hombre;1.5;1000.0;5.0;No;No;No;No;No;Si;No;No;13.903018;-89.050313;565;0.00;Si;Si;Si;Si;No;No;1.45728;4.86958
2;Hombre;0.35;300.0;15.0;No;No;No;No;No;Si;No;No;13.3744292;-88.571558;147;0.00;Si;Si;No;Si;Si;No;0.1012;2.56
2;Hombre;1.25;500.0;6.0;No;Si;No;No;No;No;No;No;13.6111821;-88.907823;834;0.00;Si;Si;Si;Si;Si;Si;0.23232;5.03
2;Hombre;0.5;400.0;4.0;Si;Si;No;Si;No;No;No;Si;13.305181;-88.56554;25;0.00;Si;Si;Si;Si;Si;Si;0.18392;1.44
2;Hombre;0.5;500.0;6.0;No;No;No;No;Si;Si;No;No;13.9468183;-88.168191;1025;0.00;Si;Si;Si;No;Si;Si;0.44704;3.773109
2;Mujer;2;1800.0;8.0;No;No;No;No;Si;Si;No;No;13.673864;-89.434867;974;0.00;Si;Si;No;Si;Si;No;4.13864;19.149245
2;Hombre;0.7;600.0;6.0;No;No;No;No;Si;Si;No;No;13.8970974;-88.964602;346;0.00;Si;Si;Si;No;No;No;1.2012;4.001596
2;Hombre;0.5;500.0;5.0;No;Si;No;No;No;No;No;No;13.7800257;-88.9539;606;0.00;Si;No;No;No;Si;No;0.43472;2.83
2;Mujer;1;721.0;4.0;Si;No;No;Si;No;No;No;Si;13.349501;-88.735722;15;0.00;Si;Si;Si;Si;Si;No;1.24872;9.5
2;Hombre;0.7;500.0;6.2;No;No;No;No;No;Si;No;No;13.887518;-89.060708;577;0.00;Si;Si;Si;Si;Si;No;0.76736;4.52
2;Hombre;1.4;1100.0;6.0;No;Si;No;No;No;No;Si;No;13.6004287;-88.875613;991;0.00;Si;Si;Si;Si;Si;Si;1.2848;7.5
2;Hombre;1;300.0;7.0;No;Si;No;No;No;No;No;No;13.60349;-88.9358;621;0.00;Si;Si;Si;Si;Si;Si;0.16368;2.95
2;Hombre;0.35;300.0;6.0;No;Si;No;No;No;No;Si;No;13.740269;-88.990525;702;0.00;Si;Si;Si;Si;Si;Si;0.37576;2.31
2;Hombre;0.7;500.0;4.0;No;No;No;No;No;Si;No;No;13.511638;-89.404716;42;0.00;Si;Si;Si;Si;Si;No;1.23552;3.657731
2;Mujer;0.4;200.0;6.0;No;No;No;No;No;Si;No;No;13.7968783;-88.167235;714;0.00;Si;Si;Si;No;Si;Si;0.46376;2.856303
2;Hombre;3.5;2500.0;8.0;Si;Si;No;No;No;Si;No;No;13.70690167;-89.71488;220;100.00;Si;Si;Si;Si;Si;No;14.76376;56.263612
2;Hombre;0.25;180.0;7.0;No;Si;No;No;No;No;Si;No;13.685324;-88.962793;610;0.00;Si;Si;Si;Si;Si;Si;0.26928;1.7
2;Hombre;2;2000.0;3.6;Si;Si;No;No;No;No;No;No;13.47479817;-89.09598265;55;37.50;Si;Si;Si;Si;Si;No;1.3728;10.52
2;Hombre;0.03;30.0;10.0;Si;No;No;No;No;Si;No;No;13.5873975;-88.571213;49;0.00;Si;No;Si;No;Si;Si;0.09064;0.517647
2;Hombre;1.5;500.0;13.0;No;Si;No;No;No;No;No;No;13.32619212;-88.4192077;65;0.00;Si;Si;No;Si;Si;Si;0.14432;4.81
2;Hombre;0.35;200.0;5.0;No;Si;No;No;No;Si;No;No;13.8730354;-89.105913;819;0.00;Si;Si;Si;Si;Si;No;0.67584;1.716554
2;Hombre;1;800.0;4.0;No;No;No;No;Si;Si;No;No;13.75545333;-88.19406833;920;0.00;Si;Si;Si;Si;Si;Si;0.33792;2.376
2;Mujer;0.09;100.0;4.0;No;No;No;No;Si;Si;No;No;13.809893;-88.254601;928;0.00;Si;Si;Si;Si;Si;Si;0.07568;0.66
2;Hombre;5;3000.0;4.0;No;Si;No;No;No;No;Si;No;13.6228;-89.2958;754;0.00;Si;Si;Si;Si;No;No;1.5356;8.103952
2;Hombre;0.5;400.0;5.0;Si;Si;No;Si;No;No;No;Si;13.298781;-88.563582;25;0.00;Si;Si;Si;No;Si;Si;0.43912;2.56
2;Hombre;0.35;200.0;8.0;No;Si;No;No;No;No;Si;No;13.379;-88.512;212;0.00;Si;Si;Si;Si;Si;Si;0.51128;2.97
2;Hombre;4.2;3800.0;4.9;No;Si;No;No;No;No;No;No;13.7744177;-89.17045;444;5.30;Si;Si;Si;Si;Si;No;1.98704;11.73
2;Mujer;1;900.0;5.0;No;No;No;No;Si;Si;No;No;13.7880068;-89.080402;654;0.00;Si;Si;Si;Si;No;No;1.2232;4.267816
2;Hombre;1.2;1200.0;6.0;Si;No;Si;No;No;No;No;No;13.921778;-89.832917;8;0.00;Si;Si;Si;Si;No;No;3.7884;15.20311
2;Hombre;4.2;4000.0;5.0;No;Si;No;No;No;No;No;No;13.725098;-89.031638;698;0.00;Si;Si;Si;Si;Si;Si;2.88464;17.05
2;Hombre;0.7;500.0;7.0;No;Si;No;No;No;Si;No;No;13.8087419;-89.146634;486;0.00;Si;Si;Si;Si;No;No;1.0076;3.269496
2;Hombre;0.35;250.0;4.0;No;No;Si;No;No;Si;No;No;13.9889806;-89.806507;542;0.00;Si;Si;Si;Si;Si;No;0.46904;1.576051
2;Hombre;0.35;300.0;4.0;No;No;No;No;Si;Si;No;No;13.7826904;-89.075755;628;0.00;Si;Si;Si;Si;Si;No;0.38544;1.661092
2;Hombre;2.8;1800.0;6.0;No;No;No;No;No;Si;No;No;13.8880355;-88.957344;399;0.00;Si;Si;Si;Si;No;No;0.8316;2.92563
2;Hombre;0.35;300.0;4.0;No;Si;No;No;No;No;Si;No;13.7020587;-88.95346;670;0.00;Si;No;No;No;Si;Si;0.32472;2.03
2;Hombre;0.5;125.0;4.0;No;Si;No;No;No;No;No;No;13.4879242;-88.352487;849;0.00;No;Si;Si;Si;Si;Si;0.14696;1.298
2;Hombre;0.7;525.0;6.0;No;Si;No;No;No;No;Si;No;13.7682947;-89.683064;545;0.00;Si;Si;Si;Si;No;No;4.60328;11.489917
2;Hombre;1;950.0;8.0;Si;No;No;No;No;Si;Si;No;13.694444;-89.658056;298;0.00;Si;Si;Si;Si;Si;No;3.70744;15.058739
2;Hombre;2.5;200.0;6.0;No;Si;No;No;No;No;No;No;13.465375;-88.38033;490;0.00;Si;Si;Si;No;Si;Si;0.21384;1.44
2;Hombre;0.7;600.0;11.0;No;No;No;No;Si;Si;No;No;13.7615;-89.4332;469;0.00;Si;No;No;Si;Si;No;1.13608;5.061849
2;Hombre;0.5;250.0;8.0;No;Si;No;No;No;No;No;No;13.4967631;-88.303741;714;0.00;Si;Si;No;Si;Si;Si;1.15104;6.318992
2;Hombre;4;2520.0;4.0;No;Si;No;No;No;No;No;No;13.58846444;-88.94097729;554;0.00;Si;Si;Si;Si;Si;No;0.49808;8.68
2;Hombre;0.7;350.0;7.0;No;No;No;No;No;No;Si;No;13.768016;-89.623535;700;0.00;Si;Si;Si;Si;No;No;3.37568;8.44227
2;Mujer;0.8;200.0;4.0;No;Si;No;No;No;No;No;No;13.3271388;-88.55634;54;0.00;Si;Si;Si;Si;No;Si;0.25432;1.62
2;Mujer;0.3;250.0;3.8;No;No;No;No;Si;Si;No;No;13.6808831;-88.925614;595;0.00;Si;Si;Si;No;Si;No;0.22176;1.47
2;Hombre;1;150.0;5.0;No;Si;No;No;No;No;No;No;13.6673144;-88.959564;480;0.00;Si;Si;Si;Si;Si;Si;0.17512;1.97
2;Mujer;0.7;600.0;5.0;No;No;No;No;Si;Si;No;No;13.7800295;-89.117737;613;0.00;Si;Si;Si;Si;Si;No;0.98736;2.493025
2;Hombre;2;1800.0;6.0;Si;Si;No;No;No;Si;No;No;13.7034896;-89.714855;215;0.00;Si;Si;Si;Si;Si;No;6.97664;29.724032
2;Hombre;0.5;125.0;4.0;No;No;No;No;No;Si;No;No;13.54536333;-88.434485;502;0.00;Si;No;No;Si;Si;Si;0.28776;1.57563
2;Mujer;0.15;60.0;5.0;No;Si;No;No;No;No;No;No;13.4659725;-88.286462;913;0.00;No;No;Si;Si;Si;Si;0.00264;0.066
2;Hombre;1;900.0;11.0;No;No;No;No;No;Si;No;No;13.925955;-88.643236;584;0.00;Si;Si;Si;Si;No;No;1.25576;7.46
2;Hombre;0.18;200.0;5.0;No;No;No;No;Si;Si;No;No;13.788315;-88.239635;1095;0.00;Si;Si;Si;Si;Si;Si;0.34232;1.43
2;Hombre;1.5;470.0;4.0;Si;No;No;No;No;Si;No;No;13.836;-88.602277;585;0.00;Si;Si;Si;Si;Si;Si;0.77352;4.028403
2;Hombre;0.3;150.0;3.4;No;No;No;No;Si;Si;No;No;13.754174;-88.2049;972;10.00;Si;Si;Si;Si;Si;Si;0.286;1.892
2;Mujer;0.02;25.0;5.0;No;No;No;No;No;Si;No;No;13.7763163;-88.095874;533;0.00;Si;Si;Si;No;Si;Si;0.0088;0.15
2;Hombre;4.9;2500.0;6.0;No;Si;No;No;No;No;Si;No;14.15520573;-89.6863274;1001;0.00;Si;Si;Si;Si;Si;No;4.47832;24.806389
2;Hombre;2.8;2000.0;4.6;No;Si;No;No;No;Si;No;No;13.928297;-89.812753;760;20.00;Si;Si;Si;Si;Si;No;3.20672;14.075378
2;Hombre;2.5;450.0;6.0;No;Si;No;No;No;Si;Si;No;13.42902249;-88.5109981;459;0.00;Si;Si;Si;No;Si;Si;0.13992;3.62
2;Hombre;1.2;1200.0;5.5;No;Si;No;No;No;No;Si;No;13.687212;-88.962839;618;0.00;Si;Si;Si;Si;Si;Si;1.14664;6.81
2;Hombre;0.3;250.0;5.0;No;Si;No;No;No;No;No;No;13.285;-88.2326;163;0.00;Si;Si;Si;Si;Si;Si;0.46288;2.6
2;Hombre;4.8;900.0;7.0;No;Si;No;No;No;No;No;No;13.5809892;-88.935497;547;0.00;Si;Si;Si;Si;Si;Si;0.21648;3.4
2;Mujer;0.3;250.0;5.0;No;Si;No;No;No;No;Si;No;13.7832958;-88.949438;637;0.00;Si;Si;Si;Si;Si;Si;0.3916;2.36
2;Hombre;2.1;1300.0;5.0;No;Si;No;No;No;No;No;No;13.616475;-89.14967;809;0.00;Si;Si;Si;Si;Si;Si;0.26576;7.58
2;Hombre;1;510.0;6.0;Si;Si;No;No;No;No;No;No;13.715614;-89.45728;731;0.00;Si;No;No;Si;Si;No;0.90904;4.51
2;Hombre;0.4;300.0;5.0;No;Si;No;No;No;No;No;No;13.2842;-88.2431;225;0.00;Si;Si;Si;No;Si;No;0.2904;1.65
2;Hombre;0.2;150.0;4.0;No;Si;No;No;No;No;Si;No;13.5007183;-88.39713;629;0.00;Si;Si;No;Si;Si;Si;0.26048;1.414286
2;Hombre;0.2;100.0;6.0;No;No;No;No;Si;Si;No;No;13.7469756;-88.168159;808;0.00;Si;Si;Si;Si;Si;Si;0.26224;1.364
2;Hombre;0.12;125.0;7.0;No;Si;No;No;No;No;No;No;13.697574;-89.462228;645;0.00;Si;No;No;Si;Si;No;0.33792;1.38563
2;Mujer;1.5;400.0;5.0;No;No;No;No;No;Si;No;No;13.8880791;-88.959215;379;0.00;Si;Si;Si;Si;Si;No;0.33352;1.529832
2;Hombre;1.5;80.0;6.0;No;Si;No;No;No;No;No;No;13.6048378;-88.92514;666;0.00;Si;Si;Si;Si;Si;Si;0.13816;1.29
2;Hombre;0.35;200.0;6.0;No;Si;No;No;No;Si;No;No;13.8726285;-89.172373;443;100.00;Si;Si;Si;No;Si;No;0.30888;1.383781
2;Hombre;3.5;1433.0;8.0;No;Si;No;No;No;No;No;No;13.8999875;-89.856238;887;0.00;Si;Si;Si;Si;Si;No;10.48344;47.048572
2;Hombre;4.19;5150.0;5.8;Si;No;No;Si;No;No;No;Si;13.3342009;-88.7724;9;38.80;Si;Si;Si;Si;Si;Si;2.45256;21.6
2;Mujer;0.7;300.0;3.0;No;Si;No;No;No;No;No;No;13.7978;-89.1142;584;0.00;Si;Si;Si;Si;Si;No;0.74976;2.348824
2;Hombre;1.85;2025.0;4.0;No;No;No;No;Si;Si;No;No;13.9016608;-89.542454;997;100.00;Si;Si;Si;Si;Si;No;5.18056;25.295382
2;Mujer;0.5;100.0;12.0;No;Si;No;No;No;Si;Si;No;13.4272337;-88.506738;444;0.00;Si;Si;No;Si;Si;No;0.0748;2.18
2;Hombre;1.5;1600.0;9.0;Si;No;No;No;No;No;No;No;13.730753;-89.667272;380;0.00;Si;Si;Si;Si;Si;No;7.85928;31.19815
2;Hombre;5.24;5437.0;5.8;Si;No;No;Si;No;No;No;Si;13.3528614;-88.735018;16;18.40;Si;Si;Si;Si;Si;No;4.56104;34.6
2;Hombre;0.35;250.0;6.0;No;No;No;No;Si;Si;No;No;13.8970446;-88.964616;346;0.00;Si;Si;Si;Si;Si;No;0.87032;2.282269
2;Mujer;0.35;150.0;11.0;No;Si;No;No;No;No;No;No;13.618069;-89.232421;790;0.00;Si;Si;Si;Si;No;No;0.9504;3.657731
2;Mujer;1.4;1500.0;6.0;No;Si;No;No;No;No;Si;No;13.6231117;-88.860226;847;0.00;Si;Si;Si;Si;No;Si;1.25048;7.54
2;Hombre;0.26;250.0;6.0;No;No;No;No;No;Si;No;No;13.796305;-88.1678;734;0.00;Si;Si;Si;Si;Si;No;0.8008;6.646219
2;Hombre;0.35;200.0;5.0;No;Si;No;No;No;No;No;No;13.527995;-88.448691;569;0.00;Si;Si;No;Si;Si;Si;0.35816;2.063194
2;Hombre;0.5;125.0;4.0;No;Si;No;No;No;No;Si;No;13.4754002;-88.391273;647;0.00;Si;Si;Si;Si;Si;Si;0.22792;1.4
2;Hombre;0.7;400.0;9.0;No;No;No;No;Si;Si;No;No;13.747739;-88.19778;847;0.00;No;Si;Si;Si;Si;Si;0.43032;2.794
2;Hombre;2;600.0;5.0;No;Si;No;No;No;No;No;No;13.468018;-88.879255;71;0.00;Si;Si;Si;Si;Si;No;1.43352;11.4
2;Hombre;0.15;50.0;4.0;No;Si;No;No;No;Si;No;No;13.5321235;-88.429579;537;0.00;Si;Si;No;Si;No;Si;0.19096;1.094118
2;Mujer;0.35;200.0;5.0;No;Si;No;No;No;No;No;No;13.527761;-88.448281;573;0.00;Si;Si;No;Si;No;Si;0.26928;1.461429
2;Hombre;0.4;400.0;8.0;Si;No;No;Si;No;No;No;Si;13.280707;-88.749472;10;0.00;Si;Si;Si;Si;No;Si;0.41712;2.61
2;Hombre;2.5;1500.0;5.0;No;Si;No;No;No;No;No;No;13.5196594;-88.821027;267;0.00;Si;Si;Si;Si;Si;No;1.92192;18.75
2;Hombre;0.72;800.0;5.0;No;No;No;No;Si;Si;No;No;13.34170833;-88.61497333;28;0.00;Si;Si;Si;No;No;Si;0.69168;4.5
2;Hombre;4;3950.0;5.7;Si;No;No;Si;No;No;No;Si;13.348937;-88.735581;10;15.80;Si;Si;Si;Si;Si;Si;2.23432;17.2
2;Mujer;0.35;400.0;5.0;No;Si;No;No;No;No;Si;No;13.7071155;-88.933568;787;0.00;Si;Si;Si;No;Si;Si;0.38632;2.29
2;Hombre;0.45;150.0;12.0;No;No;Si;No;No;Si;No;No;13.7220064;-88.228211;947;0.00;Si;Si;Si;Si;Si;Si;0.28688;2.024
2;Hombre;1.4;700.0;8.0;No;No;No;No;No;Si;No;No;13.9000664;-89.05272;581;0.00;Si;Si;Si;Si;Si;No;0.9196;3.047647
2;Hombre;1.75;1700.0;4.0;No;Si;No;No;No;Si;No;No;13.931565;-89.568684;857;0.00;Si;Si;Si;Si;Si;No;2.94888;15.115293
2;Hombre;2.5;2350.0;26.4;No;Si;No;No;No;No;No;No;13.61681;-88.91105333;716;0.00;Si;Si;Si;Si;Si;Si;0.36784;18.69
2;Hombre;0.7;300.0;6.0;No;Si;No;No;No;No;No;No;13.510797;-88.435995;685;0.00;Si;Si;Si;Si;Si;No;0.12232;2.3
2;Hombre;1;400.0;5.3;No;Si;No;No;No;Si;Si;No;13.349751;-88.47627;135;37.50;Si;Si;Si;No;Si;No;0.13464;3.67
2;Hombre;2.5;2600.0;10.0;Si;Si;No;No;No;Si;No;No;13.7047462;-89.714227;212;100.00;Si;Si;Si;Si;Si;No;12.63152;52.324873
2;Mujer;1.2;1000.0;32.0;No;Si;No;No;No;No;Si;No;13.62882;-88.873072;678;0.00;Si;Si;Si;Si;No;Si;2.16392;12.940083
2;Mujer;0.5;35.0;19.0;No;No;No;No;Si;Si;No;No;13.6223679;-89.019296;766;0.00;Si;Si;Si;Si;Si;No;0.1408;0.86
2;Hombre;1;800.0;9.0;No;No;No;No;Si;Si;No;No;13.9323375;-88.086314;837;0.00;Si;Si;Si;Si;Si;Si;1.43264;12.122691
2;Hombre;0.7;600.0;5.0;No;No;No;No;Si;Si;No;No;13.7873058;-89.074704;612;0.00;Si;Si;Si;Si;No;No;0.8052;3.214033
2;Hombre;0.35;200.0;5.0;No;No;No;No;Si;Si;No;No;13.7945466;-89.071401;646;0.00;Si;Si;Si;Si;Si;No;1.18712;3.38042
2;Hombre;1;800.0;6.5;No;Si;No;No;No;No;No;No;13.6625233;-88.963976;512;50.00;Si;Si;Si;No;Si;Si;0.29656;6.6
2;Hombre;2.5;2100.0;3.0;No;Si;No;No;No;Si;No;No;13.9662051;-89.668249;765;0.00;Si;Si;Si;Si;Si;No;1.92456;9.310253
2;Mujer;1;1000.0;5.0;No;Si;No;No;No;No;Si;No;13.7928785;-88.950008;581;0.00;Si;Si;Si;Si;Si;Si;0.79024;4.7
2;Mujer;1.05;300.0;19.0;No;No;No;No;Si;Si;No;No;13.3916;-88.5836;771;0.00;Si;Si;Si;No;Si;Si;0.17248;3.13
2;Hombre;0.7;500.0;5.0;No;No;No;No;Si;Si;No;No;13.7577755;-88.199316;981;0.00;No;Si;Si;Si;Si;Si;0.44616;3.762
2;Mujer;0.7;400.0;5.0;No;No;No;No;No;Si;No;No;13.875589;-89.958017;1026;0.00;Si;Si;Si;Si;No;No;0.54648;1.661092
2;Hombre;0.7;350.0;12.7;No;No;No;No;Si;Si;No;No;13.376;-89.021;891;0.00;Si;Si;Si;Si;Si;Si;0.2684;4.68
2;Hombre;1;800.0;6.0;Si;Si;No;Si;No;No;No;Si;13.296757;-88.55199;27;0.00;Si;Si;Si;No;Si;Si;0.66352;4.11
2;Hombre;1;1000.0;7.0;No;Si;No;No;No;No;Si;No;13.75886;-89.654032;497;0.00;Si;Si;Si;Si;No;Si;6.82792;12.054707
2;Hombre;0.35;350.0;10.4;No;Si;No;No;No;No;Si;No;13.394;-88.5842;728.2;0.00;Si;Si;Si;Si;Si;Si;0.16808;3.66
2;Hombre;3;3000.0;8.0;Si;Si;No;No;No;No;No;No;13.73392;-89.680593;380;50.00;Si;Si;Si;Si;No;No;34.5444;88.661849
2;Hombre;0.25;150.0;7.0;No;No;No;No;No;No;No;No;13.8274959;-88.208096;461;0.00;Si;Si;Si;Si;Si;Si;0.12408;1.122
2;Hombre;1.05;600.0;14.0;No;Si;No;No;No;No;No;No;13.3724;-89.032;918.8;0.00;Si;No;Si;No;Si;Si;0.30536;5.37
2;Hombre;0.35;300.0;4.0;No;No;No;No;No;Si;Si;No;13.8569683;-88.952133;603;0.00;Si;Si;Si;No;Si;No;0.792;2.825798
2;Hombre;0.25;200.0;5.0;No;Si;No;No;No;No;No;No;13.77654333;-89.15158;490;0.00;Si;Si;Si;Si;Si;No;0.30976;2.215714
2;Hombre;0.5;600.0;7.0;Si;No;No;Si;No;No;No;Si;13.3017209;-88.75601;6;0.00;Si;Si;Si;No;Si;Si;0.24112;1.6
2;Mujer;4.19;4350.0;5.9;Si;No;No;Si;No;No;No;Si;13.351173;-88.731821;7;8.00;Si;Si;Si;Si;Si;No;3.72416;31
2;Mujer;1.4;600.0;16.0;No;Si;No;No;No;No;Si;No;13.756859;-89.594405;596;0.00;Si;Si;Si;Si;No;No;5.47976;13.671428
2;Hombre;0.5;400.0;4.8;No;No;No;No;Si;Si;No;No;13.66615821;-88.78389016;623;25.00;Si;Si;Si;Si;Si;No;0.2552;2.58
2;Mujer;0.2;150.0;14.0;No;Si;No;No;No;Si;No;No;13.5311716;-88.408954;509;0.00;No;Si;No;Si;Si;Si;0.23936;1.316302
2;Mujer;0.05;50.0;6.0;No;No;No;No;No;Si;No;No;13.8070785;-88.174595;752;0.00;Si;Si;Si;Si;Si;Si;0.0704;0.443698
2;Mujer;1;800.0;4.0;No;Si;No;No;No;No;Si;No;13.7018079;-88.953556;670;0.00;Si;Si;Si;Si;Si;Si;0.76648;4.67
2;Hombre;1;800.0;4.0;No;No;No;No;No;Si;No;No;13.9169308;-89.517694;816;0.00;Si;Si;Si;Si;Si;No;1.10792;4.346387
2;Hombre;1.4;850.0;5.0;No;No;No;No;No;Si;No;No;13.856;-89.471;595;0.00;Si;Si;Si;Si;No;No;1.04544;3.280588
2;Hombre;0.2;200.0;7.0;No;No;No;No;Si;Si;No;No;13.7775619;-88.160689;916;0.00;Si;Si;Si;Si;Si;Si;0.1496;0.8
2;Hombre;1.05;1100.0;6.0;No;Si;No;No;No;No;No;No;13.7715296;-89.081254;655;0.00;Si;No;Si;Si;No;No;1.8876;10.812354
