Año;Sexo productor;Area (Ha);Arboles_totales;Edad promedio plantas;Aluviales;Andisoles;Grumosoles;Halomorficos;Latosoles_arcillosos_acidos;Latosoles_arcillo_rojizos;Litosoles;Regosoles;Latitud;Longitud;Altura;Porcentaje_Injertacion;Aplica poda;Maneja sombra;Fertilizacion organica;Fertilizacion quimica;Presencia plagas y enfermedades;recibe AT;Perdidas (qq);Produccion efectiva (qq)
1;Hombre;0.7;700.0;4.0;Si;Si;No;No;No;No;No;No;13.738766;-89.677703;405;0.00;Si;Si;Si;No;No;No;1.166;5.40848
1;Hombre;0.63;450.0;5.0;No;Si;No;No;No;No;No;No;13.771849;-89.71612;484.988342;0.00;Si;No;Si;Si;Si;No;0.02024;0.08976
1;Mujer;0.35;300.0;6.0;No;Si;No;No;No;No;No;No;13.7369;-89.7255;355;0.00;Si;Si;Si;Si;Si;No;0.27368;1.51008
1;Hombre;0.7;650.0;4.0;No;Si;No;No;No;No;Si;No;13.4795;-88.556136;883.930298;0.00;Si;Si;No;Si;Si;Si;0.32472;1.8172
1;Hombre;1.4;830.0;6.9;No;Si;No;No;No;No;Si;No;13.483245;-88.562457;800;2.41;Si;No;Si;No;Si;Si;0.11792;4.53
1;Hombre;2.1;2000.0;4.3;Si;No;No;No;No;Si;No;No;13.4000373;-88.7473836;23;75.00;Si;Si;Si;Si;Si;No;0.44;3.5
1;Hombre;0.5;500.0;5.8;No;No;No;No;No;Si;No;No;13.441243;-88.69044;13.865112;10.00;Si;Si;Si;No;Si;Si;0.55264;2.9
1;Hombre;1;900.0;5.3;No;Si;No;No;No;No;Si;No;13.615523;-88.816828;854.332886;22.22;Si;Si;Si;Si;Si;Si;0.43208;2.86
1;Hombre;0.7;777.0;4.0;No;Si;No;No;No;Si;Si;No;13.711939;-89.559615;531.781811;0.00;Si;No;Si;Si;No;No;0.4136;1.75824
1;Hombre;0.8;700.0;4.0;No;Si;No;No;No;No;No;No;13.484501;-88.355326;906.84132;0.00;Si;Si;Si;Si;Si;Si;0.36168;1.82
1;Hombre;0.09;100.0;4.0;No;No;No;No;No;Si;No;No;13.790658;-88.166884;789;0.00;Si;Si;Si;No;Si;Si;0.14168;0.2
1;Hombre;0.58;528.0;6.0;No;Si;No;No;No;No;No;No;13.791484;-89.704276;601.705078;0.00;Si;No;Si;No;Si;No;0.44;3.7828
1;Hombre;0.27;150.0;6.0;No;Si;No;No;No;Si;Si;No;13.712177;-89.561182;509.039795;0.00;Si;No;Si;Si;No;No;0.2244;0.79992
1;Hombre;3.26;3400.0;4.1;No;No;Si;No;No;Si;No;No;13.645024;-89.89072;-12.452362;90.00;No;Si;Si;Si;No;No;3.51736;19.38552
1;Hombre;3.58;1275.0;3.0;No;No;No;No;Si;Si;No;No;13.699389;-89.470698;811;0.00;Si;No;No;Si;Si;No;0.12584;0.60104
1;Hombre;3.5;2500.0;6.0;No;Si;No;No;No;No;No;No;13.497921;-88.327275;828;0.00;Si;Si;Si;Si;Si;Si;2.6224;12.8596
1;Mujer;0.7;500.0;4.2;No;No;No;No;No;Si;No;No;13.922138;-89.426508;724.736206;0.00;Si;No;No;Si;Si;Si;0.02464;0.0968
1;Hombre;2.5;1100.0;4.6;No;Si;No;No;No;No;No;No;13.438144;-88.319016;672.227295;9.09;Si;Si;Si;Si;Si;Si;1.57608;7.9
1;Hombre;2;1000.0;5.6;No;Si;No;No;No;Si;Si;No;13.339078;-88.473705;94.047546;40.00;Si;Si;Si;No;Si;No;0.14256;1.94
1;Mujer;0.25;150.0;4.0;No;No;No;No;Si;Si;No;No;13.757402;-88.205695;1028.8142;0.00;Si;Si;Si;Si;Si;Si;0.05016;0.22
1;Hombre;0.27;250.0;4.0;No;No;No;No;Si;Si;No;No;13.6058;-88.4498;323.41;0.00;Si;Si;Si;Si;Si;Si;0.08888;0.47168
1;Hombre;0.38;241.0;5.0;No;Si;No;No;No;No;No;No;13.814627;-89.870282;750.486572;0.00;Si;No;No;Si;Si;No;0.1232;0.94424
1;Mujer;0.45;500.0;3.6;Si;No;Si;No;No;Si;No;No;13.459933;-88.124994;98.99519;20.00;Si;Si;Si;Si;Si;Si;0.02376;0.12
1;Mujer;0.6;300.0;4.0;No;No;No;No;Si;Si;No;No;13.741268;-88.214612;1105.47204;0.00;Si;Si;Si;Si;Si;Si;0.06512;0.22
1;Hombre;0.45;486.0;6.0;No;Si;No;No;No;Si;Si;No;13.711835;-89.558135;523;0.00;Si;Si;Si;Si;No;No;0.20416;0.95656
1;Mujer;0.5;400.0;6.0;No;Si;No;No;No;No;No;No;13.771023;-89.719056;513;0.00;Si;No;Si;Si;Si;No;0.30888;0.3168
1;Hombre;0.18;100.0;5.0;No;No;Si;No;No;Si;No;No;13.62921;-89.867057;4.695068;0.00;No;Si;Si;Si;No;No;0.06072;0.3432
1;Hombre;1.05;1150.0;5.0;No;Si;No;No;No;Si;Si;No;13.668251;-88.825588;802.359131;0.00;No;Si;No;No;No;No;0.39336;2.34
1;Hombre;1.4;1000.0;4.0;Si;No;No;Si;No;No;No;Si;13.2258;-88.48086;96;100.00;Si;Si;Si;Si;Si;Si;0.57464;3.85
1;Hombre;2;1500.0;21.7;No;Si;No;No;No;Si;Si;No;13.42933;-88.50669;427.509033;0.00;Si;Si;Si;No;Si;Si;0.23584;5.47
1;Hombre;0.3;300.0;4.0;No;Si;No;No;No;No;No;No;13.475895;-88.396918;695.451904;0.00;Si;Si;No;No;Si;Si;0.4268;2.05
1;Mujer;0.35;150.0;5.0;No;Si;No;No;No;Si;Si;No;13.211331;-88.285064;150;0.00;Si;Si;Si;No;Si;Si;0.0704;0.73
1;Hombre;3.15;600.0;5.0;Si;No;No;No;No;Si;Si;No;13.687456;-89.639854;294;0.00;Si;Si;Si;Si;No;Si;1.08152;4.48
1;Mujer;0.7;700.0;5.0;No;No;Si;No;No;Si;No;No;13.634534;-89.861754;2.525696;0.00;No;Si;Si;Si;No;No;0.3256;1.85768
1;Mujer;4.5;5000.0;5.6;Si;No;Si;No;No;No;No;No;13.6476;-89.7704;94.4353;60.00;Si;Si;Si;Si;Si;No;7.56712;37.30496
1;Mujer;1.5;1500.0;4.9;No;No;No;No;No;Si;No;No;13.536038;-88.358298;485.97168;3.33;No;No;Si;No;Si;Si;0.7128;3.85
1;Hombre;1.08;1200.0;5.0;No;No;No;No;No;Si;No;No;13.865179;-88.12899;453;0.00;Si;Si;Si;No;Si;Si;0;0.4
1;Hombre;0.4;350.0;5.7;No;Si;No;No;No;Si;No;No;13.525084;-88.434444;573.960815;14.29;Si;Si;No;Si;Si;Si;0.56584;3.404
1;Hombre;1.4;1200.0;5.0;No;Si;No;No;No;No;No;No;13.729562;-89.482372;724.025024;0.00;Si;No;Si;Si;Si;No;1.56464;8.5272
1;Hombre;0.42;390.0;4.0;Si;No;Si;No;No;Si;No;No;13.623124;-89.750773;88.040466;0.00;Si;Si;Si;Si;Si;No;0.81576;5.10752
1;Hombre;1.05;900.0;4.0;No;Si;No;No;No;Si;No;No;13.998774;-89.552399;681;100.00;Si;Si;Si;Si;No;No;4.01984;12.57344
1;Mujer;0.63;629.0;6.0;No;No;No;No;No;No;Si;No;13.762183;-89.648302;574.602539;0.00;Si;Si;Si;No;No;Si;1.08064;3.29648
1;Hombre;1;340.0;4.8;No;No;No;No;Si;Si;No;No;13.509086;-89.097054;224;23.53;Si;Si;Si;Si;Si;Si;0.07656;0.45
1;Hombre;3.29;2200.0;4.4;No;Si;No;No;No;No;No;No;13.814041;-89.870158;761.732352;0.00;Si;Si;Si;Si;Si;No;0.5016;5.33176
1;Hombre;2;2000.0;6.0;No;Si;No;No;No;Si;No;No;13.565755;-88.537313;216.844543;0.00;Si;Si;No;Si;Si;Si;1.58224;8.06576
1;Mujer;1.2;758.0;5.0;No;Si;No;No;No;Si;No;No;13.806513;-89.919827;520.1604;0.00;Si;Si;Si;Si;No;No;0.17776;1.08944
1;Hombre;5.26;5425.0;3.5;No;No;No;No;No;Si;No;No;13.922483;-89.440671;832;0.00;Si;No;No;Si;Si;Si;1.90432;9.22592
1;Hombre;0.54;400.0;6.0;No;No;No;Si;No;Si;No;Si;13.231931;-88.252731;521.823242;0.00;Si;Si;Si;Si;Si;Si;0.63096;2.2
1;Hombre;0.09;100.0;5.0;No;No;No;No;No;Si;No;No;13.793235;-88.168001;764;0.00;Si;Si;Si;No;Si;Si;0.264;0.0528
1;Hombre;2.5;2000.0;6.0;No;No;No;No;Si;Si;No;No;13.517144;-88.389494;503.944214;1.50;Si;Si;No;Si;Si;Si;0.67936;3.8
1;Hombre;0.45;500.0;4.0;No;No;No;No;No;Si;No;No;13.913397;-88.1132;747;0.00;Si;Si;Si;Si;Si;Si;0.10032;0.5
1;Hombre;2.19;1500.0;4.0;No;Si;No;No;No;No;No;No;13.451654;-88.382268;420.908709;0.00;Si;Si;No;Si;Si;Si;0.4312;2.5
1;Hombre;1.76;1164.0;5.0;No;Si;No;No;No;Si;No;No;13.929613;-89.801995;747.797119;0.00;Si;Si;Si;Si;Si;No;0.28424;1.34288
1;Hombre;0.5;500.0;4.0;No;No;No;No;No;Si;No;No;13.885986;-88.167051;665;0.00;Si;Si;Si;Si;Si;Si;0;0.1056
1;Mujer;0.98;1000.0;6.0;Si;No;No;No;No;Si;Si;No;13.649875;-89.697439;149;0.00;Si;Si;Si;Si;Si;No;0.83776;4.85144
1;Hombre;2;1000.0;4.0;No;No;No;No;No;Si;No;No;13.738115;-88.212397;1036.86828;0.00;Si;No;Si;Si;Si;Si;1.3332;4.51
1;Mujer;0.7;500.0;6.0;No;Si;No;No;No;Si;No;No;13.6129;-88.8236;790;0.00;Si;Si;Si;Si;Si;Si;0.27016;1.52
1;Hombre;1.13;1200.0;6.0;Si;No;No;No;No;Si;No;No;13.75785;-90.097767;22.728699;0.00;No;Si;Si;Si;No;No;1.19592;6.18288
1;Hombre;0.3;300.0;4.0;No;Si;No;No;No;No;No;No;13.470882;-88.369265;732.287109;0.00;Si;Si;Si;No;Si;Si;0.34672;1.75
1;Hombre;0.18;200.0;4.0;No;No;No;No;Si;Si;No;No;13.794476;-88.247477;1032.65808;0.00;Si;No;Si;Si;Si;Si;0.27192;1.276
1;Hombre;1.98;1888.0;5.4;Si;Si;No;No;No;No;No;No;13.731305;-89.682324;366;0.00;Si;Si;Si;No;No;Si;3.86848;15.13
1;Hombre;1.53;1575.0;4.0;No;Si;No;No;No;No;No;No;13.697405;-89.477933;906.447096;0.00;Si;No;Si;Si;Si;Si;1.77056;9.15904
1;Hombre;1.16;620.0;6.0;No;Si;No;No;No;Si;No;No;13.76625;-89.83721;444;0.00;Si;No;Si;Si;Si;No;0.50512;3.33608
1;Hombre;0.25;150.0;4.0;No;No;Si;No;No;Si;No;No;13.72798;-88.136239;601.624673;0.00;Si;Si;Si;Si;Si;Si;0.09064;0.484
1;Hombre;0.9;750.0;4.0;No;Si;No;No;No;No;Si;No;13.51405;-89.35264;933;0.00;Si;No;Si;Si;Si;Si;0.12848;0.36784
1;Hombre;0.5;500.0;5.0;No;No;No;No;Si;Si;No;No;13.9214;-88.134;858.845;0.00;Si;Si;Si;Si;Si;Si;1.24608;4.432
1;Hombre;0.3;300.0;5.9;No;Si;No;No;No;No;No;No;13.486633;-88.408877;803.070312;6.67;Si;Si;Si;No;Si;Si;0.8096;4.45
1;Mujer;1.11;1106.0;6.0;Si;Si;No;No;No;No;Si;No;13.753502;-89.684466;450.568115;0.00;No;Si;Si;Si;No;No;0;0.00264
1;Mujer;0.35;200.0;6.0;No;Si;No;No;No;No;Si;No;13.43;-88.5642;350.548;0.00;Si;No;Si;No;Si;No;0.1276;1.7
1;Hombre;2.44;1500.0;4.8;Si;No;No;Si;No;No;No;Si;13.35566;-88.76073;40;20.00;Si;Si;Si;Si;Si;Si;1.37368;10.05
1;Hombre;0.36;172.0;4.0;No;Si;No;No;No;No;No;No;13.772482;-89.711426;450;0.00;Si;No;Si;Si;Si;No;0.15664;0.9044
1;Hombre;2.94;1500.0;4.1;Si;No;No;No;No;Si;No;No;13.3877846;-88.7471053;20;93.33;Si;Si;Si;Si;Si;Si;1.0692;13.5
1;Mujer;0.95;500.0;4.0;No;No;No;No;Si;Si;No;No;13.799867;-88.233197;963.562134;0.00;Si;No;Si;Si;Si;Si;0.82104;3.894
1;Hombre;0.3;300.0;6.0;No;Si;No;No;No;No;Si;No;13.495461;-88.409043;728.142822;0.00;Si;Si;No;No;Si;Si;0.6292;3.4
1;Hombre;0.8;800.0;5.0;No;No;No;No;Si;Si;No;No;13.942045;-88.192846;735;0.00;Si;Si;Si;No;Si;Si;2.15952;13.096
1;Hombre;0.4;300.0;5.0;No;Si;No;No;No;No;No;No;13.453418;-88.404421;661.375244;0.00;Si;Si;Si;Si;Si;Si;0.7568;4.25
1;Mujer;3.15;1600.0;6.8;No;Si;No;No;No;No;No;No;13.611884;-88.928115;603;12.50;Si;Si;Si;Si;Si;Si;0.20592;3.44
1;Mujer;0.9;576.0;3.0;No;Si;No;No;No;No;Si;No;13.847466;-89.591407;949.516602;0.00;Si;No;Si;Si;Si;No;0.33792;0.96976
1;Mujer;2.1;2000.0;4.6;No;Si;No;No;No;No;No;No;13.706413;-89.487607;907;0.00;Si;No;Si;Si;Si;No;1.06832;5.15152
1;Hombre;1;600.0;4.0;No;No;No;No;Si;Si;No;No;13.756171;-88.182097;815;0.00;Si;Si;Si;Si;Si;Si;0.6424;2.97
1;Hombre;0.36;400.0;5.0;No;No;No;No;No;Si;No;No;13.794766;-88.17265;812;0.00;Si;Si;Si;No;Si;Si;0.6688;1.316
1;Hombre;0.7;700.0;4.9;No;Si;No;No;No;No;Si;No;13.493393;-88.407657;728.315186;14.29;Si;Si;No;No;Si;Si;0.6204;3.25
1;Hombre;1.5;1500.0;5.9;No;No;No;Si;No;No;No;Si;13.221172;-88.5536443;7;13.33;Si;Si;Si;Si;No;Si;1.95184;10.24
1;Mujer;0.23;150.0;6.0;No;No;No;No;Si;Si;No;No;13.441642;-88.46177;687;0.00;Si;Si;No;Si;Si;Si;0.18128;0.95832
1;Hombre;0.71;720.0;5.0;No;Si;No;No;No;Si;No;No;13.763965;-89.799136;442;0.00;Si;No;Si;Si;No;No;0.3168;1.06688
1;Hombre;0.45;350.0;4.0;No;No;No;No;No;Si;No;No;13.715718;-88.221713;850.767457;0.00;Si;Si;Si;Si;Si;Si;0.13992;0.33
1;Mujer;0.5;500.0;4.0;No;Si;No;No;No;No;No;No;13.617552;-88.945934;527;0.00;No;No;No;No;Si;No;0.0484;0.1
1;Hombre;0.8;800.0;6.0;No;No;No;No;Si;Si;No;No;13.906991;-88.153991;755.30957;0.00;Si;Si;Si;Si;Si;Si;0.55528;2.538
1;Mujer;0.24;150.0;5.0;No;Si;No;No;No;No;No;No;13.495806;-88.39218;593.7854;0.00;Si;Si;No;No;Si;Si;0.6512;3.5
1;Hombre;1.4;800.0;5.4;No;Si;No;No;No;No;No;No;13.593176;-88.953457;508;18.75;Si;Si;Si;Si;Si;Si;0.18304;3.26
1;Hombre;0.7;704.0;6.0;No;Si;No;No;No;No;No;No;13.743856;-89.470587;596.448486;0.00;Si;No;Si;Si;Si;No;0.22792;1.1176
1;Hombre;0.28;256.0;6.0;No;Si;No;No;No;No;No;No;13.804987;-89.733484;651.95752;0.00;Si;No;Si;Si;Si;No;0.45848;1.39272
1;Hombre;1.42;666.0;5.0;No;No;No;No;Si;Si;No;No;13.68015;-89.429293;930.515015;0.00;Si;No;Si;Si;Si;Si;0.42856;2.25192
1;Hombre;0.5;500.0;4.9;No;Si;No;No;No;No;Si;No;13.496906;-88.411059;698.317627;10.00;Si;Si;No;Si;Si;Si;0.64856;3.48
1;Hombre;0.6;600.0;5.8;No;Si;No;No;No;Si;No;No;13.52469;-88.429257;550.611572;8.33;Si;Si;No;Si;Si;Si;0.56408;3.18
1;Mujer;3;2700.0;6.0;Si;No;No;No;No;No;No;No;13.728552;-89.658814;382.417236;100.00;Si;Si;Si;Si;No;Si;2.90928;11.62
1;Hombre;0.4;405.0;6.0;Si;No;No;Si;No;No;No;Si;13.728974;-90.072648;10.084747;0.00;No;Si;Si;Si;No;No;0.1364;0.638
1;Hombre;3.22;2000.0;4.0;No;Si;No;No;No;Si;No;No;13.786516;-89.831885;620.999756;0.00;No;Si;Si;Si;Si;No;0.2068;1.1132
1;Hombre;0.75;500.0;6.5;No;No;No;No;Si;Si;No;No;13.622787;-88.945884;537;40.00;Si;Si;Si;No;Si;Si;0.27104;5.37
1;Hombre;1;500.0;6.6;No;Si;No;No;No;No;Si;No;13.485055;-88.559372;884;10.00;Si;No;Si;No;Si;Si;0.08712;2.84
1;Hombre;2.75;2500.0;6.6;No;Si;No;No;No;No;No;No;13.603095;-88.91778;686;20.00;Si;Si;Si;No;Si;Si;0.25872;6.219999
1;Mujer;0.06;70.0;5.0;No;No;No;No;Si;Si;No;No;13.750828;-88.190511;757.35868;0.00;Si;Si;Si;Si;Si;Si;0.02288;0.11
1;Hombre;0.7;400.0;4.8;No;Si;No;No;No;No;No;No;13.531327;-88.942056;153;20.00;Si;Si;Si;Si;Si;No;0.0308;0.31
1;Hombre;0.45;278.0;5.0;No;No;No;No;No;Si;No;No;13.591942;-89.536274;529;100.00;Si;Si;Si;Si;Si;No;0.8624;1.3332
1;Mujer;0.5;400.0;4.0;No;Si;No;No;No;No;Si;No;13.468863;-88.386111;543.896973;0.00;Si;Si;Si;Si;Si;Si;0.3652;2.05
1;Hombre;0.5;400.0;4.0;No;No;No;No;No;Si;No;No;13.546082;-88.434885;508.5996;0.00;No;No;No;No;No;Si;0.5016;2.8
1;Hombre;0.89;539.0;4.8;No;Si;No;No;No;Si;No;No;13.755328;-89.820842;339.960327;0.00;Si;Si;Si;No;No;No;0.34936;2.17184
1;Hombre;1.05;150.0;6.9;No;Si;No;No;No;No;No;No;13.620514;-88.94419;501.891357;6.67;Si;Si;No;No;Si;Si;0.15224;0.84
1;Hombre;3;2700.0;4.0;No;Si;No;No;No;No;Si;No;13.2618;-88.3328;668.6;0.00;Si;Si;Si;Si;Si;Si;2.14632;11.45408
1;Hombre;0.3;300.0;5.0;No;Si;No;No;No;No;Si;No;13.491705;-88.410199;742.843018;0.00;Si;Si;No;Si;Si;Si;0.41096;2.1
1;Mujer;4.4;3400.0;4.8;No;Si;No;No;No;No;Si;No;13.477552;-88.557315;862.235352;0.00;Si;Si;Si;Si;No;Si;3.99608;19.8356
1;Hombre;0.18;200.0;4.0;No;No;No;No;Si;Si;No;No;13.970403;-88.229795;749.815217;0.00;Si;Si;Si;Si;Si;Si;0.3168;1.468
1;Hombre;0.32;100.0;3.0;No;No;No;No;Si;Si;No;No;13.802182;-88.235739;948.170166;0.00;Si;Si;Si;Si;Si;Si;0.1804;0.77
1;Hombre;0.45;500.0;4.0;No;No;No;No;Si;Si;No;No;13.797101;-88.250497;1021.347412;0.00;Si;Si;Si;Si;Si;Si;0.61248;2.376
1;Hombre;1;900.0;5.8;No;No;No;No;Si;Si;No;No;13.4628;-88.1513;1052;11.11;Si;No;Si;Si;Si;Si;1.28832;6.45
1;Hombre;1.42;400.0;4.0;No;Si;No;No;No;No;Si;No;13.52807;-89.34064;901;0.00;Si;No;Si;Si;Si;Si;0.2156;0.61688
1;Hombre;2.82;1692.0;5.0;No;No;Si;No;No;Si;No;No;13.693753;-89.81616;140.187256;0.00;No;Si;Si;Si;No;No;1.09296;5.58536
1;Hombre;0.1;100.0;4.0;No;Si;No;No;No;No;No;No;13.48115;-88.401251;811.86792;0.00;Si;Si;No;No;Si;Si;0.46816;2.5
1;Hombre;0.4;400.0;5.8;No;No;No;Si;No;Si;No;Si;13.318562;-88.702277;17.840149;25.00;Si;Si;Si;Si;No;Si;0.48488;2.9
1;Hombre;1;800.0;5.8;No;No;No;No;No;Si;No;No;13.77526333;-88.28353833;842.2;5.00;Si;Si;No;Si;No;Si;1.45728;7.3
1;Hombre;1.9;1800.0;4.9;No;Si;No;No;No;No;No;No;13.659943;-88.921891;560.236572;50.00;Si;Si;Si;Si;Si;Si;0.91168;7.28
1;Hombre;0.5;500.0;5.0;No;Si;No;No;No;No;Si;No;13.5934;-88.8754;1043.66;0.00;No;Si;No;Si;No;No;0.25696;1.8
1;Mujer;0.27;300.0;5.0;No;No;No;No;Si;Si;No;No;13.972274;-88.229589;762;0.00;Si;Si;Si;Si;Si;Si;0.37664;1.204
1;Hombre;0.7;650.0;6.0;No;Si;No;No;No;No;No;No;13.788953;-89.707177;616.362183;0.00;Si;No;Si;Si;Si;No;0.30624;2.4476
1;Hombre;0.7;250.0;6.0;No;No;No;No;No;Si;No;No;13.551;-88.4312;495.302;0.00;Si;Si;Si;Si;Si;Si;0.13024;1.66
1;Hombre;1.92;400.0;4.8;No;Si;No;No;No;No;No;No;13.590312;-88.957692;465;25.00;Si;Si;Si;Si;Si;Si;0.21032;2.27
1;Hombre;0.7;400.0;5.0;No;Si;No;No;No;No;Si;No;13.422892;-88.569653;327;0.00;Si;Si;Si;No;Si;Si;0.15136;2.9
1;Hombre;2.1;1500.0;8.3;No;Si;No;No;No;Si;No;No;13.415039;-88.572593;288;0.00;No;No;Si;Si;Si;No;0.17072;3.54
1;Hombre;0.45;500.0;4.0;No;No;No;No;Si;Si;No;No;13.795119;-88.266885;897.41333;0.00;No;Si;No;Si;Si;Si;0.35904;1.8
1;Hombre;0.35;300.0;5.0;No;Si;No;No;No;No;Si;No;13.5945;-88.878;1046.21;0.00;Si;Si;Si;Si;Si;Si;0.12584;0.93
1;Hombre;0.3;300.0;6.0;No;No;No;No;No;Si;No;No;13.4362;-88.6861;26.8055;0.00;Si;No;No;No;No;Si;0.85888;4.32
1;Hombre;1;1000.0;6.6;No;Si;No;No;No;Si;No;No;13.633079;-88.763986;311;20.00;Si;Si;Si;Si;Si;Si;0.682;3.95
1;Hombre;5.5;4500.0;3.6;No;Si;No;No;No;Si;No;No;13.511108;-88.552071;752.63;44.44;Si;Si;Si;Si;Si;Si;2.68048;13.9479
1;Hombre;0.35;300.0;6.0;No;Si;No;No;No;No;No;No;13.752162;-89.7251;407.420532;0.00;Si;No;Si;Si;Si;No;0.15048;0.62832
1;Hombre;0.94;445.0;5.6;Si;Si;No;No;No;No;No;No;13.70851;-89.429041;570.187866;0.00;Si;No;No;Si;Si;Si;0.25344;1.17216
1;Mujer;0.4;400.0;4.0;Si;No;Si;No;No;Si;No;No;13.623108;-89.750752;82.481079;0.00;Si;Si;Si;Si;Si;No;0.81224;4.30848
1;Hombre;1.37;768.0;6.0;No;Si;No;No;No;No;Si;No;13.73538;-89.670337;392;100.00;Si;Si;Si;Si;No;Si;1.29272;2.43496
1;Mujer;2;2000.0;6.0;No;Si;No;No;No;No;No;No;13.497243;-88.558702;916;0.00;Si;Si;Si;Si;Si;Si;0.8976;4.72208
1;Hombre;1;800.0;2.7;No;No;No;No;Si;Si;No;No;13.853098;-88.216099;245.45544;65.00;Si;Si;Si;Si;Si;Si;0.04752;0.286
1;Hombre;1.3;1100.0;5.3;No;Si;No;No;No;No;No;No;13.513316;-88.847871;216.898132;68.18;Si;Si;Si;Si;Si;No;0.91344;8.6
1;Hombre;3.5;3000.0;5.0;No;Si;No;No;No;No;No;No;13.493067;-88.35082;837.156738;0.00;Si;Si;Si;Si;Si;Si;3.86496;19.35
1;Hombre;1.58;1395.0;5.0;No;Si;No;No;No;Si;No;No;13.633778;-89.562715;637;0.00;Si;Si;Si;Si;No;No;0.52184;2.1208
1;Hombre;2;1200.0;3.9;No;No;No;No;Si;Si;No;No;13.733315;-88.214143;896.37915;12.50;Si;Si;Si;Si;Si;Si;1.07096;5.06
1;Hombre;4.9;5161.0;7.6;No;No;Si;No;No;Si;Si;No;13.966646;-89.57336;721.668213;9.69;Si;No;Si;Si;Si;Si;15.83736;61.50936
1;Hombre;0.56;500.0;5.0;No;Si;No;No;No;No;No;No;13.732833;-89.473324;687.998047;100.00;Si;No;Si;Si;No;No;0.77616;3.7444
1;Hombre;3.5;3500.0;11.0;Si;No;No;No;No;No;No;No;13.719018;-89.648809;391;28.57;Si;Si;Si;No;No;Si;5.75696;21.28
1;Hombre;1;600.0;4.0;No;No;Si;No;No;Si;No;No;13.71712;-88.23206166;843.4;0.00;Si;No;Si;Si;Si;Si;0.11;0.286
1;Mujer;1;800.0;5.0;No;Si;No;No;No;No;Si;No;13.323211;-88.29341;43.775085;0.00;Si;Si;Si;Si;Si;Si;1.166;5.83
1;Hombre;1.05;750.0;5.1;No;No;No;No;No;Si;No;No;13.370658;-88.655698;34.105164;93.33;No;Si;Si;Si;Si;Si;0.15312;3.08
1;Hombre;0.7;250.0;5.2;No;Si;No;No;No;No;No;No;13.60238;-88.948655;542.305664;20.00;Si;Si;Si;Si;Si;Si;0.08272;0.57
1;Hombre;3.6;3600.0;5.6;Si;Si;No;Si;No;No;No;Si;13.285015;-88.564653;6.320862;72.22;Si;Si;Si;Si;No;Si;4.4924;23.7736
1;Hombre;1.5;1250.0;6.0;No;No;Si;No;No;Si;No;No;13.990208;-89.64882;550;0.00;Si;Si;Si;Si;Si;No;2.71128;9.76976
1;Hombre;2.5;700.0;4.3;No;Si;No;No;No;Si;No;No;13.507455;-88.380617;518.937744;71.43;Si;Si;Si;Si;Si;Si;0.5984;3
1;Hombre;0.7;600.0;4.0;No;No;Si;No;No;Si;No;No;13.728376;-88.145761;646.224893;0.00;Si;Si;Si;Si;Si;Si;0.2772;1.1
1;Mujer;0.3;300.0;5.0;No;Si;No;No;No;No;No;No;13.492435;-88.389922;687.804077;0.00;Si;Si;No;No;Si;Si;0.63712;3.4
1;Hombre;2.45;2200.0;4.5;No;No;No;No;Si;Si;No;No;13.657811;-88.804404;478.081543;77.27;Si;Si;Si;Si;Si;No;1.2408;7.68
1;Mujer;0.23;250.0;4.0;No;No;No;No;Si;Si;No;No;13.794379;-88.242688;1042.4635;0.00;Si;Si;Si;Si;Si;Si;0.11528;0.44
1;Hombre;2;1400.0;4.8;Si;Si;No;No;No;No;No;No;13.496236;-89.075517;76;21.43;Si;Si;Si;Si;Si;Si;1.06392;5.15
1;Hombre;2;1000.0;7.5;No;Si;No;No;No;Si;Si;No;13.433537;-88.54046;709;50.00;No;Si;Si;No;Si;Si;0.2684;4.17
1;Hombre;2.8;3000.0;6.0;No;Si;No;No;No;No;No;No;13.490229;-88.525706;1108.77966;0.00;Si;Si;Si;Si;Si;Si;1.5444;7.75544
1;Hombre;4.41;4000.0;4.9;No;Si;No;No;No;No;Si;No;13.487368;-88.412204;807.922363;12.50;Si;Si;No;Si;Si;Si;1.52856;9.002
1;Hombre;0.3;250.0;4.0;No;No;Si;No;No;Si;No;No;13.72709;-88.144607;639.31546;0.00;Si;Si;Si;Si;Si;Si;0.03256;0.286
1;Mujer;0.8;500.0;3.6;No;No;No;No;No;Si;No;No;13.729796;-88.220585;870;40.00;Si;No;Si;Si;Si;Si;0.05632;0.22
1;Hombre;1.5;255.0;5.1;No;Si;No;No;No;No;No;No;13.600719;-88.966452;403.785767;33.33;Si;Si;Si;Si;Si;Si;0.36168;3.41
1;Hombre;1.4;850.0;4.0;Si;No;No;Si;No;No;No;Si;13.37943;-88.74603;14;100.00;Si;Si;Si;Si;Si;No;0.89232;7.95
1;Hombre;0.7;600.0;6.0;No;No;No;No;Si;Si;No;No;13.7734;-88.285;793.921;0.00;Si;Si;Si;Si;Si;Si;0.61864;2.35
1;Hombre;2.45;1904.0;6.0;No;Si;No;No;No;Si;No;No;13.807734;-89.919451;546.251099;0.00;No;Si;Si;Si;No;No;0.50776;3.26744
1;Hombre;0.7;500.0;4.0;No;No;Si;No;No;Si;No;No;13.649925;-88.166637;208.021484;0.00;Si;Si;Si;Si;Si;Si;0.14344;0.77
