No.;Sexo productor;Área (Ha);Patron_Arboles_1;Patron_Edad_1;Patron_Arboles_2;Patron_Edad_2;Patron_Arboles_3;Patron_Edad_3;Patron_Arboles_4;Patron_Edad_4;Injerto_Arboles_1;Injerto_Edad_1;Injerto_Arboles_2;Injerto_Edad_2;Injerto_Arboles_3;Injerto_Edad_3;Injerto_Arboles_4;Injerto_Edad_4;Edad promedio plantas patron;Edad promedio plantas injerto;Edad promedio plantas;Densidad (plantas/Ha);Aluviales;Andisoles;Grumosoles;Halomorficos;Latosoles_arcillosos_acidos;Latosoles_arcillo_rojizos;Litosoles;Regosoles;Latitud;Longitud;Altura;Porcentaje injertación;Aplica poda;Maneja sombra;Fertilización orgánica;Fertilización química;Presencia plagas y enfermedades;recibe AT;Perdidas (qq);Produccion efectiva (qq)
360;Mujer;1;600;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;7;600;0;1;0;0;0;1;0;0;13.806699999999999;-89.878600000000006;601;0;Si;No;Si;Si;Si;No;9.8559999999999995E-2;1.16472
361;Mujer;16;15400;6;NA;NA;NA;NA;NA;NA;600;3;NA;NA;NA;NA;NA;NA;6;3;5.8875000000000002;1000;0;1;0;0;0;0;0;0;13.818199999999999;-89.866399999999999;801;3.75;Si;Si;Si;Si;Si;No;9.3482400000000005;62.654000000000003
362;Hombre;0.7;600;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;7;857.14285714285722;0;1;0;0;0;0;0;0;13.814;-89.8703;768;0;Si;Si;Si;Si;Si;No;0.34320000000000001;2.1388799999999999
363;Mujer;1.31;1000;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;NA;8;763.35877862595419;0;1;0;0;0;1;0;0;13.7827;-89.850200000000001;631;0;Si;Si;Si;Si;Si;No;0.54823999999999995;5.2751200000000003
364;Hombre;3.12;2000;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;641.02564102564099;0;1;0;0;0;1;0;0;13.799899999999999;-89.877700000000004;545;0;Si;Si;Si;Si;Si;No;0.71896000000000004;7.7044800000000002
365;Hombre;1.4;1000;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;714.28571428571433;0;1;0;0;0;1;0;0;13.712540000000001;-89.440207999999998;537.97302200000001;0;No;Si;Si;Si;Si;No;0.28160000000000002;1.7943199999999999
366;Hombre;0.7;560;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;800;0;1;0;0;0;1;0;0;13.821400000000001;-89.945400000000006;635;0;No;Si;Si;Si;Si;No;0.15751999999999999;0.9768
367;Hombre;0.35;300;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;857.14285714285722;0;1;0;0;0;1;0;0;13.821099999999999;-89.9452;629;0;No;Si;Si;Si;Si;No;9.5039999999999999E-2;0.52447999999999995
368;Hombre;2.1;1400;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;666.66666666666663;0;1;0;0;0;1;0;0;13.8192;-89.946299999999994;616;0;No;Si;Si;Si;Si;No;0.1232;0.82455999999999996
369;Hombre;1.27;800;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;629.9212598425197;0;1;0;0;0;1;0;0;13.8215;-89.948099999999997;660;0;No;Si;Si;Si;Si;No;0.11792;0.72775999999999996
370;Hombre;0.5;600;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;1200;0;1;0;0;0;1;0;0;13.760142;-89.730070999999995;469;0;No;Si;Si;Si;Si;No;0.20327999999999999;1.37016
371;Hombre;0.5;500;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;1000;0;1;0;0;0;1;0;0;13.813800000000001;-89.958399999999997;459;0;No;Si;Si;Si;Si;No;0.12496;0.748
372;Hombre;0.35;400;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;1142.8571428571429;0;1;0;0;0;1;0;0;13.8094;-89.956000000000003;538;0;Si;Si;Si;Si;No;No;0.13375999999999999;0.83687999999999996
373;Hombre;0.28000000000000003;300;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;1071.4285714285713;0;1;0;0;0;1;0;0;13.8165;-89.972399999999993;292;0;No;Si;Si;Si;Si;No;6.2480000000000001E-2;0.30712
374;Hombre;0.4;400;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;1000;0;1;0;0;0;1;0;0;13.747304;-89.727525999999997;416.87792999999999;0;Si;Si;Si;Si;Si;No;5.0160000000000003E-2;0.21912000000000001
375;Hombre;0.35;150;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;428.57142857142861;0;1;0;0;0;1;0;0;13.8124;-89.958600000000004;458;0;Si;Si;Si;Si;No;No;0.13991999999999999;0.89056000000000002
376;Hombre;0.66;500;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;757.57575757575751;0;1;0;0;0;1;0;0;13.747552000000001;-89.727462000000003;408.56982399999998;0;Si;Si;Si;Si;No;No;0.22352;1.41944
377;Hombre;0.46;400;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;869.56521739130426;0;1;0;0;0;1;0;0;13.813000000000001;-89.956900000000005;522;0;Si;Si;Si;Si;No;No;0.15487999999999999;1.0005599999999999
378;Mujer;0.5;300;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;600;0;1;0;0;0;0;0;0;13.8088;-89.798400000000001;948;0;Si;No;Si;Si;Si;No;0.2112;1.4705600000000001
379;Hombre;0.35;350;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;NA;8;1000.0000000000001;0;1;0;0;0;0;0;0;13.811299999999999;-89.7988;978;0;Si;No;Si;Si;Si;No;0.24376;1.25488
380;Hombre;1.66;1000;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;602.40963855421694;0;1;0;0;0;0;0;0;13.813700000000001;-89.8001;1012;0;Si;No;Si;Si;Si;No;3.0236800000000001;2.9567999999999999
381;Hombre;0.69;400;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;579.71014492753625;0;1;0;0;0;0;0;0;13.813599999999999;-89.797899999999998;1015;0;Si;No;Si;Si;Si;No;0.25256000000000001;1.2399199999999999
382;Mujer;0.65;400;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;615.38461538461536;0;1;0;0;0;0;0;0;13.8154;-89.797899999999998;1030;0;Si;No;Si;Si;Si;No;0.26928000000000002;1.5032799999999999
383;Mujer;0.44;288;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;NA;8;654.5454545454545;0;1;0;0;0;0;0;0;13.813800000000001;-89.7988;1018;0;Si;No;No;Si;Si;No;0.27192;1.00736
384;Hombre;0.49;300;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;612.24489795918373;0;1;0;0;0;0;0;0;13.8123;-89.8;983;0;Si;Si;Si;Si;Si;No;0.12232;1.0997600000000001
385;Hombre;7.22;6000;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;831.02493074792244;0;1;1;0;0;1;0;0;14.1318;-89.664599999999993;886;0;Si;No;Si;Si;Si;No;0.49280000000000002;1.4053599999999999
386;Hombre;1.26;NA;NA;NA;NA;NA;NA;NA;NA;1000;7;NA;NA;NA;NA;NA;NA;NA;7;7;793.65079365079362;0;0;0;0;0;1;0;0;14.0077;-89.6999;687;100;Si;No;Si;Si;Si;Si;1.9359999999999999;5.5334399999999997
387;Mujer;2.12;1600;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;7;754.71698113207549;0;0;0;0;0;1;0;0;14.012499999999999;-89.700299999999999;676;0;Si;No;Si;Si;Si;No;1.7784800000000001;5.0758400000000004
388;Hombre;5;4600;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;920;0;1;0;0;0;0;1;0;13.8993;-89.571200000000005;1064;0;Si;No;Si;Si;Si;No;4.9517600000000002;14.023680000000001
389;Hombre;5.03;900;3;2700;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.5;NA;4.5;715.70576540755462;0;0;0;0;1;1;0;0;13.7293;-89.500699999999995;640;0;Si;No;Si;Si;No;No;0.95920000000000005;4.4607200000000002
390;Mujer;0.35;250;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;714.28571428571433;1;1;0;0;0;1;0;0;13.7704;-89.474900000000005;494;0;Si;No;Si;Si;Si;No;0.18215999999999999;0.67320000000000002
391;Hombre;0.5;450;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;NA;8;900;0;1;0;0;0;1;0;0;13.7469;-89.611099999999993;555;0;Si;Si;Si;No;No;Si;1.20208;4.8499999999999996
392;Hombre;2.1;900;5;NA;NA;NA;NA;NA;NA;650;3;NA;NA;NA;NA;NA;NA;5;3;4.1612903226000002;738.09523809523807;0;1;0;0;0;1;0;0;13.7437;-89.525000000000006;600;41.935483870967744;Si;No;Si;No;No;No;0.75416000000000005;2.9761600000000001
393;Hombre;2.1;950;8;NA;NA;NA;NA;NA;NA;400;6;NA;NA;NA;NA;NA;NA;8;6;7.4074074074;642.85714285714278;1;1;0;0;0;0;0;0;13.741099999999999;-89.668999999999997;399;29.62962962962963;Si;Si;Si;No;No;Si;3.4971199999999998;14.38
394;Hombre;1;925;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;7;925;0;1;0;0;0;0;1;0;13.7758;-89.656899999999993;600;0;Si;Si;Si;No;No;Si;1.97824;6.1177599999999996
395;Hombre;0.7;800;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;1142.8571428571429;0;0;0;0;0;1;0;0;13.6967;-89.537099999999995;700;0;Si;No;Si;Si;No;No;0.37224000000000002;1.5329600000000001
396;Hombre;1.5;1300;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;866.66666666666663;0;0;0;0;0;1;0;0;13.6759;-89.551699999999997;590;0;Si;No;Si;No;Si;No;0.34671999999999997;1.5576000000000001
397;Hombre;3.5;3100;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;3;885.71428571428567;0;0;0;0;0;1;0;0;13.679500000000001;-89.5505;588;0;Si;Si;Si;Si;No;No;1.6015999999999999;8.0784000000000002
398;Hombre;0.35;400;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;1142.8571428571429;0;0;0;0;0;1;0;0;13.6913;-89.529499999999999;726;0;Si;Si;Si;No;Si;No;0.21648000000000001;0.93367999999999995
399;Hombre;4.82;1800;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;373.44398340248961;0;0;0;0;0;1;0;0;13.6861;-89.524699999999996;791;0;Si;No;Si;No;No;No;0.55352000000000001;2.1586400000000001
400;Hombre;0.35;350;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;1000.0000000000001;0;0;0;0;0;1;0;0;13.6815;-89.536699999999996;663;0;Si;No;Si;No;No;No;0.18479999999999999;0.64239999999999997
401;Hombre;0.35;275;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;785.71428571428578;0;0;0;0;0;1;0;0;13.666399999999999;-89.562399999999997;646;0;Si;No;Si;Si;Si;No;0.13991999999999999;0.59399999999999997
402;Hombre;11.9;3000;3;5850;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5.6440677965999999;NA;5.6440677965999999;743.69747899159665;0;1;0;0;0;0;0;0;13.796099999999999;-89.775700000000001;713;0;Si;Si;Si;Si;Si;No;7.9182399999999999;48.08408
403;Hombre;4.2;2700;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;7;642.85714285714278;0;1;0;0;0;0;0;0;13.797599999999999;-89.775800000000004;709;0;Si;Si;Si;Si;Si;No;6.95024;29.8672
404;Hombre;2.2599999999999998;1575;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;7;696.90265486725673;0;0;0;0;1;1;0;0;13.785600000000001;-89.766400000000004;711;0;Si;Si;Si;Si;Si;No;1.9835199999999999;9.98536
405;Hombre;1.71;1597;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;7;933.91812865497081;0;0;0;0;1;1;0;0;13.7752;-89.768199999999993;644;0;Si;Si;Si;Si;Si;No;3.66696;16.171759999999999
406;Hombre;2.27;1462;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;7;644.05286343612329;0;1;0;0;0;1;0;0;13.775499999999999;-89.771100000000004;650;0;Si;Si;Si;Si;Si;No;3.2164000000000001;13.88992
407;Hombre;0.7;625;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;892.85714285714289;0;1;0;0;0;0;0;0;13.799300000000001;-89.781999999999996;759;0;Si;Si;Si;Si;Si;No;1.2135199999999999;6.0746399999999996
408;Hombre;0.05;30;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;600;0;1;0;0;0;1;0;0;13.6188;-88.821600000000004;859.27200000000005;0;NA;NA;NA;NA;NA;No;1.1440000000000001E-2;0.21
409;Hombre;1.4;450;7;NA;NA;NA;NA;NA;NA;350;5;NA;NA;NA;NA;NA;NA;7;5;6.125;571.42857142857144;0;1;0;0;0;0;1;0;13.467790000000001;-88.545316999999997;923;43.75;Si;Si;Si;No;Si;Si;0.12408;3.5
410;Hombre;4.8899999999999997;245;5;4361;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5.9468085107000004;NA;5.9468085107000004;941.92229038854816;0;0;0;0;1;1;0;0;13.665129;-89.439548000000002;1011.89025;0;Si;No;No;Si;Si;Si;6.5735999999999999;33.351999999999997
411;Hombre;2.5;2000;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;800;0;0;0;0;1;1;0;0;13.75422;-88.209924999999998;1025.59863;0;Si;Si;Si;Si;Si;Si;3.3413599999999999;17.38
412;Hombre;1;950;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;950;0;1;0;0;0;0;0;0;13.66267;-88.903368;650.303223;0;NA;NA;NA;NA;NA;No;0.61424000000000001;4.62
413;Mujer;1.5;400;6;NA;NA;NA;NA;NA;NA;380;4;NA;NA;NA;NA;NA;NA;6;4;5.0256410255999997;520;0;1;0;0;0;0;1;0;13.429705;-88.562684000000004;339.80267300000003;48.717948717948715;Si;Si;Si;Si;Si;Si;0.11967999999999999;2.14
414;Mujer;0.7;750;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;1071.4285714285716;0;0;1;0;0;1;0;0;13.635396;-89.861345999999998;2.6517940000000002;0;No;Si;Si;Si;No;No;0.21032000000000001;1.8328800000000001
415;Mujer;0.7;400;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;571.42857142857144;0;0;0;0;1;1;0;0;13.742267;-88.215063000000001;971;0;Si;Si;Si;Si;Si;Si;0.79112000000000005;3.5640000000000001
416;Mujer;0.5;300;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;600;0;0;1;0;0;1;1;0;13.656000000000001;-88.692999999999998;378;0;Si;Si;No;No;No;Si;0.14696000000000001;1.07
417;Hombre;1.05;200;6;NA;NA;NA;NA;NA;NA;120;3;NA;NA;NA;NA;NA;NA;6;3;4.875;304.76190476190476;0;1;0;0;0;0;0;0;13.589252999999999;-88.953141000000002;447;37.5;Si;Si;Si;Si;Si;No;0.18479999999999999;1.23
418;Hombre;0.7;50;5;NA;NA;NA;NA;NA;NA;35;4;NA;NA;NA;NA;NA;NA;5;4;4.5882352941000004;121.42857142857143;0;1;0;0;0;0;0;0;13.594306;-88.966776999999993;352.83532700000001;41.176470588235297;Si;Si;Si;Si;Si;No;0.308;2.82
419;Hombre;2.1;900;7;NA;NA;NA;NA;NA;NA;150;3;150;5;NA;NA;NA;NA;7;4;6.25;571.42857142857144;0;1;0;0;0;0;1;0;13.50385;-88.519525000000002;978;25;Si;Si;Si;Si;Si;No;0.12759999999999999;4.8499999999999996
420;Hombre;0.2;200;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;1000;0;1;0;0;0;0;0;0;13.452783999999999;-88.303775999999999;777.95484999999996;0;Si;Si;Si;Si;Si;Si;2.9919999999999999E-2;0.15
421;Mujer;0.35;200;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;571.42857142857144;0;1;0;0;0;1;0;0;13.786291;-89.832471999999996;627.54199200000005;0;No;Si;Si;Si;Si;No;0.15048;0.85536000000000001
422;Hombre;0.3;115;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;7;383.33333333333337;0;1;0;0;0;0;1;0;13.419;-88.550700000000006;408;0;NA;NA;NA;NA;NA;No;9.3280000000000002E-2;0.93
423;Hombre;0.25;55;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;220;0;1;0;0;0;0;0;0;13.6203;-88.943899999999999;504.16;0;NA;NA;NA;NA;NA;Si;0.14080000000000001;1.43
424;Hombre;1.05;400;7;NA;NA;NA;NA;NA;NA;100;5;NA;NA;NA;NA;NA;NA;7;5;6.6;476.19047619047615;0;1;0;0;0;0;0;0;13.609161;-88.915678999999997;718;20;Si;Si;Si;Si;Si;Si;0.15664;2.1800000000000002
425;Mujer;0.45;300;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;666.66666666666663;0;0;1;0;0;1;0;0;13.727181;-88.144726000000006;632.78775900000005;0;Si;Si;Si;Si;Si;Si;0.15928;0.48399999999999999
426;Hombre;0.2;200;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;1000;0;0;0;0;0;1;0;0;13.437036000000001;-88.682399000000004;34.338256999999999;0;Si;Si;Si;No;No;Si;0.41360000000000002;1.32
427;Mujer;2.8;500;7;NA;NA;NA;NA;NA;NA;1500;3;NA;NA;NA;NA;NA;NA;7;3;4;714.28571428571433;0;0;0;0;0;1;0;0;13.423105;-88.642712000000003;140.85119599999999;75;Si;No;Si;Si;Si;Si;0.17335999999999999;3.45
428;Mujer;2.25;2300;5;NA;NA;NA;NA;NA;NA;200;4;NA;NA;NA;NA;NA;NA;5;4;4.92;1111.1111111111111;0;0;0;0;1;1;0;0;13.78356;-88.266515999999996;863.90478499999995;8;Si;Si;Si;Si;Si;Si;3.6062400000000001;18.05
429;Hombre;0.09;100;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;1111.1111111111111;0;1;0;0;0;0;1;0;13.431652;-88.227812;363.63928199999998;0;Si;Si;Si;Si;No;Si;0.12936;0.65
430;Hombre;1;1080;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;1080;1;0;0;0;0;1;0;0;13.77131;-90.094228000000001;3.6726990000000002;0;No;Si;Si;Si;No;No;0.24815999999999999;1.5769599999999999
431;Hombre;0.49;125;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;255.10204081632654;1;0;0;0;0;0;0;0;13.382199999999999;-89.062100000000001;14;0;Si;Si;Si;Si;Si;No;6.6000000000000003E-2;0.41
432;Mujer;0.3;300;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;1000;0;1;0;0;0;0;0;0;13.478166;-88.376127999999994;671.53248799999994;0;Si;Si;No;No;Si;Si;0.64592000000000005;3.4
433;Mujer;0.5;200;5;NA;NA;NA;NA;NA;NA;50;3;NA;NA;NA;NA;NA;NA;5;3;4.5999999999999996;500;0;1;0;0;0;1;1;0;13.394399999999999;-88.497299999999996;292.26100000000002;20;Si;Si;Si;Si;Si;Si;4.6640000000000001E-2;0.85
434;Hombre;0.42;310;6;NA;NA;NA;NA;NA;NA;40;4;NA;NA;NA;NA;NA;NA;6;4;5.7714285714000004;833.33333333333337;0;1;0;0;0;0;0;0;13.483074;-88.402101000000002;811.57934599999999;11.428571428571429;Si;Si;Si;Si;Si;Si;0.66527999999999998;3.5
435;Mujer;0.45;190;6;NA;NA;NA;NA;NA;NA;90;4;NA;NA;NA;NA;NA;NA;6;4;5.3571428571000004;622.22222222222217;0;1;0;0;0;0;0;0;13.600215;-88.958562000000001;470.02459700000003;32.142857142857146;Si;Si;Si;Si;Si;Si;0.29039999999999999;1.98
436;Hombre;1;1000;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;1000;0;0;0;0;0;1;0;0;13.829560000000001;-89.447159999999997;568.29999999999995;0;Si;No;No;Si;Si;Si;0.13111999999999999;0.57287999999999994
437;Hombre;0.85;536;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;630.58823529411768;0;0;0;0;0;1;0;0;13.557254;-89.467314000000002;492.89978000000002;0;Si;Si;Si;Si;Si;No;0.65559999999999996;1.5004
438;Hombre;1;NA;NA;NA;NA;NA;NA;NA;NA;700;4;NA;NA;NA;NA;NA;NA;NA;4;4;700;1;0;0;0;0;1;0;0;13.82338;-89.453429999999997;533;100;Si;No;No;Si;Si;Si;0.64592000000000005;3.0588799999999998
439;Hombre;29.73;2575;4;16190;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.8627764456999998;NA;4.8627764456999998;631.1806256306761;0;1;0;0;0;1;0;0;13.810922;-89.915180000000007;652;0;No;Si;Si;Si;No;No;2.6769599999999998;14.60712
440;Hombre;0.35;320;5;NA;NA;NA;NA;NA;NA;30;5;NA;NA;NA;NA;NA;NA;5;5;5;1000.0000000000001;0;1;0;0;0;1;0;0;13.510648;-88.330878999999996;716.33935499999995;8.5714285714285712;Si;Si;Si;Si;No;Si;0.14255999999999999;0.74
441;Hombre;0.7;200;6;NA;NA;NA;NA;NA;NA;160;5;NA;NA;NA;NA;NA;NA;6;5;5.5555555554999998;514.28571428571433;0;1;0;0;0;0;0;0;13.489654;-88.881726;132.518372;44.444444444444443;Si;Si;Si;Si;Si;Si;1.1501600000000001;8
442;Hombre;1.2;900;5;NA;NA;NA;NA;NA;NA;100;5;NA;NA;NA;NA;NA;NA;5;5;5;833.33333333333337;0;1;0;0;0;0;1;0;13.489283;-88.407889999999995;757.24877900000001;10;Si;Si;Si;Si;Si;Si;0.95040000000000002;5.0999999999999996
443;Hombre;30.22;NA;NA;NA;NA;NA;NA;NA;NA;13600;3;12600;4;4500;5;NA;NA;NA;3.7035830619999999;3.7035830619999999;1015.8835208471212;1;0;0;0;0;1;0;0;13.846693;-89.358579000000006;418.72778299999999;100;Si;No;No;Si;Si;Si;26.37096;134.19032000000001
444;Hombre;0.99;1000;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;1010.1010101010102;0;1;0;0;0;0;1;0;13.768624000000001;-89.684551999999996;529.89123500000005;0;Si;No;Si;Si;No;Si;2.2730399999999999;3.5393599999999998
445;Hombre;1.5;1200;5;NA;NA;NA;NA;NA;NA;300;5;NA;NA;NA;NA;NA;NA;5;5;5;1000;1;1;0;1;0;0;0;1;13.297634;-88.564665000000005;6.0242310000000003;20;No;Si;No;No;No;Si;3.0245600000000001;16.409600000000001
446;Hombre;0.35;300;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;857.14285714285722;0;1;0;0;0;1;0;0;13.599600000000001;-88.756600000000006;379.12200000000001;0;Si;No;No;No;No;Si;0.13464000000000001;1
447;Mujer;0.4;225;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;562.5;1;1;0;0;0;0;0;0;13.429600000000001;-88.909300000000002;27;0;NA;NA;NA;NA;NA;No;1.2372799999999999;8.1300000000000008
448;Hombre;0.1;100;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;1000;0;0;0;1;0;1;0;1;13.323843999999999;-88.703272999999996;-12.845306000000001;0;NA;NA;NA;NA;NA;Si;0.17863999999999999;1.0900000000000001
449;Hombre;2.1;500;6;NA;NA;NA;NA;NA;NA;1000;3;300;5;NA;NA;NA;NA;6;3.4615384615;4.1666666667000003;857.14285714285711;0;1;0;0;0;1;0;0;13.622104999999999;-88.773509000000004;417.61138899999997;72.222222222222229;Si;Si;Si;Si;Si;Si;0.85799999999999998;5.21
450;Hombre;2.8;1400;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;7;500.00000000000006;0;1;0;0;0;1;0;0;13.354464;-88.481129999999993;143.22839400000001;0;NA;NA;NA;NA;NA;No;0.10648000000000001;3.26
451;Mujer;0.6;150;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;250;0;1;0;0;0;0;0;0;13.5078;-88.872;195.39;0;NA;NA;NA;NA;NA;Si;0.27016000000000001;1.46
452;Mujer;0.69;700;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;1014.4927536231885;0;1;0;0;0;1;0;0;13.778689999999999;-89.764572999999999;613.47241199999996;0;Si;Si;Si;Si;Si;No;0.28336;2.17008
453;Mujer;1.4;NA;NA;NA;NA;NA;NA;NA;NA;900;4;NA;NA;NA;NA;NA;NA;NA;4;4;642.85714285714289;1;0;0;1;0;0;0;1;13.362228;-88.770385000000005;-12.910645000000001;100;Si;Si;Si;Si;Si;Si;1.0551200000000001;11.9
454;Hombre;0.4;300;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;750;0;1;0;0;0;0;1;0;13.481299999999999;-88.391000000000005;685.36599999999999;0;Si;Si;No;Si;Si;Si;0.62656000000000001;3.45
455;Hombre;0.4;400;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;1000;1;0;1;0;0;1;0;0;13.623118;-89.750800999999996;90.252502000000007;0;Si;Si;Si;Si;Si;No;0.66176000000000001;3.9846400000000002
