Sexo productor,Área (Ha),Edad promedio plantas,Densidad (plantas/Ha),Tipo suelo,Latitud,Longitud,Altura,Porcentaje injertación,Aplica poda,Maneja sombra,Fertilización orgánica,Fertilización química,Presencia de plagas/ enfermedades,Recibe AT,Perdidas (qq),Produccion efectiva (qq)
Hombre,1.4,4,1000,Latosoles Arcillo Rojizos,13.84708,-89.43386,583.3,0,1,0,No,Si,0,1,0.18656,0.72248
Hombre,0.5,5,648,"Latosoles Arcillo Rojizos, Andisoles",13.617757,-89.354482,848.021973,0,1,1,Si,Si,0,0,0.5192,0.858
Hombre,1,4.9,800,Latosoles Arcillo Rojizos,13.797013,-88.284062,870.178223,0,1,1,Si,Si,0,1,1.63768,8.2
Hombre,0.6,6,1000,"Latosoles Arcillo Rojizos, Andisoles",13.521678,-88.425332,597.711426,0,0,0,No,No,0,1,0.8712,4.8
Mujer,0.5,5,600,"Latosoles Arcillo Rojizos, Latosoles Arcillosos Acidos",13.747203,-88.196771,793.129883,0,1,1,Si,Si,0,1,0.1804,0.572
Hombre,0.42,4,428.57,"Latosoles Arcillo Rojizos, Aluviales, Grumosoles",13.623102,-89.750746,85.617126,0,1,1,Si,Si,0,0,0.67056,4.47392
Hombre,0.3,5,1000,Regosoles y Halomorficos,13.20481,-88.534341,-9.352631,0,1,1,Si,No,1,1,0.20592,1.13
Hombre,0.7,4,714.29,"Litosoles, Andisoles",13.51131,-89.35073,885,0,1,0,Si,Si,0,1,0.10032,0.2904
Hombre,0.36,6,1111.11,"Latosoles Arcillo Rojizos, Regosoles y Halomorficos",13.187229,-88.281978,17.723511,0,0,0,No,Si,0,1,0.8184,2.97
Hombre,0.35,5,714.29,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.759721,-88.202731,947,0,1,1,Si,Si,0,1,0.37312,1.144
Mujer,6.16,4,304.38,"Latosoles Arcillo Rojizos, Andisoles",13.5557,-89.34064,898,100,1,0,Si,Si,0,0,2.05128,5.86432
Hombre,0.35,5.8,1142.86,"Latosoles Arcillo Rojizos, Latosoles Arcillosos Acidos",13.787554,-88.267797,904.025879,12.5,1,1,Si,Si,0,1,0.57376,2.5
Hombre,2.8,4.3,321.43,"Andisoles, Aluviales",13.409265,-88.87244,29,72.2,1,1,Si,Si,0,1,1.10968,8.1
Hombre,1.32,5,2761,"Latosoles Arcillo Rojizos, Andisoles, Aluviales",13.476764,-89.214602,8.993408,0,1,1,Si,Si,0,0,0.9328,1.6764
Hombre,0.35,5,800,"Latosoles Arcillo Rojizos, Andisoles",13.514653,-88.349486,549,0,1,1,Si,Si,1,1,0.05984,0.3
Hombre,5.6,13.4,892.86,Andisoles,13.661684,-88.875132,705.979004,0,1,1,Si,Si,1,1,1.55936,11.49
Mujer,0.18,5,1111.11,"Andisoles, Litosoles",13.317662,-88.291462,41.057617,0,0,0,Si,Si,0,1,0.28776,1.21
Hombre,0.54,5,740.74,Andisoles,13.808695,-89.781157,868.910645,0,1,1,Si,Si,0,0,0.18304,0.89936
Hombre,19.5,4.1,516.1,"Latosoles Arcillo Rojizos, Andisoles",13.627004,-89.372295,1033.81262,46.1,1,1,Si,Si,0,0,1.27336,5.22192
Hombre,1.75,5,657.14,"Latosoles Arcillo Rojizos, Aluviales",13.38905,-88.74151,13,87,1,1,Si,Si,0,0,1.19944,8.45
Hombre,0.34,6,864.71,"Regosoles y Halomorficos, Aluviales",13.741553,-90.100433,4.989655,0,0,1,Si,Si,1,0,0.16368,1.17568
Hombre,1,4,500,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.75689,-88.209425,1045.93591,0,0,0,Si,Si,0,1,0.836,3.256
Hombre,0.7,5,714.29,Latosoles Arcillo Rojizos,13.377392,-88.575118,161.539551,50,1,1,No,Si,0,0,0.08184,1.01
Hombre,6,5.2,1083.33,Regosoles y Halomorficos,13.236519,-88.707852,-17.309845,92.3,1,0,Si,Si,0,1,3.85,16.2076
Hombre,4.9,6,714.29,Litosoles,13.77426,-89.626566,724.740723,100,1,1,Si,Si,1,1,2.42,6.1292
Hombre,1.4,5.3,750,Latosoles Arcillo Rojizos,13.483928,-88.67301,22,73.3,1,1,Si,Si,0,1,0.20504,3.62
Hombre,1.05,7,714.29,Latosoles Arcillo Rojizos,13.373521,-88.657516,18.945068,0,1,1,Si,No,0,1,0.15488,2.4
Hombre,0.44,6,502.27,Andisoles,13.813919,-89.869081,754.069336,0,1,0,Si,Si,0,0,0.17864,1.04808
Hombre,0.3,4.8,833.33,"Andisoles, Litiosoles",13.500524,-88.321858,785.954346,20,1,1,Si,Si,0,1,0.16456,0.83
Mujer,0.6,5,1000,"Latosoles Arcillo Rojizos, Regosoles y Halomorficos,",13.332285,-88.6883,1.365601,66.7,1,1,Si,Si,1,1,1.276,6.79
Hombre,11.89,4.2,105.13,Andisoles,13.51234,-88.81304,219,84,1,1,Si,Si,0,0,1.61304,11.8
Mujer,0.64,6,793.75,Litosoles,13.763713,-89.64124,631.110107,0,1,1,Si,No,1,0,0.16016,0.49192
Hombre,0.7,6,642.86,Andisoles,13.80938,-89.70812,732,0,1,0,Si,Si,0,0,0.61248,4.092
Mujer,1.05,4,761.9,"Latosoles Arcillo Rojizos, Andisoles",13.589456,-89.493232,450,0,1,1,Si,Si,0,0,0.8184,1.3992
Hombre,0.6,3.9,833.33,"Andisoles, Litiosoles",13.508446,-88.317397,662.025146,6,1,1,Si,Si,0,1,1.188,5.95
Hombre,0.66,4,378.79,"Litosoles, Andisoles",13.883698,-89.56426,910.592041,0,1,0,Si,Si,0,0,0.05984,0.1716
Mujer,1.68,5.5,297.62,Latosoles Arcillo Rojizos,13.610006,-89.578928,323.358154,50,1,0,Si,No,1,0,0.13904,0.46728
Hombre,1.4,4.3,285.71,Andisoles,13.595067,-88.948476,542.595947,62.5,1,1,Si,Si,0,1,0.198,1.8
Hombre,1.34,5,825.37,"Andisoles, Litosoles",13.771877,-89.657212,577.294434,100,1,1,Si,Si,1,0,1.40272,4.48624
Mujer,3.15,4,1000,"Latosoles Arcillo Rojizos, Andisoles",13.637797,-89.569374,546.19458,0,1,0,Si,No,0,0,0.3476,1.5224
Hombre,1,4,800,"Latosoles Arcillo Rojizos, Grumosoles, Aluviales",13.43584,-88.122186,81.134155,12.5,1,1,No,Si,0,1,0.43824,2.2
Hombre,0.7,6.3,571.43,Andisoles,13.512611,-88.452717,668.272217,37.5,1,1,Si,No,0,1,0.0572,1.67
Hombre,1.4,11.9,1285.71,Andisoles,13.610828,-88.92355,665,0,1,1,Si,Si,0,1,0.48136,10.3
Hombre,1.4,5,571.43,"Latosoles Arcillo Rojizos, Litosoles, Andisoles",13.420727,-88.546811,448,50,1,1,Si,No,0,1,0.1804,3.3
Hombre,0.7,4.2,1455.71,Latosoles Arcillo Rojizos,13.920875,-89.43097,785,0,1,0,No,Si,0,1,0.2112,0.95304
Hombre,2.2,5.3,1045.45,"Latosoles Arcillo Rojizos, Andisoles",13.478471,-88.277212,654.806526,43.5,1,1,Si,Si,0,1,2.1692,11.3
Mujer,0.5,4,600,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.753102,-88.213414,1519,0,1,1,Si,Si,0,1,0.3256,1.54
Hombre,0.66,4,454.55,"Litosoles, Andisoles",13.881226,-89.567413,938.368652,0,1,0,Si,Si,0,1,0.1496,0.42504
Mujer,4,4,750,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.743669,-88.215438,1003,3.3,1,1,Si,Si,0,1,3.67312,13.09
Hombre,4,4.2,1505.14,"Latosoles Arcillo Rojizos, Andisoles",13.902157,-89.825876,927,0,1,1,Si,Si,0,0,1.04368,4.68864
Hombre,0.45,4,1111.11,Latosoles Arcillo Rojizos,13.804883,-88.172511,775,0,1,1,Si,No,0,1,0.352,1.342
Mujer,2.24,4,714.29,"Latosoles Arcillo Rojizos, Andisoles",13.622655,-89.469297,823.042066,100,1,1,Si,Si,0,0,0.8096,1.2188
Hombre,1.4,9,714.29,"Latosoles Arcillo Rojizos, Andisoles, Litosoles",13.411576,-88.508589,347.958923,0,1,1,Si,No,0,1,0.22792,4.42
Hombre,1.12,5,716.07,Andisoles,13.772014,-89.715953,512,0,1,1,Si,Si,0,0,0.38896,2.56736
Hombre,0.49,7.3,1122.45,Andisoles,13.619274,-88.94147,548,0,1,1,Si,Si,0,1,0.198,3.29
Mujer,0.18,4,1111.11,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.798947,-88.249317,982.575929,0,1,1,Si,Si,0,1,0.08008,0.33
Hombre,0.5,4,800,"Latosoles Arcillo Rojizos, Grumosoles",13.756215,-88.166167,1069.39579,0,1,1,Si,Si,0,1,0.66616,2.904
Hombre,0.62,6,743.55,"Latosoles Arcillo Rojizos, Aluviales, Andisoles",13.670346,-89.731205,160,0,1,1,Si,Si,0,0,0.4092,2.66112
Hombre,0.7,5,371.43,Andisoles,13.525428,-88.943922,158,15.4,1,1,Si,Si,0,1,0.03168,0.28
Hombre,0.045,4,1111.11,Latosoles Arcillo Rojizos,13.848535,-88.139338,353.488892,0,1,1,Si,No,0,0,0,0.25
Hombre,1.4,5.6,714.29,Andisoles,13.430105,-88.58526,297.486145,20,1,1,No,Si,0,1,0.17952,3.81
Hombre,1.05,3,952.38,"Latosoles Arcillo Rojizos, Andisoles, Aluviales",13.740003,-89.737527,380,0,1,0,Si,No,0,0,0.16104,0.78408
Hombre,2.5,7,200,Andisoles,13.616976,-88.932005,601.834961,0,1,1,Si,Si,0,1,0.23672,4.29
Mujer,0.27,6,1111.11,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.936832,-88.174297,894.937256,0,1,1,Si,Si,0,1,0.90904,1.4784
Hombre,0.7,5,571.43,Andisoles,13.5035857,-88.3498742,640,0,1,0,No,Si,0,1,0.61864,3.1
Hombre,0.25,4,800,"Latosoles Arcillo Rojizos, Aluviales, Andisoles",13.533793,-88.52625,465.74621,0,1,1,No,Si,0,1,0.11352,0.60368
Hombre,0.63,6,238.1,Latosoles Arcillo Rojizos,13.632092,-89.574091,548.902832,0,1,0,Si,No,0,0,0.25784,0.96448
Hombre,2.63,3.8,1406.84,"Aluviales, Litosoles",13.705391,-89.335637,692.200772,100,1,1,Si,Si,0,0,1.716,1.342
Hombre,0.45,3.8,1111.11,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.865458,-88.209019,461.175017,16,1,1,Si,No,0,1,0.78056,4.432
Hombre,1.2,4.9,1000,Latosoles Arcillo Rojizos,13.4348,-88.1315,1135,12.5,1,1,Si,Si,0,1,2.72008,10.23
Hombre,0.57,5,414.04,"Aluviales, Andisoles",13.706999,-89.431498,596.901123,0,1,1,Si,Si,0,0,0.20416,0.91608
Mujer,4.9,5,331.02,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.514651,-88.488978,1036.20764,2.2,1,1,Si,Si,0,1,0.98912,5.08288
Mujer,2.8,6.4,714.29,Andisoles,13.442088,-88.558132,480.752014,20,1,1,Si,Si,0,1,0.21736,4.97
Hombre,3.09,3,158.58,"Latosoles Arcillo Rojizos, Andisoles",13.945418,-89.821384,560,0,1,1,Si,Si,0,0,0.1276,0.62216
Hombre,1.35,5,672.59,"Latosoles Arcillo Rojizos, Andisoles, Aluviales",13.759152,-89.489838,584.602539,0,1,0,Si,Si,1,0,0.32032,1.26456
Hombre,0.7,5,714.29,Latosoles Arcillo Rojizos,13.922576,-89.425563,729.957764,0,1,0,Si,Si,0,1,0.45584,2.12432
Hombre,0.45,6,884.44,Grumosoles,13.69938,-89.836689,170.015137,100,0,1,Si,Si,0,0,0.08272,0.39336
Mujer,0.46,6,552.17,Andisoles,13.747304,-89.727526,416.87793,0,1,1,Si,Si,0,0,0.95568,5.18672
Hombre,1,5.8,900,"Latosoles Arcillo Rojizos, Andisoles",13.521147,-88.416044,543.547119,22.2,1,1,No,Si,0,1,1.5312,8.15
Hombre,0.3,4,666.67,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.448619,-88.368213,559.464983,0,1,1,No,Si,0,1,0.17512,0.88
Hombre,1.75,10.2,285.71,Andisoles,13.603846,-88.943125,579.989014,40,1,1,Si,Si,0,1,0.31944,4.84
Hombre,1,6,800,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.798448,-88.246065,988.416504,0,1,0,Si,Si,0,1,1.53208,6.6
Hombre,0.7,5,1000,"Latosoles Arcillo Rojizos, Andisoles",13.523848,-88.395822,460.687256,4.3,1,1,No,No,0,1,0.8404,4.5
Hombre,12.31,4,893.42,"Latosoles Arcillo Rojizos, Andisoles",13.595992,-89.443695,800,0,1,1,Si,Si,0,0,1.32,1.4036
Hombre,0.7,6,607.14,Latosoles Arcillo Rojizos,13.426667,-88.622109,192.72937,0,1,1,Si,No,0,1,0.18656,2.5
Hombre,1.8,5,888.89,Andisoles,13.515146,-88.459188,681.44873,0,1,1,No,Si,0,1,0.64944,3.3176
Mujer,1,4.4,1000,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.766222,-88.275766,829.649902,60,1,0,No,No,0,1,0.91784,4.6
Hombre,3.6,6,900,"Latosoles Arcillo Rojizos, Andisoles",13.753827,-89.829606,435,0,0,1,Si,Si,0,0,0.42504,2.44112
Hombre,0.23,4,652.17,"Latosoles Arcillo Rojizos, Andisoles, Litosoles, Grumosoles",13.410576,-88.202399,122.047729,33.3,1,1,No,Si,0,1,0.10296,0.52
Hombre,1,7.8,550,Latosoles Arcillo Rojizos,13.398859,-88.611874,126.378418,63.6,1,1,Si,Si,0,1,0.16984,2.72
Hombre,0.94,6,448.94,Andisoles,13.79195,-89.707051,655,0,1,1,Si,Si,0,0,0.45584,3.1416
Mujer,1.5,6,1000,"Latosoles Arcillo Rojizos, Andisoles",13.5077778,-88.3275,705,0,1,1,Si,Si,0,1,2.46752,12.35
Hombre,0.35,6,714.29,Andisoles,13.480844,-88.392052,686,0,1,1,No,No,0,1,0.5236,2.85
Mujer,0.4,4,875,Andisoles,13.467703,-88.378699,539.912493,0,1,1,Si,Si,0,1,0.3608,2.03
Hombre,0.44,4.7,402.27,Andisoles,13.772129,-89.710726,450,33.9,1,0,Si,Si,0,0,0.17864,1.06312
Hombre,0.5,4,600,"Latosoles Arcillo Rojizos, Grumosoles",13.722698,-88.227379,949.463746,0,1,1,Si,Si,0,1,0.65296,2.86
Hombre,2.28,6,345.61,"Latosoles Arcillo Rojizos, Andisoles, Litosoles",13.721429,-89.56596,510.422424,0,1,0,Si,Si,0,0,0.4928,2.19648
Hombre,0.8,6,947.5,"Latosoles Arcillo Rojizos, Andisoles",13.806508,-89.919979,516.490479,0,0,1,Si,Si,1,0,0.15048,0.9548
Hombre,1,5,600,Latosoles Arcillo Rojizos,13.713575,-88.272822,785.30896,0,1,0,Si,Si,0,1,0.96272,4.83
Mujer,0.4,5.8,1000,Latosoles Arcillo Rojizos,13.335921,-88.641442,4.138977,25,1,1,Si,Si,1,1,1.06392,6.23
Hombre,0.5,3.9,800,Latosoles Arcillo Rojizos,13.71477,-88.21384,825.310182,12.5,1,1,Si,Si,0,1,0.08272,0.33
Hombre,0.7,6,714.29,"Andisoles, Litosoles",13.477765,-88.555575,894.900269,0,1,1,Si,Si,1,1,0.11176,0.49456
Hombre,0.88,4.6,1126,Andisoles,13.747345,-89.714945,366,0,1,0,Si,Si,0,0,0.22,0.90992
Hombre,0.84,6,238.1,Andisoles,13.58731,-88.957378,469,0,1,1,Si,Si,0,1,0.17424,2.05
Hombre,3.29,4,953.19,"Latosoles Arcillo Rojizos, Andisoles",13.688457,-89.577867,637.294312,49,1,0,Si,Si,1,0,0.39776,1.7644
Hombre,6.3,5,567.46,Andisoles,13.526692,-88.450596,555.040283,0,1,0,No,Si,0,1,2.44464,12.43088
Mujer,0.5,4,1166.67,"Latosoles Arcillo Rojizos, Aluviales, Litosoles",13.682687,-89.686839,202.468628,0,1,1,Si,Si,1,1,0.87208,3.87
Hombre,0.4,6,740,"Regosoles y Halomorficos, Aluviales",13.733903,-90.078995,16.015991,0,0,1,Si,Si,1,0,0.12672,0.73304
Hombre,1.26,6,1111.11,"Latosoles Arcillo Rojizos, Regosoles y Halomorficos",13.17942,-88.288885,-4.624603,0,0,0,,,1,1,0.506,1.54
Mujer,0.7,6.3,642.86,Latosoles Arcillo Rojizos,13.469357,-88.674238,8.458252,66.7,1,1,Si,No,0,1,0.12848,1.95
Hombre,8,4,1037.5,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.794946,-88.246385,1015.81921,3.6,1,1,Si,Si,0,1,1.4916,8.58
Mujer,2,5.6,700,"Latosoles Arcillo Rojizos, Andisoles",13.620092,-88.821539,841.910156,35.7,1,1,Si,Si,0,1,0.69872,4.31
Hombre,0.45,4,1157.14,"Latosoles Arcillo Rojizos, Andisoles, Aluviales",13.741522,-89.486319,544.440186,49.4,1,0,Si,Si,1,0,0.64416,2.4948
Hombre,2.1,4,238.1,"Litosoles, Andisoles",13.882156,-89.565845,938.657959,0,1,0,Si,Si,0,0,0.31504,0.89936
Hombre,0.6,7,833.33,Andisoles,13.491465,-88.394265,653.117432,0,1,1,No,No,0,1,1.2584,6.75
Mujer,1.7,5.5,705.88,Andisoles,13.619527,-88.928489,653.647461,75,1,1,Si,Si,0,1,0.27192,8.12
Hombre,0.89,5,805.62,Latosoles Arcillo Rojizos,13.923155,-89.831505,806,0,1,1,Si,Si,0,0,1.14928,5.93296
Hombre,0.5,5,600,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.760383,-88.209867,1256,0,0,1,Si,Si,0,1,0.352,1.65
Mujer,0.63,6,933.33,"Latosoles Arcillo Rojizos, Aluviales, Grumosoles,",13.548689,-89.683493,-10.690186,0,1,1,Si,Si,0,0,1.98528,13.2264
Hombre,2,4,1040,Andisoles,13.446955,-88.54123,728.710938,0,1,1,No,Si,1,1,2.52296,12.89288
Hombre,0.7,6,458.33,"Latosoles Arcillo Rojizos, Regosoles y Halomorficos,",13.277168,-88.34662,4.835388,0,1,1,Si,No,0,0,0.19184,2.99
Hombre,0.63,4,992.06,"Latosoles Arcillo Rojizos, Andisoles",13.758805,-89.775015,488.285156,0,1,1,Si,Si,0,0,0.17952,0.8184
Mujer,0.21,6,714.29,Andisoles,13.686019,-89.472706,750,0,1,0,No,Si,0,0,0.08184,0.48048
Mujer,0.84,5.4,833.33,Andisoles,13.487162,-88.385705,622.108887,28.6,1,1,Si,Si,0,1,0.4708,2.5
Hombre,0.6,4,1000,Latosoles Arcillo Rojizos,13.794444,-88.17,772,0,1,1,Si,Si,0,1,0.27808,1.232
Hombre,1.75,6.5,685.71,Andisoles,13.602132,-88.914881,751,16.7,1,1,Si,Si,0,1,0.11264,1.09
Hombre,0.5,5,1119.4,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.747468,-88.213157,1047.80908,0,1,1,Si,Si,0,1,0.1848,0.66
Mujer,0.6,4,833.33,"Latosoles Arcillo Rojizos, Latosoles Arcillosos Acidos",13.747145,-88.196273,792.863525,0,1,1,Si,Si,0,1,0.59136,1.98
Hombre,0.5,5,800,"Latosoles Arcillo Rojizos, Andisoles",13.523828,-88.333749,633.652588,0,0,0,No,Si,0,1,0.04928,0.25
Hombre,0.18,5,1111.11,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.962873,-88.182588,1087,0,1,1,Si,No,0,0,0.0616,0.65
Hombre,2.5,5,600,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.756747,-88.215442,1122.23938,0,1,1,Si,Si,0,1,1.84624,8.25
Hombre,0.63,5,1111.11,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.932775,-88.165709,871,0,1,1,Si,No,0,1,0.8492,2.728
Hombre,4.8,3,625,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.929566,-88.162905,834,100,1,1,Si,No,0,1,2.28448,13.1472
Hombre,0.18,5,1111.11,"Latosoles Arcillo Rojizos, Andisoles, Litosoles",13.446914,-88.234042,459.412659,0,1,1,Si,Si,0,1,0.35816,1.8
Mujer,2.57,5.5,526.07,"Andisoles, Litosoles",13.763972,-89.681803,518.181641,53,1,1,Si,Si,1,0,1.76176,5.62408
Hombre,0.56,6,800,Latosoles Arcillo Rojizos,13.628797,-89.581798,396.753845,0,1,0,Si,Si,1,0,0.396,2.65056
Mujer,0.6,6,583.33,"Latosoles Arcillo Rojizos, Andisoles, Aluviales",13.741524,-89.486592,527.610352,100,1,0,Si,Si,1,0,0.48136,1.91664
Hombre,27,4,150,"Andisoles, Litosoles",13.56779,-88.82171,817,98.8,1,1,Si,Si,0,0,1.18272,11.3
Mujer,0.25,4.3,550,"Andisoles, Aluviales",13.716376,-89.450941,681.325195,100,1,0,Si,Si,0,1,0.37928,1.81808
Hombre,2.57,5,329.96,"Andisoles, Aluviales, Litosoles",13.742055,-89.630428,509,0,0,1,Si,Si,1,0,1.20384,2.96384
Mujer,0.7,5.9,1000,Andisoles,13.483461,-88.383724,600.554199,8.6,1,1,No,Si,0,1,0.6556,3.45
Mujer,0.35,4,1481.48,"Latosoles Arcillo Rojizos, Aluviales, Andisoles",13.519345,-88.597479,379,0,1,0,No,Si,0,1,0.28336,1.54264
Mujer,1,3.9,800,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.732019,-88.206668,950.033447,6.3,1,1,Si,Si,0,1,0.61248,2.2
Hombre,0.14,5,142.86,"Latosoles Arcillo Rojizos, Aluviales",13.610696,-89.625553,269.961121,0,1,1,Si,Si,0,0,0.13376,1.01288
Hombre,2.09,4.6,119.62,"Andisoles, Aluviales",13.435745,-88.96403,20.983093,40,1,1,Si,Si,0,1,0.06776,0.37
Hombre,3,3.7,1000,"Latosoles Arcillo Rojizos, Andisoles",13.227003,-88.626514,6.870804,33.3,1,1,Si,Si,1,1,2.30824,14.29
Hombre,0.55,4,545.45,"Litosoles, Andisoles",13.88611,-89.56342,903,0,1,1,Si,Si,0,0,0.13288,0.3828
Hombre,0.11,4,345.45,Andisoles,13.772174,-89.711495,478.482788,0,1,0,Si,No,0,0,0.0044,0.022
Mujer,0.98,3.5,947.96,"Latosoles Arcillo Rojizos, Aluviales",13.876058,-90.061397,103,0,1,1,Si,Si,1,0,0.10736,0.64328
Hombre,0.7,6.7,1000,"Latosoles Arcillo Rojizos, Andisoles",13.621374,-88.819032,799.061523,14.3,1,1,No,Si,1,1,0.35288,2.26
Hombre,9.83,3.6,791.45,"Andisoles, Aluviales",13.711689,-89.45606,777,10,1,0,No,Si,0,1,1.22496,6.19168
Mujer,0.5,4.8,600,"Andisoles, Litiosoles",13.498875,-88.309604,773.689941,10,1,1,No,Si,0,1,0.41448,1.79
Hombre,0.3,5,833.33,Andisoles,13.478096,-88.404152,819.288574,0,1,1,No,Si,0,1,0.3564,1.9
Hombre,0.27,5,1111.11,"Latosoles Arcillo Rojizos, Latosoles Arcillosos Acidos",13.790025,-88.26569,916.14209,0,1,1,Si,Si,0,1,0.01936,0.1
Hombre,1.63,4,447.24,"Latosoles Arcillo Rojizos, Andisoles",13.601236,-89.363047,834.951631,0,1,1,Si,Si,0,0,0.484,0.9592
Hombre,2,6,650,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.804314,-88.191912,654,0,1,1,Si,Si,0,1,1.4784,3.844
Hombre,0.36,5.6,1111.11,"Latosoles Arcillo Rojizos, Grumosoles",13.592012,-88.281658,190.957947,37.5,0,0,,,1,1,0.08976,0.45
Hombre,2,8,1000,"Andisoles, Aluviales",13.7347,-89.6742,378,12,1,1,Si,No,1,1,2.72536,10.96
Hombre,2,5,1100,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.315175,-88.459541,53,4.5,0,0,,,1,1,2.4904,5.6
Mujer,0.56,5,714.29,Andisoles,13.774025,-89.715942,537,0,1,0,Si,Si,0,0,0.19624,0.74808
Hombre,5.38,4,929.37,"Latosoles Arcillo Rojizos, Andisoles",13.69666,-89.535199,696.904995,0,1,0,Si,No,1,0,0.87648,3.77432
Mujer,0.48,4,416.67,Latosoles Arcillo Rojizos,13.715355,-88.2182,805.876832,0,1,1,Si,Si,0,1,0.05192,0.22
Hombre,1.4,5,1000,"Latosoles Arcillo Rojizos, Aluviales, Andisoles",13.693491,-89.713881,190.54834,0,1,1,Si,Si,0,0,0.60192,2.35488
Hombre,0.4,5,1000,"Andisoles, Litosoles",13.49294,-88.417398,907.094482,0,1,1,No,Si,0,1,0.4488,2.27
Hombre,0.7,6,1000,Andisoles,13.514146,-88.487394,1050.13427,0,1,1,Si,Si,0,1,0.18128,0.88176
Hombre,1.6,6,1000,"Latosoles Arcillo Rojizos, Grumosoles, Aluviales",13.668878,-88.433046,92.4151,100,1,1,Si,Si,0,1,0.9196,5.01248
Hombre,2.94,6.8,850.34,Andisoles,13.591426,-88.940707,558,12,1,1,Si,Si,0,1,1.02432,6.52
Hombre,0.7,6,1111.43,Grumosoles,13.679322,-89.840088,111.468994,0,0,1,Si,Si,0,0,0.15136,0.90376
Mujer,0.8,5,1000,Latosoles Arcillo Rojizos,13.326857,-88.64824,13.272461,25,1,1,Si,Si,1,1,1.27336,6.49
Mujer,0.53,6,896.23,"Latosoles, Arcillo Rojizos, Aluviales, Grumosoles",13.706048,-89.979002,4.712219,0,0,1,Si,Si,0,0,0.25784,1.62008
Hombre,2.1,3.8,390.48,Andisoles,13.485304,-88.8798669,53,81.7,1,1,Si,Si,0,1,1.35608,9.65
Hombre,1.4,4,571.43,"Regosoles y Halomorficos, Aluviales",13.34046,-88.76921,7,100,1,1,Si,Si,0,1,0.83248,6.7
Mujer,0.7,5,571.43,Andisoles,13.52585,-88.953578,148,20,1,1,Si,Si,0,1,0.0572,0.38
Hombre,5.95,3.6,336.13,"Latosoles Arcillo Rojizos, Andisoles",13.988457,-89.550135,680,0,1,0,Si,Si,0,0,1.45552,4.23984
Mujer,4.56,3.7,482.46,"Latosoles Arcillo Rojizos, Grumosoles",14.3504,-89.38608,624,0,1,0,Si,Si,0,0,0.0924,0.2596
Hombre,0.5,4,600,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.4527,-88.914,787,0,1,1,Si,Si,0,1,0.17072,0.946
Hombre,0.7,4,1285.71,"Regosoles y Halomorficos, Aluviales",13.38695,-88.75637,11,100,1,1,Si,Si,0,0,0.858,6.98
Hombre,1.4,6,714.29,Latosoles Arcillo Rojizos,13.503992,-88.670159,31,0,1,1,Si,No,0,1,0.13904,2.64
Hombre,5.5,5.5,727.27,Aluviales,13.728566,-89.658786,387.088745,100,1,1,Si,No,1,0,1.77936,6.85
Hombre,1.08,4.5,1111.11,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.81088,-88.18896,664,33.3,1,1,Si,Si,0,1,2.61976,13.2
Hombre,0.5,6,692,Andisoles,13.74119,-89.723099,350.240479,0,1,1,Si,Si,0,0,0.19184,1.24784
Hombre,0.35,4,714.29,"Latosoles Arcillo Rojizos, Aluviales, Grumosoles",13.623124,-89.750768,92.736694,0,1,1,Si,Si,0,0,0.48576,3.57456
Hombre,2.1,4.2,475.24,Andisoles,13.479598,-88.879375,28,80.2,1,1,Si,Si,0,1,1.122,6.9
Hombre,1.06,6,910.38,Andisoles,13.817003,-89.870753,780.970459,0,1,0,Si,Si,0,0,2.55992,3.43784
Mujer,0.3,4.9,1000,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.520598,-88.350642,476.040375,10,1,1,Si,Si,0,1,0.462,2.32
Hombre,1.3,5,557.69,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.33076,-88.379558,51,96.6,1,1,Si,No,0,1,0.23408,3.6
