Sexo productor,Área (Ha),Edad promedio plantas,Densidad (plantas/Ha),Tipo suelo,Latitud,Longitud,Altura,Porcentaje injertación,Aplica poda,Maneja sombra,Fertilización orgánica,Fertilización química,Presencia de plagas/ enfermedades,Recibe AT,Perdidas (qq),Produccion efectiva (qq)
Mujer,0.4,5.8,1000,"Regosoles y Halomorficos, Andisoles, Aluviales",13.284575,-88.561054,8,62.5,1,1,Si,Si,1,1,0.89056,4.6276
Hombre,0.18,6,594.44,"Latosoles Arcillo Rojizos, Aluviales",13.776891,-90.102924,16.417542,0,0,1,Si,Si,1,0,0.16544,0.9372
Hombre,0.7,5,714.29,Andisoles,13.483873,-88.385592,634.844238,0,1,1,Si,Si,0,1,0.66,3.39
Hombre,1,4,400,Andisoles,13.76542,-89.72121,473,0,1,1,Si,Si,0,0,0.07744,0.51392
Hombre,0.7,4,714.29,"Latosoles Arcillo Rojizos, Grumosoles",13.749275,-88.159766,856.536416,0,1,1,Si,Si,0,1,1.03664,4.488
Hombre,2.46,6,1093.75,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.666088,-89.440584,1043.9934,0,1,0,No,Si,0,1,4.02424,20.55592
Mujer,1.05,5,571.43,"Latosoles Arcillo Rojizos, Regosoles y Halomorficos,",13.239502,-88.35942,1.63623,83.3,1,1,Si,Si,0,1,0.22704,4.28
Hombre,2.25,4.8,1111.11,Latosoles Arcillo Rojizos,13.795363,-88.173534,828,8,1,1,Si,Si,0,1,2.99552,23.41504
Hombre,0.5,4,1000,Latosoles Arcillo Rojizos,13.901058,-88.162423,689,0,0,0,No,No,1,1,0,0.25
Mujer,0.45,4,666.67,Andisoles,13.443247,-88.398034,533.134783,0,1,1,Si,No,0,1,0.25872,1.35
Hombre,0.7,5,642.86,"Andisoles, Aluviales",13.435445,-88.964318,23.361389,0,1,1,Si,Si,0,1,0.52712,6.88
Hombre,0.77,4,823.38,Andisoles,13.94737,-89.624508,839.607788,100,1,0,Si,Si,0,1,4.32784,12.3728
Mujer,1.9,4.6,789.47,"Latosoles Arcillo Rojizos, Aluviales",13.83041,-89.46418,581.3,0,1,0,No,Si,0,1,0.64592,3.1592
Hombre,0.7,4.7,1000,Andisoles,13.712799,-89.471776,865.697998,0,1,0,No,Si,0,0,0.63712,3.2472
Hombre,0.27,4,1111.11,Latosoles Arcillo Rojizos,13.89232,-88.175714,651.541592,0,1,1,Si,No,0,1,0.85536,2.232
Mujer,1.29,5,310.08,Andisoles,13.599525,-88.967749,423.64624,25,1,1,Si,Si,0,1,0.24816,1.9
Hombre,0.18,5,1111.11,"Latosoles Arcillo Rojizos, Grumosoles, Regosoles y",13.641601,-89.874857,6,0,0,1,Si,Si,0,0,0.14432,0.89408
Hombre,7.16,3.6,638.13,"Latosoles Arcillo Rojizos, Aluviales",13.48064,-89.249825,-8.431335,100,1,1,Si,Si,0,0,7.458,9.8824
Hombre,0.8,5,1000,"Andisoles, Litosoles",13.47796,-88.556638,852.151733,0,1,1,Si,Si,1,1,0.61864,3.14072
Hombre,0.5,6,700,Andisoles,13.471632,-88.376847,571.299561,0,1,1,No,Si,0,1,0.8668,4.65
Hombre,7.5,6,450,"Regosoles y Halomorficos, Aluviales",13.715722,-90.030383,12.87265,0,1,1,Si,Si,1,0,2.69544,14.65904
Mujer,1.17,5.6,433.33,"Latosoles Arcillo Rojizos, Andisoles",13.826659,-89.853186,966.631104,0,1,1,Si,Si,0,0,0.54736,2.42192
Hombre,1.8,6,1194.44,Latosoles Arcillo Rojizos,13.522794,-89.587034,47.233887,0,1,1,Si,Si,0,0,0.7876,3.2824
Mujer,1.2,3.8,1000,Latosoles Arcillo Rojizos,13.332113,-88.6889266,31.202,16.7,1,0,Si,Si,1,1,1.09824,6.13
Hombre,0.7,5.7,857.14,Andisoles,13.490555,-88.399722,716,16.7,1,1,No,Si,0,1,0.96536,5.05
Hombre,5,4.1,1111.11,"Regosoles y Halomorficos, Aluviales",13.239982,-88.731259,12.389774,85.7,1,1,Si,Si,1,1,4.64552,27.41
Hombre,1.4,5.3,571.43,"Latosoles Arcillo Rojizos, Andisoles",13.470763,-88.569717,628,12.5,1,1,Si,No,0,0,0.1408,2.67
Hombre,22.02,7,772.03,Andisoles,13.596918,-88.919828,702.357666,1.2,1,1,Si,No,0,1,0.40832,11.36
Hombre,0.38,6,568.42,"Latosoles Arcillo Rojizos, Andisoles, Litosoles",13.71673,-89.563259,515.278564,0,1,0,Si,Si,0,0,0.26048,1.04192
Mujer,0.7,4.9,1000,Andisoles,13.485426,-88.388935,641.583008,7.1,1,1,Si,No,0,1,0.5412,2.8
Mujer,0.35,5.9,1000,"Regosoles y Halomorficos, Andisoles, Aluviales",13.283996,-88.558401,11.044495,57.1,1,1,Si,No,1,1,0.90816,5.69544
Hombre,0.63,5,714.29,Andisoles,13.774356,-89.715972,540,0,1,0,Si,Si,0,0,0.2596,0.9064
Hombre,5.63,5.6,534.81,"Andisoles, Aluviales",13.701298,-89.405602,539.900879,0,1,0,No,Si,0,1,6.29992,32.0408
Hombre,0.35,5,857.14,"Latosoles Arcillo Rojizos, Andisoles",13.496245,-88.38013,612.520996,0,1,1,No,Si,0,1,0.29216,1.6
Hombre,2.49,4,954.22,Andisoles,13.79391,-89.781206,717.765991,0,1,1,Si,Si,0,0,0.24024,1.36136
Hombre,11.91,6.9,671.7,Andisoles,13.608661,-88.939619,589,6.3,1,1,Si,Si,0,1,0.46992,14.063334
Hombre,1.68,6,892.86,"Andisoles, Aluviales",13.73655,-89.458086,642,0,1,1,Si,Si,0,0,0.75416,2.92072
Mujer,0.39,6,866.67,Andisoles,13.805287,-89.732818,669.528564,0,1,0,Si,Si,0,0,0.4576,1.7056
Hombre,0.1,5,1000,"Andisoles, Litosoles",13.473706,-88.387274,622.518066,0,1,1,No,No,0,1,0.32296,1.7
Hombre,7,4,1111.11,"Latosoles Arcillo Rojizos, Andisoles",13.947442,-89.759685,751.022095,0,1,1,Si,Si,0,0,10.26344,38.69184
Hombre,4.9,4.4,1107.14,Latosoles Arcillo Rojizos,13.657738,-89.618242,164.650024,0,1,1,Si,Si,1,1,4.1096,17.09
Hombre,1.12,6,1078.57,Andisoles,13.744471,-89.472291,599,0,1,0,Si,Si,0,0,0.2596,0.97592
Hombre,0.42,5.9,952.38,Andisoles,13.49731,-88.391077,555.515625,7.5,1,1,Si,Si,0,1,0.75592,4
Mujer,0.48,6,918.75,"Latosoles Arcillo Rojizos, Aluviales, Litosoles",13.629975,-89.724372,92.28009,0,1,1,Si,Si,0,0,0.85536,4.60328
Hombre,1.5,5,800,"Latosoles Arcillo Rojizos, Andisoles",13.506214,-88.411405,655.161377,0,1,1,No,No,0,1,0.9284,5.05
Mujer,1.4,6,714.29,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.424699,-88.570776,338.732788,50,1,1,Si,Si,0,1,0.23144,3.62
Hombre,0.5,6,900,Andisoles,13.508205,-88.453872,1136.06701,0,1,0,No,Si,0,1,0.57112,3.03248
Hombre,0.8,5,800,"Latosoles Arcillo Rojizos, Grumosoles",13.711495,-89.837529,205.443542,0,0,1,Si,No,0,0,0.15752,1.00056
Hombre,3.08,5,486.69,Latosoles Arcillo Rojizos,13.595183,-89.581447,420,67.6,1,0,Si,No,1,0,0.49104,1.89112
Hombre,6.5,7,615.38,"Andisoles, Litosoles",13.596796,-88.875053,1044.465332,0,1,1,Si,Si,1,1,5.4076,8.98
Hombre,2.1,3.8,1047.62,"Latosoles Arcillo Rojizos, Andisoles",13.785981,-89.845682,546.744263,0,1,0,Si,Si,0,0,0.22704,2.25704
Hombre,0.78,6,702.56,"Andisoles, Aluviales",13.761662,-89.660511,514,0,1,1,Si,Si,1,1,1.78464,5.58712
Mujer,2.45,4,1000,Andisoles,13.778782,-89.736092,555.951138,0,1,0,Si,Si,0,0,0.27192,0.724
Hombre,0.63,5,771.43,Andisoles,13.773062,-89.716194,523,0,1,1,Si,Si,0,0,0.20416,1.0268
Hombre,0.4,4,750,"Latosoles Arcillo Rojizos, Grumosoles",13.722289,-88.228967,973.486329,0,1,1,Si,Si,0,1,0.21912,0.88
Hombre,0.63,5,771.43,Grumosoles,13.702043,-89.83646,194.288208,0,0,1,Si,Si,1,0,0.28336,1.76264
Hombre,5.39,3.6,889.98,"Aluviales, Andisoles",13.699027,-89.422862,654.893433,42.5,1,0,No,Si,0,1,3.90368,19.1708
Mujer,0.7,5,357.14,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.730085,-88.207085,937.701538,0,1,0,Si,Si,0,1,0.22264,0.924
Hombre,0.95,5,947.37,Andisoles,13.749856,-89.726739,426.598938,0,1,1,Si,Si,0,0,0.73216,5.368
Hombre,2.15,5,1023.26,"Latosoles Arcillo Rojizos, Latosoles Arcillosos Acidos",13.767321,-88.272077,840.841797,100,1,1,Si,Si,0,1,4.73616,23.7
Hombre,0.27,5,1111.11,Latosoles Arcillo Rojizos,13.711224,-88.271932,738.864502,0,1,1,Si,No,0,1,0.22792,1.15
Mujer,1.4,6.1,571.43,"Andisoles, Litosoles",13.517778,-88.502809,919,31.3,0,0,No,No,0,1,0.10736,3.58
Hombre,1.4,5.3,428.57,"Latosoles Arcillo Rojizos, Litosoles, Andisoles",13.421513,-88.550546,436.897461,33.3,1,1,Si,No,0,1,0.14784,2.31
Hombre,0.8,5,1000,"Andisoles, Litosoles",13.497566,-88.410876,688.492188,0,1,1,No,Si,0,1,0.5852,3.2
Hombre,1.4,3,1071.43,"Latosoles Arcillo Rojizos, Andisoles",13.995529,-89.667811,687.44833,0,1,0,Si,Si,0,1,0.8404,2.36896
Hombre,1.15,4,347.83,Andisoles,13.777833,-89.712868,577,0,1,0,Si,Si,0,0,0.20064,0.64144
Hombre,1.45,3.8,896.55,"Latosoles Arcillo Rojizos, Andisoles",13.596652,-88.746353,303.178345,92.3,1,1,Si,No,0,1,0.48928,3.46
Hombre,0.3,5.9,1000,"Regosoles y Halomorficos, Andisoles, Aluviales",13.279524,-88.563893,3.459595,8.3,1,1,Si,Si,1,0,0.198,1.13656
Hombre,0.27,6,1111.11,Latosoles Arcillo Rojizos,13.803529,-88.173576,774.998779,0,1,1,Si,Si,0,1,0.22528,1.394
Hombre,1.8,5,1000,"Andisoles, Aluviales",13.753827,-89.419835,479,0,1,0,Si,No,0,0,0.24024,0.94424
Hombre,1.05,6,857.14,Andisoles,13.643788,-88.780389,342.124756,0,1,1,Si,Si,0,1,0.4752,3.24
Hombre,0.8,6,637.5,Andisoles,13.713021,-89.474426,901.25061,0,1,0,Si,Si,0,0,0.28688,1.29888
Hombre,0.7,3,1000,"Latosoles Arcillo Rojizos, Litosoles, Aluviales",13.711581,-89.653179,375,0,1,1,Si,No,1,0,0.1408,0.61
Hombre,0.71,5.7,508.45,"Latosoles Arcillo Rojizos, Aluviales, Grumosoles,",13.57982,-89.691807,26.972534,100,1,1,Si,Si,0,0,0.77176,3.95032
Hombre,2.8,4.8,714.29,Latosoles Arcillo Rojizos,13.368174,-88.658462,31.641296,40,1,1,Si,Si,0,0,0.14872,2.35
Hombre,1.4,6,850,Grumosoles,13.683364,-89.823425,156.485901,100,1,1,Si,No,1,0,1.93512,10.55208
Hombre,4.5,4,1005.56,"Andisoles, Litosoles",13.479567,-88.560373,814.12146,0,1,1,Si,Si,1,1,0.45584,2.44728
Hombre,1,5.5,850,Latosoles Arcillo Rojizos,13.641056,-88.285764,176.218567,23.5,0,0,,,1,1,0.1892,0.95
Mujer,0.04,4,1250,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.842203,-88.244724,839.594238,0,1,0,Si,Si,0,1,0.01232,0.11
Hombre,5.59,5.9,894.45,Andisoles,13.573748,-88.945081,462,10,1,1,Si,No,0,1,0.21472,2.53
Hombre,1.06,4.8,1839.62,Latosoles Arcillo Rojizos,13.925021,-89.424101,727,0,1,0,No,Si,0,1,0.88,4.14128
Hombre,0.98,4,1000,Andisoles,13.9487681,-89.7328396,854,0,1,1,Si,Si,0,0,0.3036,2.21848
Mujer,0.7,6,928.57,Latosoles Arcillo Rojizos,13.731393,-89.796842,200.594177,0,1,1,Si,Si,0,0,0.79904,5.55632
Hombre,0.8,5.4,205,Andisoles,13.602149,-88.963,463.21936,30.5,1,1,Si,Si,0,1,0.21032,3.42
Hombre,0.78,5,820.51,"Latosoles Arcillo Rojizos, Andisoles",13.779588,-89.765337,651,0,1,1,Si,Si,0,0,0.22088,1.2452
Hombre,0.35,5,1000,Andisoles,13.46716,-88.366487,709.550537,0,1,0,Si,Si,0,1,0.462,2.32
Hombre,0.25,4,1000,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.792007,-88.229913,1064.9049,0,1,1,Si,Si,0,1,0.418,1.386
Hombre,1.05,5,1000,"Latosoles Arcillo Rojizos, Aluviales, Andisoles",13.701757,-89.709344,212.716431,100,1,1,Si,Si,0,0,0.89496,5.81152
Hombre,0.4,5.9,1000,Latosoles Arcillo Rojizos,13.801389,-88.171111,751,5,1,1,Si,No,0,1,0.34232,1.392
Hombre,1.4,6,571.43,"Andisoles, Litosoles",13.434602,-88.565987,369.818237,0,1,0,Si,No,0,1,0.19184,2.77
Hombre,3.14,6,500,"Andisoles, Aluviales",13.697476,-89.392366,972.848145,0,1,1,Si,Si,0,0,1.628,2.5256
Hombre,0.67,5,955.22,"Latosoles Arcillo Rojizos, Aluviales",13.791675,-90.039522,29.974182,0,0,1,Si,Si,0,0,0.18216,1.11936
Hombre,3.5,3.7,857.14,"Latosoles Arcillo Rojizos, Aluviales",13.876059,-90.061395,103,0,0,1,Si,Si,1,0,0.1584,1.08944
Hombre,1,5,800,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.280346,-88.45407,2.075043,0,1,1,Si,Si,1,1,0.91608,4.67
Hombre,0.7,6.2,571.43,"Latosoles Arcillo Rojizos, Andisoles",13.510061,-88.560028,693,20,1,1,Si,Si,0,1,0.06248,1.63
Hombre,4.2,6,642.86,"Latosoles Arcillo Rojizos, Andisoles",13.759257,-89.838287,441.87439,0,0,1,Si,Si,0,0,0.2024,0.79288
Hombre,1.4,6,964.29,Latosoles Arcillo Rojizos,13.710871,-89.783659,188.793945,0,1,1,Si,Si,0,0,0.90992,5.17088
Hombre,1.4,7,857.14,Andisoles,13.605445,-88.903298,851,0,1,1,Si,Si,0,1,0.22528,8.46
Hombre,0.44,6,502.27,Andisoles,13.812695,-89.868521,735.738281,0,1,0,Si,Si,0,0,0.14256,1.18856
Hombre,3,6,1000,Andisoles,13.324597,-88.571353,32.748474,0,1,1,Si,Si,1,1,3.95296,23.584
Hombre,1.5,9,800,"Andisoles, Litosoles",13.625244,-88.840834,959.49939,0,1,1,No,No,1,1,0.8932,5.84
Hombre,1.4,6,1035.71,"Andisoles, Litosoles",13.755254,-89.68606,465,0,1,1,Si,No,1,1,0.80168,2.5564
Hombre,0.7,5,571.43,Andisoles,13.524599,-88.951509,145,20,1,1,Si,Si,0,1,0.04488,0.5
Hombre,0.4,6,750,"Andisoles, Litosoles",13.489391,-88.40175,770,0,0,1,No,No,0,1,0.35992,1.85
Hombre,0.25,5,800,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.4454,-88.1242,960,0,1,1,Si,Si,0,1,0.08448,0.594
Hombre,0.4,5.5,1000,"Regosoles y Halomorficos, Aluviales",13.301803,-88.756501,-2.694672,50,1,1,Si,Si,1,1,0.38544,2.09
Hombre,1.32,3.9,833.33,"Litosoles, Andisoles",13.51358,-89.3555,1038,13.6,1,0,Si,Si,0,1,0.1892,0.54208
Hombre,1.6,4,625,Latosoles Arcillo Rojizos,14.192946,-89.346645,601.593678,100,1,1,Si,Si,0,0,5.83968,16.68832
Hombre,0.7,4,428.57,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.759283,-88.204726,960,0,1,1,Si,Si,0,1,0.18128,1.078
Hombre,0.98,4,1071.43,Andisoles,13.9167583,-89.7582542,876,0,1,1,Si,Si,0,0,0.21384,1.34112
Hombre,5.19,3,834.68,"Aluviales, Andisoles",13.696936,-89.437625,665.56799,0,1,0,Si,Si,0,0,0.1672,0.85448
Hombre,0.7,5,1000,"Andisoles, Aluviales",13.738766,-89.677703,405,0,1,1,Si,No,1,0,1.166,5.40848
Hombre,0.63,5,714.29,Andisoles,13.771849,-89.71612,484.988342,0,1,0,Si,Si,0,0,0.02024,0.08976
Mujer,0.26,6,857.14,Andisoles,13.7369,-89.7255,355,0,1,1,Si,Si,0,0,0.27368,1.51008
Hombre,15.81,3.4,803.92,"Latosoles Arcillo Rojizos, Andisoles",13.927223,-89.810899,560,0,1,1,Si,Si,0,0,3.26128,14.35016
Hombre,0.7,5,928.57,"Andisoles, Litosoles",13.4795,-88.556136,883.930298,0,1,1,No,Si,0,1,0.32472,1.8172
Hombre,2.1,4.3,952.38,"Latosoles Arcillo Rojizos, Aluviales",13.4000373,-88.7473836,23,75,1,1,Si,Si,0,0,0.44,3.5
Hombre,9.8,3,1100,"Andisoles, Litosoles",13.765441,-89.689892,500,100,1,1,Si,Si,0,1,2.35928,5.97872
Hombre,0.5,5.8,1000,Latosoles Arcillo Rojizos,13.441243,-88.69044,13.865112,10,1,1,Si,No,0,1,0.55264,2.9
Hombre,1,5.3,900,"Andisoles, Litosoles",13.615523,-88.816828,854.332886,22.2,1,1,Si,Si,0,1,0.43208,2.86
Hombre,0.7,4,1110,"Latosoles Arcillo Rojizos, Andisoles, Litosoles",13.711939,-89.559615,531.781811,0,1,0,Si,Si,1,0,0.4136,1.75824
Hombre,0.8,4,875,Andisoles,13.484501,-88.355326,906.84132,0,1,1,Si,Si,0,1,0.36168,1.82
Hombre,0.09,4,1111.11,Latosoles Arcillo Rojizos,13.790658,-88.166884,789,0,1,1,Si,No,0,1,0.14168,0.2
Hombre,0.58,6,910.34,Andisoles,13.791484,-89.704276,601.705078,0,1,0,Si,No,0,0,0.44,3.7828
Hombre,0.27,6,555.56,"Latosoles Arcillo Rojizos, Andisoles, Litosoles",13.712177,-89.561182,509.039795,0,1,0,Si,Si,1,0,0.2244,0.79992
Hombre,3.26,4.1,1042.94,"Latosoles Arcillo Rojizos, Grumosoles, Regosoles y",13.645024,-89.89072,-12.452362,90,0,1,Si,Si,1,0,3.51736,19.38552
Hombre,3.58,3,356.15,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.699389,-89.470698,811,0,1,0,No,Si,0,0,0.12584,0.60104
Mujer,0.08,4.6,1571.43,Latosoles Arcillo Rojizos,13.922138,-89.426508,724.736206,0,1,0,No,Si,0,1,0.02464,0.0968
Hombre,2.5,4.7,440,"Andisoles, Litiosoles",13.438144,-88.319016,672.227295,9.1,1,1,Si,Si,0,1,1.57608,7.9
Hombre,2,5.6,500,"Latosoles Arcillo Rojizos, Andisoles, Litosoles",13.339078,-88.473705,94.047546,40,1,1,Si,No,0,0,0.14256,1.94
Hombre,17.5,4.6,1112.69,"Andisoles, Aluviales",13.421945,-89.080355,10.154297,100,1,1,Si,Si,0,1,13.31528,35.662
Hombre,0.38,6,634.21,Andisoles,13.814627,-89.870282,750.486572,0,1,0,No,Si,0,0,0.1232,0.94424
Mujer,0.45,3.6,1111.11,"Latosoles Arcillo Rojizos, Grumosoles, Aluviales",13.459933,-88.124994,98.99519,20,1,1,Si,Si,0,1,0.02376,0.12
Mujer,0.6,4,500,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.741268,-88.214612,1105.47204,0,1,1,Si,Si,0,1,0.06512,0.22
Hombre,0.45,6,1080,"Latosoles Arcillo Rojizos, Andisoles, Litosoles",13.711835,-89.558135,523,0,1,1,Si,Si,1,0,0.20416,0.95656
Mujer,0.2,6,800,Andisoles,13.771023,-89.719056,513,0,1,0,Si,Si,0,0,0.30888,0.3168
Hombre,0.18,5,555.56,"Latosoles Arcillo Rojizos, Grumosoles, Regosoles y",13.62921,-89.867057,4.695068,0,0,1,Si,Si,1,0,0.06072,0.3432
Hombre,1.4,4,1142.86,"Regosoles y Halomorficos, Aluviales",13.2258,-88.48086,96,100,1,1,Si,Si,0,1,0.57464,3.85
Hombre,1,21.7,750,"Latosoles Arcillo Rojizos, Andisoles, Litosoles",13.42933,-88.50669,427.509033,0,1,1,Si,No,0,1,0.23584,5.47
Hombre,0.3,4,1000,Andisoles,13.475895,-88.396918,695.451904,0,1,1,No,No,0,1,0.4268,2.05
Hombre,3.15,5,190.48,"Latosoles Arcillo Rojizos, Litosoles, Aluviales",13.687456,-89.639854,294,0,1,1,Si,Si,1,1,1.08152,4.48
Mujer,0.7,5,1000,"Latosoles Arcillo Rojizos, Grumosoles, Regosoles y",13.634534,-89.861754,2.525696,0,0,1,Si,Si,1,0,0.3256,1.85768
Mujer,1.5,4.9,1000,Latosoles Arcillo Rojizos,13.536038,-88.358298,485.97168,3.3,0,0,Si,No,0,1,0.7128,3.85
Hombre,1,5,1111.11,Latosoles Arcillo Rojizos,13.865179,-88.12899,453,0,1,1,Si,No,0,1,0,0.4
Hombre,11.9,4,571.43,Andisoles,13.799623,-89.811135,748.04895,0,1,0,Si,Si,0,0,0.44792,2.2176
Hombre,0.4,5.9,875,"Latosoles Arcillo Rojizos, Andisoles",13.525084,-88.434444,573.960815,14.3,1,1,No,Si,0,1,0.56584,3.404
Hombre,1.4,5,857.14,Andisoles,13.729562,-89.482372,724.025024,0,1,0,Si,Si,0,0,1.56464,8.5272
Hombre,0.42,4,428.57,"Latosoles Arcillo Rojizos, Aluviales, Grumosoles",13.623124,-89.750773,88.040466,0,1,1,Si,Si,0,0,0.81576,5.10752
Hombre,1.05,4,857.14,"Latosoles Arcillo Rojizos, Andisoles",13.998774,-89.552399,681,100,1,1,Si,Si,1,0,4.01984,12.57344
Mujer,0.63,6,998.41,Litosoles,13.762183,-89.648302,574.602539,0,1,1,Si,No,1,1,1.08064,3.29648
Hombre,1,5,340,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.509086,-89.097054,224,23.5,1,1,Si,Si,0,1,0.07656,0.45
Hombre,3.29,4.4,668.69,Andisoles,13.814041,-89.870158,761.732352,0,1,1,Si,Si,0,0,0.5016,5.33176
Hombre,2,6,1000,"Latosoles Arcillo Rojizos, Andisoles",13.565755,-88.537313,216.844543,0,1,1,No,Si,0,1,1.58224,8.06576
Mujer,1.2,5,631.67,"Latosoles Arcillo Rojizos, Andisoles",13.806513,-89.919827,520.1604,0,1,1,Si,Si,1,0,0.17776,1.08944
Hombre,5.26,3.5,1031.37,Latosoles Arcillo Rojizos,13.922483,-89.440671,832,0,1,0,No,Si,0,1,1.90432,9.22592
Hombre,0.54,6,740.74,"Latosoles Arcillo Rojizos, Regosoles y Halomorficos",13.231931,-88.252731,521.823242,0,1,1,Si,Si,0,1,0.63096,2.2
Hombre,0.09,5,1111.11,Latosoles Arcillo Rojizos,13.793235,-88.168001,764,0,1,1,Si,No,0,1,0.264,0.0528
Hombre,2.5,6,800,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.517144,-88.389494,503.944214,1.5,1,1,No,Si,0,1,0.67936,3.8
Hombre,0.45,4,1111.11,Latosoles Arcillo Rojizos,13.913397,-88.1132,747,0,1,1,Si,Si,0,1,0.10032,0.5
Hombre,14.7,6,714.29,Andisoles,13.3945,-88.5412,660,0,0,1,Si,No,0,1,1.03488,6.53
Hombre,13.1,4.6,594.2,"Aluviales, Andisoles",13.710701,-89.423037,528.856445,20.6,1,0,Si,Si,0,1,7.15528,35.85384
Hombre,2.19,4,684.93,Andisoles,13.451654,-88.382268,420.908709,0,1,1,No,Si,0,1,0.4312,2.5
Hombre,1.76,5,661.36,"Latosoles Arcillo Rojizos, Andisoles",13.929613,-89.801995,747.797119,0,1,1,Si,Si,0,0,0.28424,1.34288
Hombre,0.5,4,1000,Latosoles Arcillo Rojizos,13.885986,-88.167051,665,0,1,1,Si,Si,0,1,0,0.1056
Mujer,0.98,6,1020.41,"Latosoles Arcillo Rojizos, Aluviales, Litosoles",13.649875,-89.697439,149,0,1,1,Si,Si,0,0,0.83776,4.85144
Hombre,2,4,500,Latosoles Arcillo Rojizos,13.738115,-88.212397,1036.86828,0,1,0,Si,Si,0,1,1.3332,4.51
Hombre,6.96,5.2,718.39,Andisoles,13.60449,-88.944993,559,90,1,1,No,No,0,1,0.31768,10.326666
Hombre,1.13,6,1061.95,"Latosoles Arcillo Rojizos, Aluviales",13.75785,-90.097767,22.728699,0,0,1,Si,Si,1,0,1.19592,6.18288
Hombre,0.18,4,1111.11,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.794476,-88.247477,1032.65808,0,1,0,Si,Si,0,1,0.27192,1.276
Hombre,6.3,6,938.57,Latosoles Arcillo Rojizos,13.753077,-89.829236,428.010864,0,1,1,Si,Si,1,0,2.85032,14.894
Hombre,1.98,5.4,953.54,"Andisoles, Aluviales",13.731305,-89.682324,366,0,1,1,Si,No,1,1,3.86848,15.13
Hombre,1.33,4,1029.41,Andisoles,13.697405,-89.477933,906.447096,0,1,0,Si,Si,0,1,1.77056,9.15904
Hombre,1.16,6,534.48,"Latosoles Arcillo Rojizos, Andisoles",13.76625,-89.83721,444,0,1,0,Si,Si,0,0,0.50512,3.33608
Hombre,0.25,4,600,"Latosoles Arcillo Rojizos, Grumosoles",13.72798,-88.136239,601.624673,0,1,1,Si,Si,0,1,0.09064,0.484
Hombre,0.9,4,833.33,"Litosoles, Andisoles",13.51405,-89.35264,933,0,1,0,Si,Si,0,1,0.12848,0.36784
Hombre,163,46.1,1000,"Regosoles y Halomorficos, Aluviales, Andisoles",13.2896806,-88.5014207,15,12.3,1,1,Si,Si,0,1,104.29408,425
Hombre,0.3,5.9,1000,Andisoles,13.486633,-88.408877,803.070312,6.7,1,1,Si,No,0,1,0.8096,4.45
Mujer,1.11,6,996.4,"Andisoles, Aluviales, Litosoles",13.753502,-89.684466,450.568115,0,0,1,Si,Si,1,0,0,0.00264
Hombre,2.44,4.3,614.75,"Regosoles y Halomorficos, Aluviales",13.35566,-88.76073,40,80,1,1,Si,Si,0,1,1.37368,10.05
Hombre,6,6,1000,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.441714,-88.466059,671.282837,0,1,1,No,Si,1,1,3.23048,16.88808
Hombre,0.36,4,477.78,Andisoles,13.772482,-89.711426,450,0,1,0,Si,Si,0,0,0.15664,0.9044
Hombre,2.94,4.1,510.2,"Latosoles Arcillo Rojizos, Aluviales",13.3877846,-88.7471053,20,93.3,1,1,Si,Si,0,1,1.0692,13.5
Mujer,0.95,4,526.32,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.799867,-88.233197,963.562134,0,1,0,Si,Si,0,1,0.82104,3.894
Hombre,0.3,6,1000,"Andisoles, Litosoles",13.495461,-88.409043,728.142822,0,1,1,No,No,0,1,0.6292,3.4
Hombre,0.8,5,1000,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.942045,-88.192846,735,0,1,1,Si,No,0,1,2.15952,13.096
Hombre,0.4,5,750,Andisoles,13.453418,-88.404421,661.375244,0,1,1,Si,Si,0,1,0.7568,4.25
Mujer,7.35,10.5,408.16,"Andisoles, Litosoles",13.495514,-88.413543,815.54047,6.7,1,1,Si,Si,0,1,1.9404,10.332
Hombre,5.6,3.9,859.43,"Regosoles y Halomorficos, Andisoles",13.276178,-88.423679,5.816284,49.9,1,1,Si,Si,0,1,0.3696,9.57
Mujer,3.15,6.8,507.94,Andisoles,13.611884,-88.928115,603,12.5,1,1,Si,Si,0,1,0.20592,3.44
Mujer,0.9,4,640,"Litosoles, Andisoles",13.847466,-89.591407,949.516602,0,1,0,Si,Si,0,0,0.33792,0.96976
