Sexo productor;Area (Ha);Arboles_totales;Edad promedio plantas;Aluviales;Andisoles;Grumosoles;Halomorficos;Latosoles_arcillosos_acidos;Latosoles_arcillo_rojizos;Litosoles;Regosoles;Latitud;Longitud;Altura;Porcentaje_Injertacion;Aplica poda;Maneja sombra;Fertilizacion organica;Fertilizacion quimica;Presencia plagas y enfermedades;recibe AT;Perdidas (qq);Produccion efectiva (qq)
Hombre;31.1;17000;5.4;Si;No;No;No;No;No;No;No;13.704211;-89.667368;320;41.17647059;Si;Si;Si;Si;No;Si;9.636;38.76
Mujer;1.7;1700;3.7;No;No;No;No;No;Si;No;No;13.794167;-88.170833;805;29.41176471;Si;Si;Si;Si;Si;Si;3.37304;24.354
Hombre;3.2;3500;6;No;No;No;No;Si;Si;No;No;13.666088;-89.440584;1043.9934;0;Si;No;No;Si;Si;Si;4.02424;20.55592
Mujer;1.05;600;5;No;No;No;Si;No;Si;No;Si;13.239502;-88.35942;1.63623;83.33333333;Si;Si;Si;Si;Si;Si;0.22704;4.28
Hombre;2.25;2500;4.8;No;No;No;No;No;Si;No;No;13.795363;-88.173534;828;8;Si;Si;Si;Si;Si;Si;2.99552;23.41504
Hombre;1.75;1550;4;No;Si;No;No;No;No;No;No;13.94737;-89.624508;839.607788;100;Si;No;Si;Si;Si;Si;4.32784;12.3728
Mujer;1.9;1500;4.6;Si;No;No;No;No;Si;No;No;13.83041;-89.46418;581.3;0;Si;No;No;Si;Si;Si;0.64592;3.1592
Mujer;1.29;400;5;No;Si;No;No;No;No;No;No;13.599525;-88.967749;423.64624;25;Si;Si;Si;Si;Si;Si;0.24816;1.9
Hombre;7.16;4569;3.4;Si;No;No;No;No;Si;No;No;13.48064;-89.249825;-8.431335;100;Si;Si;Si;Si;Si;No;7.458;9.8824
Hombre;7.5;3375;5.9;Si;No;No;Si;No;No;No;Si;13.715722;-90.030383;12.87265;0;Si;Si;Si;Si;No;No;2.69544;14.65904
Hombre;1.35;680;6;No;Si;No;No;No;Si;Si;No;13.6672;-88.7884;606.962;0;Si;Si;Si;Si;Si;Si;0.08096;2.55
Mujer;1.17;507;4.6;No;Si;No;No;No;Si;No;No;13.826659;-89.853186;966.631104;0;Si;Si;Si;Si;Si;No;0.54736;2.42192
Hombre;1.8;1800;5.9;No;No;No;No;No;Si;No;No;13.522794;-89.587034;47.233887;0;Si;Si;Si;Si;Si;No;0.7876;3.2824
Mujer;1.2;1200;3.8;No;No;No;No;No;Si;No;No;13.332113;-88.6889266;31.202;16.66666667;Si;No;Si;Si;No;Si;1.09824;6.13
Hombre;6.3;7000;4;Si;No;No;Si;No;No;No;Si;13.239982;-88.731259;12.389774;85.71428571;Si;Si;Si;Si;No;Si;4.64552;27.41
Hombre;1.4;800;5.3;No;Si;No;No;No;Si;No;No;13.470763;-88.569717;628;12.5;Si;Si;Si;No;Si;No;0.1408;2.67
Hombre;22.02;17000;7;No;Si;No;No;No;No;No;No;13.596918;-88.919828;702.357666;1.176470588;Si;Si;Si;No;Si;Si;0.40832;11.36
Hombre;5.63;3011;5.6;Si;Si;No;No;No;No;No;No;13.701298;-89.405602;539.900879;0;Si;No;No;Si;Si;Si;6.29992;32.0408
Hombre;2.49;2376;4;No;Si;No;No;No;No;No;No;13.79391;-89.781206;717.765991;0;Si;Si;Si;Si;Si;No;0.24024;1.36136
Hombre;11.91;8000;6.9;No;Si;No;No;No;No;No;No;13.608661;-88.939619;589;6.25;Si;Si;Si;Si;Si;Si;0.46992;14.063334
Hombre;1.68;1500;6;Si;Si;No;No;No;No;No;No;13.73655;-89.458086;642;0;Si;Si;Si;Si;Si;No;0.75416;2.92072
Hombre;9;10000;4;No;Si;No;No;No;Si;No;No;13.947442;-89.759685;751.022095;0;Si;Si;Si;Si;Si;No;10.26344;38.69184
Hombre;5.6;6200;4.4;No;No;No;No;No;Si;No;No;13.657738;-89.618242;164.650024;0;Si;Si;Si;Si;No;Si;4.1096;17.09
Hombre;1.12;1208;6;No;Si;No;No;No;No;No;No;13.744471;-89.472291;599;0;Si;No;Si;Si;Si;No;0.2596;0.97592
Hombre;1.5;1200;5;No;Si;No;No;No;Si;No;No;13.506214;-88.411405;655.161377;0;Si;Si;No;No;Si;Si;0.9284;5.05
Mujer;1.4;1000;6;No;No;No;No;Si;Si;No;No;13.424699;-88.570776;338.732788;50;Si;Si;Si;Si;Si;Si;0.23144;3.62
Hombre;3.08;1499;5;No;No;No;No;No;Si;No;No;13.595183;-89.581447;420;67.57838559;Si;No;Si;No;No;No;0.49104;1.89112
Hombre;6.5;4000;7;No;Si;No;No;No;No;Si;No;13.596796;-88.875053;1044.465332;0;Si;Si;Si;Si;No;Si;5.4076;8.98
Hombre;2.1;2200;3.8;No;Si;No;No;No;Si;No;No;13.785981;-89.845682;546.744263;0;Si;No;Si;Si;Si;No;0.22704;2.25704
Hombre;5.39;4797;3.6;Si;Si;No;No;No;No;No;No;13.699027;-89.422862;654.893433;42.52657911;Si;No;No;Si;Si;Si;3.90368;19.1708
Hombre;2.15;2200;5;No;No;No;No;Si;Si;No;No;13.767321;-88.272077;840.841797;100;Si;Si;Si;Si;Si;Si;4.73616;23.7
Mujer;1.4;800;6.1;No;Si;No;No;No;No;Si;No;13.517778;-88.502809;919;31.25;No;No;No;No;Si;Si;0.10736;3.58
Hombre;1.4;600;5.3;No;Si;No;No;No;Si;Si;No;13.421513;-88.550546;436.897461;33.33333333;Si;Si;Si;No;Si;Si;0.14784;2.31
Hombre;1.15;400;4;No;Si;No;No;No;No;No;No;13.777833;-89.712868;577;0;Si;No;Si;Si;Si;No;0.20064;0.64144
Hombre;1.45;1300;3.8;No;Si;No;No;No;Si;No;No;13.596652;-88.746353;303.178345;92.30769231;Si;Si;Si;No;Si;Si;0.48928;3.46
Hombre;1.8;1800;5;Si;Si;No;No;No;No;No;No;13.753827;-89.419835;479;0;Si;No;Si;No;Si;No;0.24024;0.94424
Hombre;1.05;900;6;No;Si;No;No;No;No;No;No;13.643788;-88.780389;342.124756;0;Si;Si;Si;Si;Si;Si;0.4752;3.24
Hombre;2.8;2000;4.8;No;No;No;No;No;Si;No;No;13.368174;-88.658462;31.641296;40;Si;Si;Si;Si;Si;No;0.14872;2.35
Hombre;2;1700;6;No;No;Si;No;No;No;No;No;13.683364;-89.823425;156.485901;100;Si;Si;Si;No;No;No;1.93512;10.55208
Hombre;4.5;4525;3;No;Si;No;No;No;No;Si;No;13.479567;-88.560373;814.12146;0;Si;Si;Si;Si;No;Si;0.45584;2.44728
Hombre;5.59;5000;5.9;No;Si;No;No;No;No;No;No;13.573748;-88.945081;462;10;Si;Si;Si;No;Si;Si;0.21472;2.53
Hombre;1.06;1100;4;No;No;No;No;No;Si;No;No;13.925021;-89.424101;727;0;Si;No;No;Si;Si;Si;0.88;4.14128
Hombre;1.5;1500;5;Si;Si;No;No;No;Si;No;No;13.701757;-89.709344;212.716431;100;Si;Si;Si;Si;Si;No;0.89496;5.81152
Hombre;1.4;800;6;No;Si;No;No;No;No;Si;No;13.434602;-88.565987;369.818237;0;Si;No;Si;No;Si;Si;0.19184;2.77
Hombre;3.14;1570;6;Si;Si;No;No;No;No;No;No;13.697476;-89.392366;972.848145;0;Si;Si;Si;Si;Si;No;1.628;2.5256
Hombre;3.5;3000;3.7;Si;No;No;No;No;Si;No;No;13.876059;-90.061395;103;0;No;Si;Si;Si;No;No;0.1584;1.08944
Hombre;4.2;2700;6;No;Si;No;No;No;Si;No;No;13.759257;-89.838287;441.87439;0;No;Si;Si;Si;Si;No;0.2024;0.79288
Hombre;1.4;1350;6;No;No;No;No;No;Si;No;No;13.710871;-89.783659;188.793945;0;Si;Si;Si;Si;Si;No;0.90992;5.17088
Hombre;1.4;1200;7;No;Si;No;No;No;No;No;No;13.605445;-88.903298;851;0;Si;Si;Si;Si;Si;Si;0.22528;8.46
Hombre;3;3000;6;No;Si;No;No;No;No;No;No;13.324597;-88.571353;32.748474;0;Si;Si;Si;Si;No;Si;3.95296;23.584
Hombre;1.5;1200;9;No;Si;No;No;No;No;Si;No;13.625244;-88.840834;959.49939;0;Si;Si;No;No;No;Si;0.8932;5.84
Hombre;1.4;1450;6;No;Si;No;No;No;No;Si;No;13.755254;-89.68606;465;0;Si;Si;Si;No;No;Si;0.80168;2.5564
Hombre;1.32;1100;3.9;No;Si;No;No;No;No;Si;No;13.51358;-89.3555;1038;13.63636364;Si;No;Si;Si;Si;Si;0.1892;0.54208
Hombre;2;1600;6;No;No;No;No;No;Si;No;No;14.192946;-89.346645;601.593678;100;Si;Si;Si;Si;Si;No;5.83968;16.68832
Hombre;5.19;4332;3;Si;Si;No;No;No;No;No;No;13.696936;-89.437625;665.56799;0;Si;No;Si;Si;Si;No;0.1672;0.85448
Hombre;15.81;12710;3.3;No;Si;No;No;No;Si;No;No;13.927223;-89.810899;560;0;Si;Si;Si;Si;Si;No;3.26128;14.35016
Hombre;1.4;830;6.9;No;Si;No;No;No;No;Si;No;13.483245;-88.562457;800;2.409638554;Si;No;Si;No;Si;Si;0.11792;4.53
Hombre;2.1;2000;4.3;Si;No;No;No;No;Si;No;No;13.4000373;-88.7473836;23;75;Si;Si;Si;Si;Si;No;0.44;3.5
Hombre;20;22000;3;No;Si;No;No;No;No;Si;No;13.765441;-89.689892;500;100;Si;Si;Si;Si;Si;Si;2.35928;5.97872
Hombre;3.26;3400;4.1;No;No;Si;No;No;Si;No;No;13.645024;-89.89072;-12.452362;90;No;Si;Si;Si;No;No;3.51736;19.38552
Hombre;3.58;1275;3;No;No;No;No;Si;Si;No;No;13.699389;-89.470698;811;0;Si;No;No;Si;Si;No;0.12584;0.60104
Hombre;3.5;2500;6;No;Si;No;No;No;No;No;No;13.497921;-88.327275;828;0;Si;Si;Si;Si;Si;Si;2.6224;12.8596
Hombre;2.5;1100;4.6;No;Si;No;No;No;No;No;No;13.438144;-88.319016;672.227295;9.090909091;Si;Si;Si;Si;Si;Si;1.57608;7.9
Hombre;2;1000;5.6;No;Si;No;No;No;Si;Si;No;13.339078;-88.473705;94.047546;40;Si;Si;Si;No;Si;No;0.14256;1.94
Hombre;17.5;19472;4.2;Si;Si;No;No;No;No;No;No;13.421945;-89.080355;10.154297;100;Si;Si;Si;Si;Si;Si;13.31528;35.662
Hombre;1.05;1150;5;No;Si;No;No;No;Si;Si;No;13.668251;-88.825588;802.359131;0;No;Si;No;No;No;No;0.39336;2.34
Hombre;1.4;1000;4;Si;No;No;Si;No;No;No;Si;13.2258;-88.48086;96;100;Si;Si;Si;Si;Si;Si;0.57464;3.85
Hombre;2;1500;21.7;No;Si;No;No;No;Si;Si;No;13.42933;-88.50669;427.509033;0;Si;Si;Si;No;Si;Si;0.23584;5.47
Hombre;3.15;600;5;Si;No;No;No;No;Si;Si;No;13.687456;-89.639854;294;0;Si;Si;Si;Si;No;Si;1.08152;4.48
Mujer;4.5;5000;5.6;Si;No;Si;No;No;No;No;No;13.6476;-89.7704;94.4353;60;Si;Si;Si;Si;Si;No;7.56712;37.30496
Mujer;1.5;1500;4.9;No;No;No;No;No;Si;No;No;13.536038;-88.358298;485.97168;3.333333333;No;No;Si;No;Si;Si;0.7128;3.85
Hombre;1.08;1200;5;No;No;No;No;No;Si;No;No;13.865179;-88.12899;453;0;Si;Si;Si;No;Si;Si;0;0.4
Hombre;11.9;6800;4;No;Si;No;No;No;No;No;No;13.799623;-89.811135;748.04895;0;Si;No;Si;Si;Si;No;0.44792;2.2176
Hombre;1.4;1200;5;No;Si;No;No;No;No;No;No;13.729562;-89.482372;724.025024;0;Si;No;Si;Si;Si;No;1.56464;8.5272
Hombre;1.05;900;4;No;Si;No;No;No;Si;No;No;13.998774;-89.552399;681;100;Si;Si;Si;Si;No;No;4.01984;12.57344
Hombre;3.29;2200;4.4;No;Si;No;No;No;No;No;No;13.814041;-89.870158;761.732352;0;Si;Si;Si;Si;Si;No;0.5016;5.33176
Hombre;2;2000;6;No;Si;No;No;No;Si;No;No;13.565755;-88.537313;216.844543;0;Si;Si;No;Si;Si;Si;1.58224;8.06576
Mujer;1.2;758;5;No;Si;No;No;No;Si;No;No;13.806513;-89.919827;520.1604;0;Si;Si;Si;Si;No;No;0.17776;1.08944
Hombre;5.26;5425;3.5;No;No;No;No;No;Si;No;No;13.922483;-89.440671;832;0;Si;No;No;Si;Si;Si;1.90432;9.22592
Hombre;2.5;2000;6;No;No;No;No;Si;Si;No;No;13.517144;-88.389494;503.944214;1.5;Si;Si;No;Si;Si;Si;0.67936;3.8
Hombre;14.7;10500;6;No;Si;No;No;No;No;No;No;13.3945;-88.5412;660;0;No;Si;Si;No;Si;Si;1.03488;6.53
Hombre;13.1;7784;4.6;Si;Si;No;No;No;No;No;No;13.710701;-89.423037;528.856445;20.55498458;Si;No;Si;Si;Si;Si;7.15528;35.85384
Hombre;2.19;1500;4;No;Si;No;No;No;No;No;No;13.451654;-88.382268;420.908709;0;Si;Si;No;Si;Si;Si;0.4312;2.5
Hombre;1.76;1164;5;No;Si;No;No;No;Si;No;No;13.929613;-89.801995;747.797119;0;Si;Si;Si;Si;Si;No;0.28424;1.34288
Hombre;2;1000;4;No;No;No;No;No;Si;No;No;13.738115;-88.212397;1036.86828;0;Si;No;Si;Si;Si;Si;1.3332;4.51
Hombre;6.96;5000;5.2;No;Si;No;No;No;No;No;No;13.60449;-88.944993;559;90;Si;Si;No;No;Si;Si;0.31768;10.326666
Hombre;1.13;1200;6;Si;No;No;No;No;Si;No;No;13.75785;-90.097767;22.728699;0;No;Si;Si;Si;No;No;1.19592;6.18288
Hombre;6.3;5913;6;No;No;No;No;No;Si;No;No;13.753077;-89.829236;428.010864;0;Si;Si;Si;Si;No;No;2.85032;14.894
Hombre;1.98;1888;5.4;Si;Si;No;No;No;No;No;No;13.731305;-89.682324;366;0;Si;Si;Si;No;No;Si;3.86848;15.13
Hombre;1.53;1575;4;No;Si;No;No;No;No;No;No;13.697405;-89.477933;906.447096;0;Si;No;Si;Si;Si;Si;1.77056;9.15904
Hombre;1.16;620;6;No;Si;No;No;No;Si;No;No;13.76625;-89.83721;444;0;Si;No;Si;Si;Si;No;0.50512;3.33608
Hombre;163;163000;46.1;Si;Si;No;Si;No;No;No;Si;13.2896806;-88.5014207;15;12.26993865;Si;Si;Si;Si;Si;Si;104.29408;425
Mujer;1.11;1106;6;Si;Si;No;No;No;No;Si;No;13.753502;-89.684466;450.568115;0;No;Si;Si;Si;No;No;0;0.00264
Hombre;2.44;1500;4.8;Si;No;No;Si;No;No;No;Si;13.35566;-88.76073;40;20;Si;Si;Si;Si;Si;Si;1.37368;10.05
Hombre;6;6000;5;No;No;No;No;Si;Si;No;No;13.441714;-88.466059;671.282837;0;Si;Si;No;Si;No;Si;3.23048;16.88808
Hombre;2.94;1500;4.1;Si;No;No;No;No;Si;No;No;13.3877846;-88.7471053;20;93.33333333;Si;Si;Si;Si;Si;Si;1.0692;13.5
Mujer;7.35;3000;10.5;No;Si;No;No;No;No;Si;No;13.495514;-88.413543;815.54047;6.666666667;Si;Si;Si;Si;Si;Si;1.9404;10.332
Hombre;7;6016;3.9;No;Si;No;Si;No;No;No;Si;13.276178;-88.423679;5.816284;49.86702128;Si;Si;Si;Si;Si;Si;0.3696;9.57
Mujer;3.15;1600;6.8;No;Si;No;No;No;No;No;No;13.611884;-88.928115;603;12.5;Si;Si;Si;Si;Si;Si;0.20592;3.44
Mujer;2.1;2000;4.6;No;Si;No;No;No;No;No;No;13.706413;-89.487607;907;0;Si;No;Si;Si;Si;No;1.06832;5.15152
Hombre;1.5;1500;5.9;No;No;No;Si;No;No;No;Si;13.221172;-88.5536443;7;13.33333333;Si;Si;Si;Si;No;Si;1.95184;10.24
Hombre;13.92;15394;5;Si;No;Si;No;No;Si;No;No;13.551689;-89.737838;13;100;Si;Si;Si;Si;No;Si;10.8064;47.57632
Hombre;1.4;800;5.4;No;Si;No;No;No;No;No;No;13.593176;-88.953457;508;18.75;Si;Si;Si;Si;Si;Si;0.18304;3.26
Hombre;1.42;666;5;No;No;No;No;Si;Si;No;No;13.68015;-89.429293;930.515015;0;Si;No;Si;Si;Si;Si;0.42856;2.25192
Mujer;3;2700;6;Si;No;No;No;No;No;No;No;13.728552;-89.658814;382.417236;100;Si;Si;Si;Si;No;Si;2.90928;11.62
Hombre;3.22;2000;4;No;Si;No;No;No;Si;No;No;13.786516;-89.831885;620.999756;0;No;Si;Si;Si;Si;No;0.2068;1.1132
Hombre;10.4;11361;3;No;Si;No;No;No;Si;No;No;13.951813;-89.545396;650;0;Si;No;Si;Si;Si;Si;4.8136;13.58984
Hombre;2.75;2500;6.6;No;Si;No;No;No;No;No;No;13.603095;-88.91778;686;20;Si;Si;Si;No;Si;Si;0.25872;6.219999
Hombre;1.05;150;6.9;No;Si;No;No;No;No;No;No;13.620514;-88.94419;501.891357;6.666666667;Si;Si;No;No;Si;Si;0.15224;0.84
Hombre;3;2700;4;No;Si;No;No;No;No;Si;No;13.2618;-88.3328;668.6;0;Si;Si;Si;Si;Si;Si;2.14632;11.45408
Mujer;4.4;3400;4.8;No;Si;No;No;No;No;Si;No;13.477552;-88.557315;862.235352;0;Si;Si;Si;Si;No;Si;3.99608;19.8356
Hombre;1.42;400;4;No;Si;No;No;No;No;Si;No;13.52807;-89.34064;901;0;Si;No;Si;Si;Si;Si;0.2156;0.61688
Hombre;2.82;1692;5;No;No;Si;No;No;Si;No;No;13.693753;-89.81616;140.187256;0;No;Si;Si;Si;No;No;1.09296;5.58536
Hombre;1.9;1800;4.9;No;Si;No;No;No;No;No;No;13.659943;-88.921891;560.236572;50;Si;Si;Si;Si;Si;Si;0.91168;7.28
Hombre;7;7000;5.9;No;No;No;Si;No;No;No;Si;13.236089;-88.5918;9;14.28571429;Si;Si;Si;Si;No;Si;7.12008;39.12
Hombre;1.92;400;4.8;No;Si;No;No;No;No;No;No;13.590312;-88.957692;465;25;Si;Si;Si;Si;Si;Si;0.21032;2.27
Hombre;2.1;1500;8.3;No;Si;No;No;No;Si;No;No;13.415039;-88.572593;288;0;No;No;Si;Si;Si;No;0.17072;3.54
Hombre;5.5;4500;3.6;No;Si;No;No;No;Si;No;No;13.511108;-88.552071;752.63;44.44444444;Si;Si;Si;Si;Si;Si;2.68048;13.9479
Hombre;1.37;768;6;No;Si;No;No;No;No;Si;No;13.73538;-89.670337;392;100;Si;Si;Si;Si;No;Si;1.29272;2.43496
Mujer;2;2000;6;No;Si;No;No;No;No;No;No;13.497243;-88.558702;916;0;Si;Si;Si;Si;Si;Si;0.8976;4.72208
Hombre;1.3;1100;5.3;No;Si;No;No;No;No;No;No;13.513316;-88.847871;216.898132;68.18181818;Si;Si;Si;Si;Si;No;0.91344;8.6
Hombre;3.5;3000;5;No;Si;No;No;No;No;No;No;13.493067;-88.35082;837.156738;0;Si;Si;Si;Si;Si;Si;3.86496;19.35
Hombre;1.58;1395;5;No;Si;No;No;No;Si;No;No;13.633778;-89.562715;637;0;Si;Si;Si;Si;No;No;0.52184;2.1208
Hombre;2;1200;3.9;No;No;No;No;Si;Si;No;No;13.733315;-88.214143;896.37915;12.5;Si;Si;Si;Si;Si;Si;1.07096;5.06
Hombre;4.9;5161;7.6;No;No;Si;No;No;Si;Si;No;13.966646;-89.57336;721.668213;9.688044953;Si;No;Si;Si;Si;Si;15.83736;61.50936
Hombre;3.5;3500;11;Si;No;No;No;No;No;No;No;13.719018;-89.648809;391;28.57142857;Si;Si;Si;No;No;Si;5.75696;21.28
Hombre;1.05;750;5.1;No;No;No;No;No;Si;No;No;13.370658;-88.655698;34.105164;93.33333333;No;Si;Si;Si;Si;Si;0.15312;3.08
Hombre;3.6;3600;5.6;Si;Si;No;Si;No;No;No;Si;13.285015;-88.564653;6.320862;72.22222222;Si;Si;Si;Si;No;Si;4.4924;23.7736
Hombre;1.5;1250;6;No;No;Si;No;No;Si;No;No;13.990208;-89.64882;550;48;Si;Si;Si;Si;Si;No;2.71128;9.76976
Hombre;2.5;700;4.3;No;Si;No;No;No;Si;No;No;13.507455;-88.380617;518.937744;71.42857143;Si;Si;Si;Si;Si;Si;0.5984;3
Hombre;2.45;2200;4.5;No;No;No;No;Si;Si;No;No;13.657811;-88.804404;478.081543;77.27272727;Si;Si;Si;Si;Si;No;1.2408;7.68
Hombre;10.5;8000;6.2;No;Si;No;No;No;No;Si;No;13.45753;-88.494871;751;17;Si;Si;Si;No;Si;Si;0.33528;18.49
Hombre;2;1400;4.8;Si;Si;No;No;No;No;No;No;13.496236;-89.075517;76;21.42857143;Si;Si;Si;Si;Si;Si;1.06392;5.15
Hombre;2;1000;7.5;No;Si;No;No;No;Si;Si;No;13.433537;-88.54046;709;50;No;Si;Si;No;Si;Si;0.2684;4.17
Hombre;2.8;3000;6;No;Si;No;No;No;No;No;No;13.490229;-88.525706;1108.77966;0;Si;Si;Si;Si;Si;Si;1.5444;7.75544
Hombre;4.41;4000;4.9;No;Si;No;No;No;No;Si;No;13.487368;-88.412204;807.922363;12.5;Si;Si;No;Si;Si;Si;1.52856;9.002
Hombre;1.5;255;5.1;No;Si;No;No;No;No;No;No;13.600719;-88.966452;403.785767;33.33333333;Si;Si;Si;Si;Si;Si;0.36168;3.41
Hombre;1.4;850;4;Si;No;No;Si;No;No;No;Si;13.37943;-88.74603;14;100;Si;Si;Si;Si;Si;No;0.89232;7.95
Hombre;2.45;1904;6;No;Si;No;No;No;Si;No;No;13.807734;-89.919451;546.251099;0;No;Si;Si;Si;No;No;0.50776;3.26744
Hombre;2.24;2240;5;No;No;No;No;No;Si;No;No;13.638309;-89.536514;659;0;Si;No;Si;Si;Si;No;0.65208;2.77464
Hombre;1.68;1800;4.7;No;Si;No;No;No;No;No;No;13.704821;-89.487607;907;0;Si;No;Si;Si;Si;No;0.53504;2.4508
Mujer;2;1800;8;No;Si;No;No;No;Si;No;No;13.825099;-89.948599;709.95947;0;No;Si;Si;Si;No;No;0.96184;5.43224
Hombre;1.1;1100;5.1;No;No;No;No;Si;Si;No;No;13.648001;-88.9158979;548;45.45454545;Si;Si;Si;Si;No;No;0.99264;5.213333
Hombre;1.8;1800;5.6;Si;Si;No;Si;No;No;No;Si;13.290382;-88.565644;2.558594;44.44444444;No;Si;Si;Si;No;Si;2.4508;13.5436
Hombre;5.05;4500;5.9;No;Si;No;No;No;Si;No;No;13.555074;-88.386156;324.808228;8.888888889;Si;Si;Si;Si;Si;Si;1.14576;4.452
Mujer;1.8;800;5.9;No;Si;No;No;No;No;No;No;13.619546;-88.940634;554;37.5;Si;Si;Si;No;Si;Si;0.2948;4.39
Mujer;6.97;3850;4;No;Si;No;No;No;Si;No;No;13.5565;-89.34085;847;94.85714286;Si;No;Si;Si;Si;No;2.2704;6.4328
Mujer;5.5;5600;6;Si;No;No;No;No;No;No;No;13.725014;-89.666765;378;0;Si;Si;Si;Si;No;Si;9.00064;34.17568
Mujer;1.3;800;4;No;No;Si;No;No;Si;No;No;13.722731;-88.227375;935.17566;0;Si;Si;Si;Si;Si;Si;0.41008;2.354
Hombre;1.4;1300;3.4;No;Si;No;No;No;Si;No;No;13.663801;-89.539525;647;0;Si;No;Si;No;No;No;0.4268;1.72128
Mujer;1.79;1275;5;No;Si;No;No;No;Si;No;No;13.785877;-89.856675;513.169189;0;Si;No;Si;Si;Si;No;0.16896;1.40896
Hombre;1.5;1500;6;No;No;No;No;Si;Si;No;No;13.914187;-88.141347;753;0;Si;Si;Si;No;Si;Si;2.0988;5.836
Hombre;1.33;760;5;No;Si;No;No;No;Si;No;No;13.796374;-89.875232;540.299316;0;Si;No;Si;No;Si;No;0.15488;1.38872
Mujer;1.55;800;6.7;No;Si;No;No;No;Si;No;No;13.526494;-88.435429;556.833984;15;No;Si;Si;No;Si;Si;0.09944;3.49
Hombre;3.14;3200;5;No;No;No;No;No;Si;No;No;13.760793;-89.539193;667.281128;100;Si;No;Si;Si;No;No;0.83512;3.5112
Mujer;1.4;300;3;No;Si;No;No;No;No;No;No;13.47876;-88.946634;94;100;Si;Si;Si;Si;Si;Si;0.04752;0.43
Hombre;2.8;2500;4;No;No;No;No;No;No;Si;No;13.771901;-89.648475;653.912231;100;Si;Si;Si;Si;No;No;2.61008;8.22536
Hombre;2.45;2000;6.5;No;Si;No;No;No;No;No;No;13.619383;-88.940292;568.249268;25;Si;No;Si;No;Si;Si;0.35904;8.96
Hombre;4.32;4800;4.4;No;No;No;No;No;Si;No;No;13.800155;-88.27846;884.20166;0;Si;Si;Si;Si;Si;Si;1.92632;9.65
Hombre;2.07;1314;5;No;No;No;No;No;No;Si;No;13.752539;-89.661701;462;0;Si;Si;Si;Si;No;Si;2.57488;8.19808
Mujer;1.76;756;5;Si;No;No;No;No;Si;Si;No;13.755957;-89.501465;574.058838;0;Si;No;Si;No;No;No;0.36872;1.44848
Hombre;3.5;3500;6;Si;No;No;No;No;No;No;No;13.731155;-89.73131;272.433777;2.857142857;Si;Si;Si;Si;No;Si;9.79;34.72
Hombre;1.13;450;5;No;Si;No;No;No;No;Si;No;13.50256;-88.484177;1243.4376;0;Si;Si;No;Si;No;Si;0.31592;1.68256
Hombre;3.4;1750;5;No;Si;No;No;No;Si;No;No;13.623288;-89.371669;951.376587;0;Si;Si;Si;Si;Si;No;1.0604;1.672
Mujer;4.5;4580;4;No;Si;No;No;No;No;Si;No;13.477088;-88.55895;823.812012;0;Si;Si;Si;Si;Si;Si;3.07032;15.96408
Hombre;2;2150;6;Si;No;No;No;No;Si;Si;No;13.652043;-89.683656;165;0;Si;Si;Si;Si;Si;No;3.45752;16.56952
Mujer;1.4;1450;6;No;Si;No;No;No;Si;No;No;13.695351;-89.565382;521.436646;0;Si;No;Si;No;No;No;0.42504;1.65088
Hombre;2.45;1500;6.7;No;Si;No;No;No;Si;Si;No;13.415002;-88.506017;381;33.33333333;Si;Si;Si;No;Si;Si;0.18744;6.65
Hombre;2.8;2000;6.7;No;Si;No;No;No;No;No;No;13.611274;-88.92259;672;15;Si;Si;Si;Si;Si;Si;0.32384;11.08
Hombre;2;1700;5;No;Si;No;No;No;No;No;No;13.706143;-89.488146;930;0;Si;Si;Si;Si;Si;No;0.99264;4.79864
Hombre;4;4000;8;No;No;No;No;Si;Si;No;No;13.710141;-89.679537;309;2.5;Si;Si;Si;Si;No;Si;8.3556;31.70024
Hombre;8;6216;6;No;Si;No;No;No;Si;No;No;13.493225;-88.526411;1065.02612;0;Si;Si;Si;Si;Si;Si;5.0556;180.4
Hombre;1.75;1000;4.6;No;Si;No;No;No;Si;No;No;13.506895;-88.537589;896.928101;40;Si;Si;Si;No;Si;Si;0.1276;6.15
Hombre;1.4;1200;7;No;Si;No;No;No;No;No;No;13.637055;-89.475782;865;0;Si;No;Si;Si;Si;No;1.00936;5.07144
Hombre;1.4;1000;4;Si;Si;No;No;No;No;No;No;13.464083;-88.875128;29;100;Si;Si;Si;Si;Si;No;0.79112;5.55
Hombre;2.21;2057;5;No;No;No;No;Si;Si;No;No;13.651119;-89.336973;946.405273;0;Si;Si;Si;Si;Si;No;1.694;5.4296
Hombre;6;5900;3.2;Si;Si;No;No;No;No;No;No;13.403768;-88.870467;21.445831;76.27118644;Si;Si;Si;Si;Si;Si;1.2672;9.5
Hombre;2;1200;4.2;Si;No;No;Si;No;No;No;Si;13.33608;-88.75057;5;83.33333333;Si;Si;Si;Si;Si;Si;0.69696;7.85
Hombre;3;2000;5;No;Si;No;No;No;No;No;No;13.50132;-88.329564;809;0;Si;Si;No;Si;No;Si;3.30704;16.55
Hombre;1.4;1400;4;No;No;No;No;No;Si;No;No;13.84708;-89.43386;583.3;0;Si;No;No;Si;Si;Si;0.18656;0.72248
Mujer;6.16;1875;4;No;Si;No;No;No;Si;No;No;13.5557;-89.34064;898;100;Si;No;Si;Si;Si;No;2.05128;5.86432
