Fecha;Sexo productor;Area (Ha);Arboles_totales;Edad promedio plantas;Aluviales;Andisoles;Grumosoles;Halomorficos;Latosoles_arcillosos_acidos;Latosoles_arcillo_rojizos;Litosoles;Regosoles;Latitud;Longitud;Altura;Porcentaje_Injertacion;Aplica poda;Maneja sombra;Fertilizacion organica;Fertilizacion quimica;Presencia plagas y enfermedades;recibe AT;Perdidas (qq);Produccion efectiva (qq)
1;1;2.1;2000;4.6;0;1;0;0;0;0;0;0;13.706413;-89.487607;907;0;1;0;1;1;1;0;1.06832;5.15152
1;0;1;600;4;0;0;0;0;1;1;0;0;13.756171;-88.182097;815;0;1;1;1;1;1;1;0.6424;2.97
1;0;0.36;400;5;0;0;0;0;0;1;0;0;13.794766;-88.17265;812;0;1;1;1;0;1;1;0.6688;1.316
1;0;0.7;700;4.9;0;1;0;0;0;0;1;0;13.493393;-88.407657;728.315186;14.29;1;1;0;0;1;1;0.6204;3.25
1;0;1.5;1500;5.9;0;0;0;1;0;0;0;1;13.221172;-88.5536443;7;13.33;1;1;1;1;0;1;1.95184;10.24
1;1;0.23;150;6;0;0;0;0;1;1;0;0;13.441642;-88.46177;687;0;1;1;0;1;1;1;0.18128;0.95832
1;0;0.71;720;5;0;1;0;0;0;1;0;0;13.763965;-89.799136;442;0;1;0;1;1;0;0;0.3168;1.06688
1;0;0.45;350;4;0;0;0;0;0;1;0;0;13.715718;-88.221713;850.767457;0;1;1;1;1;1;1;0.13992;0.33
1;1;0.5;500;4;0;1;0;0;0;0;0;0;13.617552;-88.945934;527;0;0;0;0;0;1;0;0.0484;0.1
1;0;0.8;800;6;0;0;0;0;1;1;0;0;13.906991;-88.153991;755.30957;0;1;1;1;1;1;1;0.55528;2.538
1;1;0.24;150;5;0;1;0;0;0;0;0;0;13.495806;-88.39218;593.7854;0;1;1;0;0;1;1;0.6512;3.5
1;0;1.4;800;5.4;0;1;0;0;0;0;0;0;13.593176;-88.953457;508;18.75;1;1;1;1;1;1;0.18304;3.26
1;0;0.7;704;6;0;1;0;0;0;0;0;0;13.743856;-89.470587;596.448486;0;1;0;1;1;1;0;0.22792;1.1176
1;0;0.28;256;6;0;1;0;0;0;0;0;0;13.804987;-89.733484;651.95752;0;1;0;1;1;1;0;0.45848;1.39272
1;0;1.42;666;5;0;0;0;0;1;1;0;0;13.68015;-89.429293;930.515015;0;1;0;1;1;1;1;0.42856;2.25192
1;0;0.5;500;4.9;0;1;0;0;0;0;1;0;13.496906;-88.411059;698.317627;10;1;1;0;1;1;1;0.64856;3.48
1;0;0.6;600;5.8;0;1;0;0;0;1;0;0;13.52469;-88.429257;550.611572;8.33;1;1;0;1;1;1;0.56408;3.18
1;1;3;2700;6;1;0;0;0;0;0;0;0;13.728552;-89.658814;382.417236;100;1;1;1;1;0;1;2.90928;11.62
1;0;0.4;405;6;1;0;0;1;0;0;0;1;13.728974;-90.072648;10.084747;0;0;1;1;1;0;0;0.1364;0.638
1;0;3.22;2000;4;0;1;0;0;0;1;0;0;13.786516;-89.831885;620.999756;0;0;1;1;1;1;0;0.2068;1.1132
1;0;0.75;500;6.5;0;0;0;0;1;1;0;0;13.622787;-88.945884;537;40;1;1;1;0;1;1;0.27104;5.37
1;0;1;500;6.6;0;1;0;0;0;0;1;0;13.485055;-88.559372;884;10;1;0;1;0;1;1;0.08712;2.84
1;0;2.75;2500;6.6;0;1;0;0;0;0;0;0;13.603095;-88.91778;686;20;1;1;1;0;1;1;0.25872;6.219999
1;1;0.06;70;5;0;0;0;0;1;1;0;0;13.750828;-88.190511;757.35868;0;1;1;1;1;1;1;0.02288;0.11
1;0;0.7;400;4.8;0;1;0;0;0;0;0;0;13.531327;-88.942056;153;20;1;1;1;1;1;0;0.0308;0.31
1;0;0.45;278;5;0;0;0;0;0;1;0;0;13.591942;-89.536274;529;100;1;1;1;1;1;0;0.8624;1.3332
1;1;0.5;400;4;0;1;0;0;0;0;1;0;13.468863;-88.386111;543.896973;0;1;1;1;1;1;1;0.3652;2.05
1;0;0.5;400;4;0;0;0;0;0;1;0;0;13.546082;-88.434885;508.5996;0;0;0;0;0;0;1;0.5016;2.8
1;0;0.89;539;4.8;0;1;0;0;0;1;0;0;13.755328;-89.820842;339.960327;0;1;1;1;0;0;0;0.34936;2.17184
1;0;1.05;150;6.9;0;1;0;0;0;0;0;0;13.620514;-88.94419;501.891357;6.67;1;1;0;0;1;1;0.15224;0.84
1;0;3;2700;4;0;1;0;0;0;0;1;0;13.2618;-88.3328;668.6;0;1;1;1;1;1;1;2.14632;11.45408
1;0;0.3;300;5;0;1;0;0;0;0;1;0;13.491705;-88.410199;742.843018;0;1;1;0;1;1;1;0.41096;2.1
1;1;4.4;3400;4.8;0;1;0;0;0;0;1;0;13.477552;-88.557315;862.235352;0;1;1;1;1;0;1;3.99608;19.8356
1;0;0.18;200;4;0;0;0;0;1;1;0;0;13.970403;-88.229795;749.815217;0;1;1;1;1;1;1;0.3168;1.468
1;0;0.32;100;3;0;0;0;0;1;1;0;0;13.802182;-88.235739;948.170166;0;1;1;1;1;1;1;0.1804;0.77
1;0;0.45;500;4;0;0;0;0;1;1;0;0;13.797101;-88.250497;1021.347412;0;1;1;1;1;1;1;0.61248;2.376
1;0;1;900;5.8;0;0;0;0;1;1;0;0;13.4628;-88.1513;1052;11.11;1;0;1;1;1;1;1.28832;6.45
1;0;1.42;400;4;0;1;0;0;0;0;1;0;13.52807;-89.34064;901;0;1;0;1;1;1;1;0.2156;0.61688
1;0;2.82;1692;5;0;0;1;0;0;1;0;0;13.693753;-89.81616;140.187256;0;0;1;1;1;0;0;1.09296;5.58536
1;0;0.1;100;4;0;1;0;0;0;0;0;0;13.48115;-88.401251;811.86792;0;1;1;0;0;1;1;0.46816;2.5
1;0;0.4;400;5.8;0;0;0;1;0;1;0;1;13.318562;-88.702277;17.840149;25;1;1;1;1;0;1;0.48488;2.9
1;0;1;800;5.8;0;0;0;0;0;1;0;0;13.77526333;-88.28353833;842.2;5;1;1;0;1;0;1;1.45728;7.3
1;0;1.9;1800;4.9;0;1;0;0;0;0;0;0;13.659943;-88.921891;560.236572;50;1;1;1;1;1;1;0.91168;7.28
1;0;0.5;500;5;0;1;0;0;0;0;1;0;13.5934;-88.8754;1043.66;0;0;1;0;1;0;0;0.25696;1.8
1;1;0.27;300;5;0;0;0;0;1;1;0;0;13.972274;-88.229589;762;0;1;1;1;1;1;1;0.37664;1.204
1;0;0.7;650;6;0;1;0;0;0;0;0;0;13.788953;-89.707177;616.362183;0;1;0;1;1;1;0;0.30624;2.4476
1;0;0.7;250;6;0;0;0;0;0;1;0;0;13.551;-88.4312;495.302;0;1;1;1;1;1;1;0.13024;1.66
1;0;1.92;400;4.8;0;1;0;0;0;0;0;0;13.590312;-88.957692;465;25;1;1;1;1;1;1;0.21032;2.27
1;0;0.7;400;5;0;1;0;0;0;0;1;0;13.422892;-88.569653;327;0;1;1;1;0;1;1;0.15136;2.9
1;0;2.1;1500;8.3;0;1;0;0;0;1;0;0;13.415039;-88.572593;288;0;0;0;1;1;1;0;0.17072;3.54
1;0;0.45;500;4;0;0;0;0;1;1;0;0;13.795119;-88.266885;897.41333;0;0;1;0;1;1;1;0.35904;1.8
1;0;0.35;300;5;0;1;0;0;0;0;1;0;13.5945;-88.878;1046.21;0;1;1;1;1;1;1;0.12584;0.93
1;0;0.3;300;6;0;0;0;0;0;1;0;0;13.4362;-88.6861;26.8055;0;1;0;0;0;0;1;0.85888;4.32
1;0;1;1000;6.6;0;1;0;0;0;1;0;0;13.633079;-88.763986;311;20;1;1;1;1;1;1;0.682;3.95
1;0;5.5;4500;3.6;0;1;0;0;0;1;0;0;13.511108;-88.552071;752.63;44.44;1;1;1;1;1;1;2.68048;13.9479
1;0;0.35;300;6;0;1;0;0;0;0;0;0;13.752162;-89.7251;407.420532;0;1;0;1;1;1;0;0.15048;0.62832
1;0;0.94;445;5.6;1;1;0;0;0;0;0;0;13.70851;-89.429041;570.187866;0;1;0;0;1;1;1;0.25344;1.17216
1;1;0.4;400;4;1;0;1;0;0;1;0;0;13.623108;-89.750752;82.481079;0;1;1;1;1;1;0;0.81224;4.30848
1;0;1.37;768;6;0;1;0;0;0;0;1;0;13.73538;-89.670337;392;100;1;1;1;1;0;1;1.29272;2.43496
1;1;2;2000;6;0;1;0;0;0;0;0;0;13.497243;-88.558702;916;0;1;1;1;1;1;1;0.8976;4.72208
1;0;1;800;2.7;0;0;0;0;1;1;0;0;13.853098;-88.216099;245.45544;65;1;1;1;1;1;1;0.04752;0.286
1;0;1.3;1100;5.3;0;1;0;0;0;0;0;0;13.513316;-88.847871;216.898132;68.18;1;1;1;1;1;0;0.91344;8.6
1;0;3.5;3000;5;0;1;0;0;0;0;0;0;13.493067;-88.35082;837.156738;0;1;1;1;1;1;1;3.86496;19.35
1;0;1.58;1395;5;0;1;0;0;0;1;0;0;13.633778;-89.562715;637;0;1;1;1;1;0;0;0.52184;2.1208
1;0;2;1200;3.9;0;0;0;0;1;1;0;0;13.733315;-88.214143;896.37915;12.5;1;1;1;1;1;1;1.07096;5.06
1;0;4.9;5161;7.6;0;0;1;0;0;1;1;0;13.966646;-89.57336;721.668213;9.69;1;0;1;1;1;1;15.83736;61.50936
1;0;0.56;500;5;0;1;0;0;0;0;0;0;13.732833;-89.473324;687.998047;100;1;0;1;1;0;0;0.77616;3.7444
1;0;3.5;3500;11;1;0;0;0;0;0;0;0;13.719018;-89.648809;391;28.57;1;1;1;0;0;1;5.75696;21.28
1;0;1;600;4;0;0;1;0;0;1;0;0;13.71712;-88.23206166;843.4;0;1;0;1;1;1;1;0.11;0.286
1;1;1;800;5;0;1;0;0;0;0;1;0;13.323211;-88.29341;43.775085;0;1;1;1;1;1;1;1.166;5.83
1;0;1.05;750;5.1;0;0;0;0;0;1;0;0;13.370658;-88.655698;34.105164;93.33;0;1;1;1;1;1;0.15312;3.08
1;0;0.7;250;5.2;0;1;0;0;0;0;0;0;13.60238;-88.948655;542.305664;20;1;1;1;1;1;1;0.08272;0.57
1;0;3.6;3600;5.6;1;1;0;1;0;0;0;1;13.285015;-88.564653;6.320862;72.22;1;1;1;1;0;1;4.4924;23.7736
1;0;1.5;1250;6;0;0;1;0;0;1;0;0;13.990208;-89.64882;550;0;1;1;1;1;1;0;2.71128;9.76976
1;0;2.5;700;4.3;0;1;0;0;0;1;0;0;13.507455;-88.380617;518.937744;71.43;1;1;1;1;1;1;0.5984;3
1;0;0.7;600;4;0;0;1;0;0;1;0;0;13.728376;-88.145761;646.224893;0;1;1;1;1;1;1;0.2772;1.1
1;1;0.3;300;5;0;1;0;0;0;0;0;0;13.492435;-88.389922;687.804077;0;1;1;0;0;1;1;0.63712;3.4
1;0;2.45;2200;4.5;0;0;0;0;1;1;0;0;13.657811;-88.804404;478.081543;77.27;1;1;1;1;1;0;1.2408;7.68
1;1;0.23;250;4;0;0;0;0;1;1;0;0;13.794379;-88.242688;1042.4635;0;1;1;1;1;1;1;0.11528;0.44
1;0;2;1400;4.8;1;1;0;0;0;0;0;0;13.496236;-89.075517;76;21.43;1;1;1;1;1;1;1.06392;5.15
1;0;2;1000;7.5;0;1;0;0;0;1;1;0;13.433537;-88.54046;709;50;0;1;1;0;1;1;0.2684;4.17
1;0;2.8;3000;6;0;1;0;0;0;0;0;0;13.490229;-88.525706;1108.77966;0;1;1;1;1;1;1;1.5444;7.75544
1;0;4.41;4000;4.9;0;1;0;0;0;0;1;0;13.487368;-88.412204;807.922363;12.5;1;1;0;1;1;1;1.52856;9.002
1;0;0.3;250;4;0;0;1;0;0;1;0;0;13.72709;-88.144607;639.31546;0;1;1;1;1;1;1;0.03256;0.286
1;1;0.8;500;3.6;0;0;0;0;0;1;0;0;13.729796;-88.220585;870;40;1;0;1;1;1;1;0.05632;0.22
1;0;1.5;255;5.1;0;1;0;0;0;0;0;0;13.600719;-88.966452;403.785767;33.33;1;1;1;1;1;1;0.36168;3.41
1;0;1.4;850;4;1;0;0;1;0;0;0;1;13.37943;-88.74603;14;100;1;1;1;1;1;0;0.89232;7.95
1;0;0.7;600;6;0;0;0;0;1;1;0;0;13.7734;-88.285;793.921;0;1;1;1;1;1;1;0.61864;2.35
1;0;2.45;1904;6;0;1;0;0;0;1;0;0;13.807734;-89.919451;546.251099;0;0;1;1;1;0;0;0.50776;3.26744
1;0;0.7;500;4;0;0;1;0;0;1;0;0;13.649925;-88.166637;208.021484;0;1;1;1;1;1;1;0.14344;0.77
1;0;0.7;300;5;0;1;0;0;0;0;0;0;13.526307;-88.952921;150;0;1;1;1;1;1;0;0.04928;0.44
1;0;0.27;300;4;0;0;0;0;1;1;0;0;13.80071;-88.250994;956.05175;0;1;1;1;1;1;1;0.01936;0.11
1;0;0.28;114;5;0;0;0;0;0;1;0;0;13.621218;-89.573179;476.016602;0;1;0;1;0;0;0;0.3212;1.12464
1;0;2.24;2240;5;0;0;0;0;0;1;0;0;13.638309;-89.536514;659;0;1;0;1;1;1;0;0.65208;2.77464
1;0;1.68;1800;4.7;0;1;0;0;0;0;0;0;13.704821;-89.487607;907;0;1;0;1;1;1;0;0.53504;2.4508
1;1;2;1800;8;0;1;0;0;0;1;0;0;13.825099;-89.948599;709.95947;0;0;1;1;1;0;0;0.96184;5.43224
1;0;1.1;1100;5.1;0;0;0;0;1;1;0;0;13.648001;-88.9158979;548;45.45;1;1;1;1;0;0;0.99264;5.213333
1;0;1.8;1800;5.6;1;1;0;1;0;0;0;1;13.290382;-88.565644;2.558594;44.44;0;1;1;1;0;1;2.4508;13.5436
1;0;5.05;4500;5.9;0;1;0;0;0;1;0;0;13.555074;-88.386156;324.808228;8.89;1;1;1;1;1;1;1.14576;4.452
1;1;1.8;800;5.9;0;1;0;0;0;0;0;0;13.619546;-88.940634;554;37.5;1;1;1;0;1;1;0.2948;4.39
1;0;0.34;247;6;0;1;0;0;0;1;0;0;13.78853;-89.854868;559.352173;0;1;0;1;1;1;0;0.26928;2.86888
1;0;0.6;600;4.7;0;0;0;1;0;1;0;1;13.329741;-88.70279;-1.153229;16.67;1;1;1;1;0;1;1.04544;6.16
1;1;0.25;200;4;0;1;0;0;0;0;0;0;13.488896;-88.356034;849.381853;0;1;1;1;1;1;1;0.3388;1.7
1;1;0.45;500;6;0;0;0;0;1;1;0;0;13.957143;-88.195683;978.462646;0;1;1;1;1;1;1;0.99968;2.71
1;0;0.09;125;4.6;0;1;0;0;0;1;0;0;13.514413;-88.331712;674.645889;20;1;1;1;1;0;1;0.08976;0.45
1;1;0.2;150;5;0;1;0;0;0;0;0;0;13.479412;-88.40341;828.63623;0;1;1;0;0;1;1;0.44352;2.42
1;0;0.7;550;4.9;0;1;0;0;0;0;0;0;13.505204;-88.322619;716.54541;9.09;1;1;1;1;1;1;0.18656;0.94
1;0;1;800;4.1;1;1;0;0;0;0;0;0;13.407132;-88.869827;16.61731;93.75;1;1;1;1;1;0;0.45936;4
1;1;5.5;5600;6;1;0;0;0;0;0;0;0;13.725014;-89.666765;378;0;1;1;1;1;0;1;9.00064;34.17568
1;0;0.6;528;5;1;0;0;1;0;0;0;1;13.728051;-90.076028;2.269043;0;0;1;1;1;0;0;0.43384;2.46568
1;0;0.7;400;6;1;1;0;0;0;1;0;0;13.557975;-89.607555;454.568481;0;1;1;1;1;1;0;0.05104;1.39
1;1;1.3;800;4;0;0;1;0;0;1;0;0;13.722731;-88.227375;935.17566;0;1;1;1;1;1;1;0.41008;2.354
1;0;1.4;1300;3.4;0;1;0;0;0;1;0;0;13.663801;-89.539525;647;0;1;0;1;0;0;0;0.4268;1.72128
1;0;0.4;400;4.9;0;0;0;0;0;1;0;0;13.930916;-88.164377;850.487427;12.5;1;1;1;0;1;1;0.27016;0.69
1;1;0.3;130;5;0;1;0;0;0;0;0;0;13.4904;-88.3906;657.338;0;1;1;0;1;1;1;0.1452;0.75
1;0;0.81;729;5;0;0;0;0;0;1;0;0;13.498875;-89.370013;20.299622;100;1;1;1;1;1;0;0.6072;0.8448
1;0;0.5;500;4.4;0;0;0;1;0;1;0;1;13.348875;-88.691918;12.024288;60;1;1;1;0;0;1;0.79376;3.82
1;1;1.79;1275;5;0;1;0;0;0;1;0;0;13.785877;-89.856675;513.169189;0;1;0;1;1;1;0;0.16896;1.40896
1;0;0.9;1000;5;0;0;0;0;0;1;0;0;13.903722;-88.116497;809.75354;0;1;1;1;1;1;1;1.66408;6.532
1;0;0.35;300;3;0;1;0;0;0;1;0;0;13.1848;-88.3328;886.9;0;1;1;1;1;0;1;0.31856;1.61832
1;0;0.92;703;5.6;1;1;0;0;0;0;0;0;13.695499;-89.448835;577.859131;0;1;0;1;1;1;1;0.37576;1.89024
1;0;0.49;350;4;1;0;1;0;0;1;0;0;13.656547;-89.626855;183;0;1;1;1;1;1;0;0.19008;1.03752
1;0;1.5;1500;6;0;0;0;0;1;1;0;0;13.914187;-88.141347;753;0;1;1;1;0;1;1;2.0988;5.836
1;1;0.4;400;4;0;0;0;0;0;1;0;0;13.803119;-88.175157;818;0;1;1;1;1;1;1;0.34936;1.144
1;1;0.06;35;4;0;0;0;0;1;1;0;0;13.695528;-88.168943;423.422974;0;1;1;1;1;1;1;0.01056;0.066
1;0;1.33;760;5;0;1;0;0;0;1;0;0;13.796374;-89.875232;540.299316;0;1;0;1;0;1;0;0.15488;1.38872
1;1;0.7;200;6;0;0;0;0;0;1;0;0;13.4303;-88.6152;221.907;0;1;1;1;0;1;1;0.07392;1.02
1;0;0.4;400;5.8;0;0;0;1;0;1;0;1;13.326519;-88.680824;-5.205841;25;1;1;1;1;0;1;1.29536;7.12
1;1;1.55;800;6.7;0;1;0;0;0;1;0;0;13.526494;-88.435429;556.833984;15;0;1;1;0;1;1;0.09944;3.49
1;0;0.35;350;5;1;1;0;1;0;0;0;1;13.283082;-88.56404;10.381588;0;1;1;1;0;0;1;0.79288;4.128
1;0;0.4;350;4;0;1;0;0;0;0;0;0;13.470528;-88.356817;849.410296;0;0;0;1;1;1;1;0.7084;3.55
1;0;3.14;3200;5;0;0;0;0;0;1;0;0;13.760793;-89.539193;667.281128;100;1;0;1;1;0;0;0.83512;3.5112
1;1;1.4;300;3;0;1;0;0;0;0;0;0;13.47876;-88.946634;94;100;1;1;1;1;1;1;0.04752;0.43
1;0;2.8;2500;4;0;0;0;0;0;0;1;0;13.771901;-89.648475;653.912231;100;1;1;1;1;0;0;2.61008;8.22536
1;0;0.69;515;5;0;0;1;0;0;1;0;0;13.632592;-89.862997;-15.781891;0;0;1;1;1;0;0;0.19184;1.14048
1;1;0.54;400;4.3;0;1;0;0;0;1;1;0;13.44811;-88.222904;284.388916;25;1;1;1;1;1;1;0.84832;4.25
1;0;0.13;150;4;0;1;0;0;0;1;0;0;13.505211;-88.371876;605.78418;0;1;1;0;1;1;1;0.33704;1.95
1;1;0.09;100;5;0;1;0;0;0;0;1;0;13.424216;-88.224658;304.591919;0;0;1;0;1;1;1;0.25872;1.3
1;0;2.45;2000;6.5;0;1;0;0;0;0;0;0;13.619383;-88.940292;568.249268;25;1;0;1;0;1;1;0.35904;8.96
1;0;4.32;4800;4.4;0;0;0;0;0;1;0;0;13.800155;-88.27846;884.20166;0;1;1;1;1;1;1;1.92632;9.65
1;0;1;200;5;0;0;0;0;1;1;0;0;13.619946;-88.924723;648.008057;100;1;1;1;1;1;1;0.1364;1.89
1;0;0.64;544;7;0;1;0;0;0;0;1;0;13.792007;-89.681454;678;0;1;1;1;1;0;0;1.57256;4.9852
1;0;0.09;100;5;0;0;0;0;1;1;0;0;13.795963;-88.240067;1030.55871;100;1;0;1;1;1;1;0.05192;0.22
1;0;0.36;400;6;0;0;0;1;0;1;0;1;13.232279;-88.249426;525.336182;0;0;0;1;1;1;1;0.20504;0.99
1;0;1;700;4;0;0;0;0;1;1;0;0;13.751732;-88.190393;797.885254;0;1;1;1;1;1;1;0.48488;2.42
1;0;2.07;1314;5;0;0;0;0;0;0;1;0;13.752539;-89.661701;462;0;1;1;1;1;0;1;2.57488;8.19808
1;1;0.7;612;6;0;1;0;0;0;0;0;0;13.790431;-89.706613;645.302368;0;1;1;1;1;1;0;0.33616;1.67488
1;0;0.2;130;5;0;0;1;0;0;1;0;0;13.657;-88.1632;220.464;0;1;0;1;1;1;1;0.05632;0.352
1;1;1.76;756;5;1;0;0;0;0;1;1;0;13.755957;-89.501465;574.058838;0;1;0;1;0;0;0;0.36872;1.44848
1;0;3.5;3500;6;1;0;0;0;0;0;0;0;13.731155;-89.73131;272.433777;2.86;1;1;1;1;0;1;9.79;34.72
1;0;0.6;500;5;0;0;0;0;1;1;0;0;13.943091;-88.191992;757.58262;0;1;1;1;1;1;1;0.4972;1.848
1;1;0.4;400;5.9;0;0;0;0;0;1;0;0;13.389268;-88.684043;24.115906;12.5;1;1;1;1;0;1;0.82984;4.67
1;0;1;900;6;1;0;0;0;0;1;1;0;13.650974;-89.689269;168;0;1;1;1;1;1;0;0.67672;4.8048
1;0;0.35;400;5;0;0;0;0;1;1;0;0;13.6564;-88.8079;490.277;0;1;1;1;1;0;1;0.18392;1.51
1;0;0.36;400;4;0;0;0;0;1;1;0;0;13.759345;-88.201787;940;0;1;0;1;1;1;1;0.97592;4.004
1;1;0.62;616;4;0;1;0;0;0;1;0;0;13.764238;-89.775753;525;0;1;1;1;1;1;0;0.25432;1.67376
1;0;1.13;450;5;0;1;0;0;0;0;1;0;13.50256;-88.484177;1243.4376;0;1;1;0;1;0;1;0.31592;1.68256
1;0;0.7;450;6.8;0;1;0;0;0;1;1;0;13.6936;-88.5054;371;0;1;1;1;1;1;1;0.06776;1.7
1;0;0.42;180;5;0;0;0;0;1;1;0;0;13.639839;-89.60811;367;0;1;1;1;1;1;0;0.27808;1.56816
1;0;0.45;307;6;0;1;0;0;0;1;1;0;13.706664;-89.566295;520;100;1;1;1;1;0;0;0.18656;0.6776
1;0;0.7;400;6;0;1;0;0;0;0;1;0;13.46061;-88.538785;907;0;1;1;1;1;1;1;0.07656;1.71
1;0;0.7;700;4;0;1;0;0;0;0;0;0;13.4469;-88.3131;724.599;0;1;1;1;1;1;1;1.7776;8.9
1;0;3.4;1750;5;0;1;0;0;0;1;0;0;13.623288;-89.371669;951.376587;0;1;1;1;1;1;0;1.0604;1.672
1;1;0.31;220;5;0;0;0;0;0;1;0;0;13.921821;-89.430837;755.31665;0;1;0;1;1;1;1;0.02904;0.15576
1;0;0.8;800;4.9;0;1;0;0;0;0;0;0;13.484037;-88.408005;826.111328;12.5;1;1;0;1;1;1;0.7304;3.9
1;1;4.5;4580;4;0;1;0;0;0;0;1;0;13.477088;-88.55895;823.812012;0;1;1;1;1;1;1;3.07032;15.96408
1;0;2;2150;6;1;0;0;0;0;1;1;0;13.652043;-89.683656;165;0;1;1;1;1;1;0;3.45752;16.56952
1;0;0.7;500;3;0;1;0;0;0;1;0;0;13.634277;-89.466214;1105.49084;100;1;1;1;1;1;0;0.0924;0.24464
1;0;0.36;400;4;0;0;0;0;0;1;0;0;13.875631;-88.152083;602;0;1;1;1;0;1;1;0.19184;0.15
1;1;0.63;630;5;0;0;0;0;0;1;0;0;13.623961;-89.57463;513;0;1;0;1;1;1;0;0.43736;1.78992
1;1;0.4;400;5;0;1;0;0;0;0;0;0;13.482628;-88.408761;835.239502;0;0;1;1;0;1;1;0.6512;3.4
1;0;0.7;500;4;0;0;1;0;0;1;0;0;13.716625;-88.23216833;888.4;0;1;1;1;1;1;1;0.24816;1.144
1;1;1.4;1450;6;0;1;0;0;0;1;0;0;13.695351;-89.565382;521.436646;0;1;0;1;0;0;0;0.42504;1.65088
1;0;0.7;600;5;0;1;0;0;0;1;0;0;13.768359;-89.839783;383.895874;0;1;0;1;1;1;0;0.25872;1.84048
1;0;2.45;1500;6.7;0;1;0;0;0;1;1;0;13.415002;-88.506017;381;33.33;1;1;1;0;1;1;0.18744;6.65
1;0;0.24;137;5;0;1;0;0;0;0;0;0;13.813171;-89.868295;722.536987;0;1;0;1;1;1;0;0.19184;1.23688
1;0;2.8;2000;6.7;0;1;0;0;0;0;0;0;13.611274;-88.92259;672;15;1;1;1;1;1;1;0.32384;11.08
1;1;0.5;500;4;0;0;0;0;0;1;0;0;13.878059;-88.198009;514;0;1;1;1;0;1;1;0.30272;3.8
1;0;0.7;600;4;0;1;0;0;0;0;0;0;13.5019374;-88.3642994;694;3.33;1;1;0;1;0;1;0.11528;0.58
1;0;0.56;160;6;0;1;0;0;0;1;0;0;13.767394;-89.839731;409;0;1;0;1;1;1;0;0.37224;2.27832
1;0;2;1700;5;0;1;0;0;0;0;0;0;13.706143;-89.488146;930;0;1;1;1;1;1;0;0.99264;4.79864
1;0;4;4000;8;0;0;0;0;1;1;0;0;13.710141;-89.679537;309;2.5;1;1;1;1;0;1;8.3556;31.70024
1;0;0.1;100;5;0;1;0;0;0;1;0;0;13.515;-88.39361111;522;0;1;1;0;0;1;1;0.6072;3.45
1;0;1.75;1000;4.6;0;1;0;0;0;1;0;0;13.506895;-88.537589;896.928101;40;1;1;1;0;1;1;0.1276;6.15
1;0;0.2;200;5;0;0;0;0;0;1;0;0;13.322508;-88.657091;-6.288849;0;0;0;1;0;0;1;0.07568;0.55
1;0;1.4;1200;7;0;1;0;0;0;0;0;0;13.637055;-89.475782;865;0;1;0;1;1;1;0;1.00936;5.07144
1;0;1.4;1000;4;1;1;0;0;0;0;0;0;13.464083;-88.875128;29;100;1;1;1;1;1;0;0.79112;5.55
1;0;0.3;300;4;0;1;0;0;0;0;0;0;13.474768;-88.367936;698.466797;0;1;0;1;1;1;1;0.47696;2.4
1;1;0.18;175;6;1;0;0;0;0;1;0;0;13.776;-90.103118;15.298218;0;0;1;1;1;0;0;0.14608;0.65384
1;1;0.7;240;4.8;0;1;0;0;0;0;0;0;13.530322;-88.938382;167;16.67;1;1;1;1;1;1;0.03344;0.39
1;0;2.21;2057;5;0;0;0;0;1;1;0;0;13.651119;-89.336973;946.405273;0;1;1;1;1;1;0;1.694;5.4296
1;0;0.38;405;6;1;0;1;0;0;0;0;0;13.708291;-89.977343;9.924988;0;0;1;1;1;0;0;0.34144;2.21144
1;0;0.35;225;5.6;0;1;0;0;0;0;0;0;13.591942;-88.944048;522;44.44;1;1;1;1;1;1;0.4048;2.04
1;0;0.7;750;3;0;0;0;0;1;1;0;0;13.740485;-89.697361;332;100;1;0;1;1;0;1;0.74008;2.32408
1;0;0.63;405;5;0;1;0;0;0;0;0;0;13.77446;-89.716051;540;0;1;0;1;0;1;0;0.01496;0.07832
1;0;0.045;50;4;0;0;0;0;0;1;0;0;13.861632;-88.110631;556;0;1;0;0;0;1;0;0;0.15
1;0;2;1200;4.2;1;0;0;1;0;0;0;1;13.33608;-88.75057;5;83.33;1;1;1;1;1;1;0.69696;7.85
1;0;0.26;225;6;0;1;0;0;0;0;0;0;13.760521;-89.724894;464.274902;0;1;0;1;1;1;0;0.1628;0.96728
1;0;3;2000;5;0;1;0;0;0;0;0;0;13.50132;-88.329564;809;0;1;1;0;1;0;1;3.30704;16.55
1;0;0.39;370;6;0;1;0;0;0;0;0;0;13.803764;-89.733338;640.327759;0;1;0;1;1;1;0;0.39512;1.50936
1;0;1.4;1400;4;0;0;0;0;0;1;0;0;13.84708;-89.43386;583.3;0;1;0;0;1;1;1;0.18656;0.72248
1;0;0.5;324;5;0;1;0;0;0;1;0;0;13.617757;-89.354482;848.021973;0;1;1;1;1;1;0;0.5192;0.858
1;0;0.53;500;4;0;0;0;0;0;1;0;0;13.7996;-88.277;865.525;100;0;0;1;1;1;1;0.36784;1.85
1;0;0.25;200;4;0;1;0;0;0;0;0;0;13.452968;-88.327424;710.24585;0;1;1;1;1;1;1;0.12672;0.64
